"115","116","117","118","119","120","121","122","123","124"
2794,2830,3239,3278,3745,4228,5944,6065,4423,3395
3034,3070,3479,3239,3732,4216,5932,6026,4384,3356
2925,2961,3370,3419,3876,4359,6075,6206,4565,3536
2880,2916,3090,2743,3236,3720,5436,5530,3888,2860
3240,3276,3275,2928,3421,3905,5621,5715,4073,3045
3228,3265,3394,3046,3540,4023,5739,5834,4192,3164
3277,3205,3217,2870,3363,3847,5563,5657,4015,2987
3140,3056,3069,2721,3215,3698,5414,5509,3867,2839
3275,3203,3215,2868,3362,3845,5561,5655,4014,2985
3659,3350,3362,3015,3508,3992,5708,5802,4160,3132
