"175","176","177","178","179","180","181","182","183","184"
44443,12624,14135,15813,15769,17309,18566,20901,18795,22577
41427,12870,14381,16938,12753,14293,15550,17885,15780,19561
46673,17326,18837,20515,17999,19539,20796,23131,21025,24807
48918,22785,24296,25974,28235,29775,31033,33367,31262,35043
46831,19784,21295,22973,20459,21999,23257,25592,23486,27268
45070,19020,20531,22208,16396,17936,19194,21528,19423,23204
41319,24993,26504,29061,24876,26416,27673,30008,27903,31684
41337,24589,26100,28658,24472,26012,27270,29605,27499,31281
41806,29441,30952,33510,29324,30864,32122,34457,32351,36133
52080,33422,34932,37490,33305,34845,36102,38437,36331,40113
