"031","032","033","034","035","036","037","038","039","040"
8345,13094,10240,16869,13529,16364,18543,20024,23804,20846
10861,15610,12756,16983,13775,16672,17433,20415,20905,23362
11963,16712,13858,20487,18231,19982,22162,23642,27422,24464
17422,14544,19316,25946,23689,25440,27620,29101,32881,29923
14421,19169,16315,22945,20689,22439,24619,26100,29880,26922
13657,18405,15551,22181,19924,21675,23855,25336,29116,26158
21206,28038,23101,29106,25898,28795,29556,32538,33028,33707
20802,26274,22697,28702,25494,28391,29152,32134,32624,33303
26159,26429,31350,33554,30346,33243,34004,36986,37477,37690
30139,31090,35331,37534,34326,37224,37985,40967,41457,42640
