"195","196","197","198","199","200","201","202","203","204"
34649,49455,48390,63745,45373,35165,37093,41072,39686,47459
44309,59114,58049,80513,55032,44824,46752,50731,49345,57118
41177,55982,54917,77381,51900,41692,43620,47599,46213,53986
41626,63699,62634,76508,59617,42142,44069,48048,46663,63340
37762,52567,51502,66858,48485,38277,40205,44184,42798,50571
35708,50513,49448,64804,46431,36224,38151,42130,40745,48518
40533,62055,60990,74865,57973,41049,42976,46955,45570,53343
31311,46116,45051,60407,42034,31827,33754,37733,36348,44121
32266,47071,46006,61362,42989,32782,34709,38688,37302,45076
31964,55045,53980,67855,50963,32480,34407,38386,37001,44774
