"135","136","137","138","139","140","141","142","143","144"
3320,2794,2805,2421,1249,1950,3376,2996,2636,3056
4279,3599,3242,2859,1831,1377,4077,3650,3595,4016
3575,2909,2551,2168,1128,1582,3386,2960,2892,3358
3842,3317,3558,3175,1164,801,3899,3519,3159,3579
3136,2611,2321,1938,725,1262,3156,2729,2453,2873
3118,2592,2576,2193,1162,1705,3174,2795,2434,2855
3416,2890,3181,3229,1345,2046,3472,3092,2732,3152
3030,2505,2796,2496,959,1661,3087,2707,2347,2767
2917,2392,2683,2765,839,1483,2974,2594,2234,2654
3139,2614,2905,2987,1061,1705,3196,2816,2456,2876
