"145","146","147","148","149","150","151","152","153","154"
2725,2194,2472,2220,2047,1399,1585,1657,1569,1746
3684,3153,3431,3179,3006,2358,2496,2568,3015,2840
2981,2450,2728,2476,2303,1655,1792,1865,2311,2136
3247,2717,2995,2743,2556,1922,2059,2132,2578,2403
2542,2011,2289,2037,1864,1216,1390,1462,1909,1734
2523,1992,2271,2019,1845,1198,1383,1455,1753,1727
2821,2290,2568,2316,2143,1495,1681,1753,2199,2025
2436,1905,2183,1931,1758,1110,1295,1368,1461,1638
2322,1792,2070,1839,1617,814,904,989,1411,1248
2545,2014,2292,2086,1864,1061,751,455,878,989
