"041","042","043","044","045","046","047","048","049","050"
4103,4162,3823,3447,3551,3325,3012,3302,3521,3010
3979,4057,3718,3342,3446,3203,2906,3197,3416,2905
3829,3998,3658,3282,3352,3051,2738,3138,3356,2845
4110,4169,3829,3453,3557,3332,3019,3309,3528,3016
4304,4473,4133,3757,3827,3526,3213,3613,3831,3320
4122,4285,3946,3570,3646,3345,3031,3425,3650,3133
4789,4646,4528,4152,4256,4024,3716,4008,4226,3715
5289,5299,5008,4632,4736,4511,4198,4488,4707,4195
4772,4293,4492,4115,4220,3994,3681,3971,4190,3679
6352,5918,6310,6171,6148,5786,5765,6260,6146,6066
