"021","022","023","024","025","026","027","028","029","030"
2461,2876,2131,3233,2074,2531,3292,2579,2815,3149
2305,2754,2009,3111,1952,2409,3170,2457,2693,3027
2187,2601,1856,2959,1800,2257,3017,2304,2541,2875
2468,2882,2137,3240,2080,2538,3298,2585,2822,3156
2662,2945,2200,3302,2275,2732,3493,2780,3016,3350
2480,2895,2150,3252,2093,2551,3311,2598,2767,3102
3115,3687,2942,3792,2885,3082,3507,3026,2866,3200
3647,4061,3316,4419,3259,3717,4161,3680,3519,3854
2993,3545,2800,3439,2774,2729,3154,2673,2513,2847
4427,5395,4598,4872,4207,4163,4588,4107,3946,4280
