"105","106","107","108","109","110","111","112","113","114"
31161,29735,37209,36356,25901,27079,23690,20472,22727,22689
27297,28385,33345,32493,22043,23113,19827,16614,18869,18831
22846,21318,28893,24164,17484,18662,19679,12055,14310,14272
31357,29930,37404,36551,26096,27275,23886,20668,22922,22885
25102,23574,31150,26421,19740,20918,21936,14311,16566,16529
26688,25160,32736,28007,21327,22505,23522,15898,18152,18115
34367,35455,40415,44186,29026,30183,31521,23514,25769,25731
40850,39424,46898,46045,35590,36768,33379,30161,32416,32378
47588,46161,53635,52782,42328,43506,40117,36899,39153,39116
72465,73553,79956,76612,67124,68281,63947,69816,72071,86805
