"011","012","013","014","015","016","017","018","019","020"
45897,47320,48390,48692,43718,37434,32893,29251,26339,28957
42033,43456,44526,44829,39860,33570,29035,25285,22481,25099
37605,39028,40098,40401,35301,27065,24476,20834,17922,20540
46092,47515,48585,48888,43913,37630,33089,29446,26534,29153
39862,41285,42355,42657,37557,29321,26733,23090,20178,22797
41448,42871,43941,44243,39143,30907,28319,24676,21764,24383
49103,50526,51596,51899,46429,40640,36025,32355,29381,31999
55586,57009,58079,58381,53407,47123,42582,38940,36028,38646
62323,63747,64817,65119,60144,53861,49320,45677,42766,45384
96900,94855,98839,101983,100677,94870,92936,94558,90574,92315
