"115","116","117","118","119","120","121","122","123","124"
38298,40971,69579,61805,71923,72615,90595,92891,68754,61335
37411,40084,68692,60918,71035,71728,89708,92004,67867,60448
40450,43123,71731,63956,74074,74766,92746,95043,70906,63487
41580,44253,72861,65086,75204,75896,93876,96173,72036,64617
48676,51349,79957,72183,82300,82993,100973,103269,79132,71713
44011,56705,75292,67518,77635,78327,96307,98604,74467,67048
90362,98832,100285,125570,108887,109579,127559,156656,132519,125100
55073,57747,86355,78580,88698,89390,107370,109666,85529,78110
41371,49842,51295,66061,59897,60589,78569,97148,73011,65592
44817,53288,54741,52111,63343,64035,82015,112514,69511,80958
