"195","196","197","198","199","200","201","202","203","204"
14274,22405,21340,45528,19890,16542,18876,22855,21469,29242
21484,38491,37426,51301,34409,22551,24479,41919,35460,38132
20774,39172,38107,51981,35090,23023,41911,42599,36140,38813
18325,41297,40232,37227,37215,20574,25684,29663,28278,40938
19803,32734,31669,34240,28652,22053,35473,36161,29702,32375
15137,23268,22203,37182,20753,17386,22496,26475,25089,32863
45075,45065,44000,60284,40983,46853,47649,41739,38853,38597
18125,16158,16262,28160,14344,23431,24227,24600,18141,20814
9611,17742,16677,35403,15227,11861,16034,20013,18627,26400
11720,19850,18785,37511,17335,13969,19079,23058,21672,29445
