"175","176","177","178","179","180","181","182","183","184"
40385,9234,11496,10045,5860,6004,8113,5913,3621,3875
33329,8347,10609,9158,4973,5838,7770,8326,6225,9994
34009,12484,14746,13294,9109,9974,11907,12462,9083,10880
29092,12516,14778,13326,9141,10006,11938,12494,9114,10912
24397,23177,25439,23988,19803,21342,22600,17873,22829,15672
30062,14947,20560,19319,11572,12437,17215,9800,7108,6708
80634,65066,62687,61446,73189,61234,59342,56940,59010,58664
30794,29574,31836,30385,26200,27740,28997,18807,16568,16606
33965,13151,10276,8634,9906,7609,6983,4580,5998,2379
33642,19522,17142,15902,17256,10384,13798,9789,8752,7588
