"105","106","107","108","109","110","111","112","113","114"
22525,20997,28573,23843,17163,13540,24810,9254,6838,6410
16935,15253,22982,18100,11419,11476,10035,4481,8240,11198
18688,19776,26107,22764,13347,13316,10098,8889,11266,14224
23071,24159,28839,25495,17730,18887,12830,10074,14553,14486
30756,24148,27868,24525,20832,24119,11859,14520,16897,25889
32230,25621,29342,25999,22306,25593,13333,15994,18371,27363
47135,40526,44247,40903,37210,40497,28238,33464,33275,37876
60860,59433,56936,53592,55600,56778,40927,50171,52425,52388
38747,32139,35860,32516,28823,32110,19851,22336,24591,24553
31705,30279,37753,36895,26445,27623,24230,21016,23271,23234
