"031","032","033","034","035","036","037","038","039","040"
22041,17599,21073,28501,28775,27461,42323,31656,35436,32478
27496,21335,38035,39363,39637,36340,36709,37643,42155,38257
30522,24361,43050,41116,41390,38094,38462,39396,43669,39771
30031,25589,29063,45499,45773,42477,42845,43779,48052,44153
52465,42487,50768,48834,49108,45811,46180,47114,51387,47488
53939,43961,52242,50308,50581,47285,47653,48588,52860,48962
68843,58865,67146,65212,65486,62190,62558,63492,67765,63866
67933,63491,66966,83288,89159,80266,80634,81568,86335,82437
40099,35656,39131,56825,57099,53803,54171,55105,58501,54602
38779,34337,37811,54134,60000,51111,51479,52414,57181,53283
