"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
2906,2479,2903,2994,2974,2826,2653,2592,2496,2719,2736,2876,3095,2966,2856,2248,2154,2156,2067,2467,2461,2876,2131,3233,2074,2531,3292,2579,2815,3149,3574,2870,3585,3323,3360,3077,3160,3383,3712,3306,4103,4162,3823,3447,3551,3325,3012,3302,3521,3010,2850,3019,2969,3391,2463,3476,2537,2489,2743,3012,4224,4340,3044,3027,3517,3605,6084,4172,3792,4949,6255,4930,4027,4464,5759,4859,4233,4344,4423,4519,5953,3844,3621,3951,3608,3242,2678,2697,2717,2322,1981,2186,2586,2777,1601,1855,1618,1425,1616,1673,1905,1591,1830,1482,1976,2459,4175,3455,2120,1025,0,824,1143,545,1685,1275,1757,1881,2329,4056,2773,1789,1432,1460,2458,2994,2570,1930,2134,2213,2226,2398,3036,2901,3697,2985,3122,3157,3350,2893,3052,3219,3210,2360,2665,3028,2728,2566,2543,3017,3445,3799,3286,3097,2810,3274,4248,4628,3566,3896,5242,3411,3499,3817,3134,3508,3684,4040,3742,4327,4180,3661,3816,4153,4194,4572,7713,4808,4414,4695,4668,5514,5439,6861,4850,4324,4475,5158,4604,5136,5193,6982,6509
2749,2323,2618,2837,2869,2722,2548,2436,2391,2614,2631,2771,2990,2861,2734,2143,2032,1979,1944,2345,2305,2754,2009,3111,1952,2409,3170,2457,2693,3027,3452,2747,3463,3218,3212,2972,3055,3278,3590,3184,3979,4057,3718,3342,3446,3203,2906,3197,3416,2905,2745,2914,2912,3334,2341,3371,2432,2289,2595,2864,4076,4235,2939,2922,3412,3500,5979,4067,3687,4844,6150,4825,3922,4359,5654,4754,4128,4220,4318,4415,5849,3739,3516,3846,3503,3094,2531,2549,2612,2174,1876,2031,2481,2630,1479,1678,1470,1303,1493,1551,1783,1469,1682,1313,1828,2312,3989,4020,1737,881,1040,0,1047,890,1563,1054,1661,2129,2181,4305,2626,1642,1284,1337,2335,2872,2422,1782,1986,2065,2078,2250,2888,2754,3549,2882,3000,3010,3203,2746,2904,3071,3063,2212,2518,2881,2580,2418,2395,2869,3297,3651,3138,2950,2662,3126,4101,4481,3418,3749,5094,3263,3351,3669,2987,3360,3537,3892,3594,4179,4033,3513,3669,4005,4046,4425,7608,4661,4309,4590,4563,5367,5291,6713,4702,4219,4370,5053,4499,5032,5045,6877,6404
2631,2205,2628,2719,2809,2662,2488,2318,2331,2555,2571,2711,2930,2801,2582,2136,1880,1882,1792,2193,2187,2601,1856,2959,1800,2257,3017,2304,2541,2875,3300,2595,3311,3158,3274,2913,2995,3219,3438,3032,3829,3998,3658,3282,3352,3051,2738,3138,3356,2845,2685,2877,2694,3117,2189,3334,2372,2215,2634,2903,4115,4199,2927,2863,3380,3440,5936,4007,3627,4784,6090,4765,3863,4299,5594,4694,4068,4070,4323,4355,5789,3679,3456,3851,3443,3133,2586,2531,2508,2177,1772,1911,2377,2625,1327,1581,1509,1151,1341,1398,1631,1316,1721,1291,1867,2351,4067,4261,1949,1626,1236,940,0,1130,1377,1256,1989,2370,2365,4460,2809,1825,1468,1151,2183,2720,2370,1943,2033,2249,2262,2363,3002,2937,3358,2711,2848,2920,3245,2929,3034,3255,3246,2396,2701,3064,2764,2602,2579,3053,3481,3835,3322,3133,2845,3310,4284,4664,3602,3932,5278,3447,3387,3647,3170,3544,3720,3792,3778,4133,4216,3697,3852,4189,4229,4608,7548,4844,4249,4530,4503,5314,5238,6739,4649,4159,4310,4993,4439,4972,4952,6817,6344
2912,2486,2909,3000,2980,2833,2659,2599,2503,2726,2743,2883,3102,2972,2863,2255,2161,2163,2073,2474,2468,2882,2137,3240,2080,2538,3298,2585,2822,3156,3580,2876,3591,3330,3366,3084,3167,3390,3719,3313,4110,4169,3829,3453,3557,3332,3019,3309,3528,3016,2856,3025,2975,3398,2470,3482,2543,2496,2749,3018,4230,4346,3050,3034,3524,3611,6091,4178,3798,4955,6261,4936,4034,4470,5766,4865,4239,4351,4429,4526,5960,3850,3627,3957,3614,3248,2685,2703,2723,2328,1988,2192,2593,2784,1607,1862,1624,1432,1622,1679,1912,1597,1836,1489,1983,2466,4182,3687,2426,1235,582,830,1150,0,1692,1139,1389,1806,2335,3994,2907,1753,1438,1466,2464,3001,2576,1936,2140,2290,2303,2404,3043,2908,3704,2992,3129,3164,3357,2900,3058,3225,3217,2367,2672,3035,2734,2572,2550,3024,3451,3805,3292,3104,2816,3280,4255,4635,3572,3903,5248,3417,3505,3823,3141,3514,3691,4046,3748,4333,4187,3667,3823,4159,4200,4579,7720,4815,4420,4701,4674,5521,5445,6867,4856,4331,4481,5164,4610,5143,5200,6989,6515
3106,2680,3104,3195,3284,3137,2963,2793,2806,3030,3046,3186,3405,3276,3057,2611,2355,2357,2267,2668,2662,2945,2200,3302,2275,2732,3493,2780,3016,3350,3775,3070,3786,3633,3631,3388,3470,3694,3913,3507,4304,4473,4133,3757,3827,3526,3213,3613,3831,3320,3160,3352,3170,3592,2664,3809,2847,2690,3109,3378,4590,4674,3402,3338,3855,3915,6411,4482,4102,5259,6565,5241,4338,4775,6069,5169,4543,4545,4798,4830,6264,4154,3931,4326,3918,3608,3061,3006,2983,2652,2247,2387,2852,3100,1802,2056,1984,1626,1816,1873,1370,1792,2196,1848,2342,2826,4542,4781,2993,2108,1756,1580,1551,1650,0,1281,2516,2890,2797,4892,3241,2257,1573,746,2658,3195,2184,1758,1848,2156,2556,2178,2817,3185,4030,3186,3323,3429,3622,3165,3323,3490,3482,2693,2937,3300,2928,2766,2744,3218,3646,3999,3486,3298,3010,3475,4520,4900,3837,4168,5442,3682,3770,4088,3406,3779,3956,4311,4013,4599,4452,3932,4088,4424,4465,4844,8023,5080,4724,5005,4978,5786,5710,7132,5121,4634,4785,5468,4914,5447,5465,7292,6819
2925,2498,2922,3013,3103,2955,2781,2611,2625,2848,2865,3005,3224,3095,2876,2429,2174,2175,2086,2486,2480,2895,2150,3252,2093,2551,3311,2598,2767,3102,3404,2889,3565,3452,3182,3206,3289,3512,3731,3325,4122,4285,3946,3570,3646,3345,3031,3425,3650,3133,2973,3171,2988,3411,2482,3627,2660,2509,2928,3197,4409,4463,3167,3150,3674,3727,6229,4295,3915,5072,6378,5053,4150,4587,5888,4982,4356,4363,4616,4648,6082,3875,3750,4145,3736,3427,2879,2825,2801,2471,2066,2205,2671,2918,1620,1875,1802,1444,1635,1692,1925,1610,2015,1706,2161,2644,4360,4310,2710,1591,1285,1242,1309,1189,1208,0,1382,2419,2151,4247,2596,1597,843,601,2481,3014,1819,1395,1483,1791,1964,1813,2452,2820,3520,2852,3110,2980,3173,2716,2874,3041,3033,2183,2488,2851,2563,2401,2379,2853,3280,3634,3121,2933,2645,3109,4071,4451,3388,3719,5077,3233,3321,3639,2957,3330,3507,3862,3564,4149,4003,3483,3639,3975,4016,4395,7723,4631,4544,4823,4797,5337,5261,6683,4672,4453,4603,5287,4732,5146,5016,6992,6518
3560,3133,3498,3642,3679,3532,3358,3246,3201,3425,3442,3581,3800,3671,3555,2953,2836,2789,2877,3278,3115,3687,2942,3792,2885,3082,3507,3026,2866,3200,3502,3317,3663,3724,3281,3659,3866,4132,4286,4004,4789,4646,4528,4152,4256,4024,3716,4008,4226,3715,3555,3724,3722,4144,3089,4181,3242,3100,3483,3752,4964,5045,3749,3732,4223,4310,6790,4877,4497,5654,6960,5635,4733,5169,6325,5564,4821,4581,4909,5085,6519,3973,4186,4437,3984,3982,3443,3446,3422,3092,2687,2841,3292,3518,2283,2489,2358,2236,2426,2484,2716,2402,2570,2223,2716,3200,4916,4598,3160,2041,1659,1653,1891,1305,2407,1288,0,2167,1559,3577,1865,861,1585,1769,2579,3434,2475,1651,2071,1677,1690,2319,2957,2822,3618,2950,3208,3078,3271,2814,2973,3140,3131,2281,2586,2949,2648,2487,2464,2654,3207,3171,3207,3018,2730,3195,4169,4549,3487,3817,5162,3332,3420,3737,3055,3429,3605,3961,3663,4248,4101,3582,3737,4074,4114,4493,7821,4729,4643,5260,5233,5435,5360,6782,4770,4890,5040,5589,4989,5244,5114,7090,6616
4091,3664,4088,4295,4159,4012,3838,3778,3681,3905,3922,4061,4281,4151,4042,3434,3340,3341,3252,3653,3647,4061,3316,4419,3259,3717,4161,3680,3519,3854,4156,3971,4317,4378,3934,4312,4346,4569,4898,4491,5289,5299,5008,4632,4736,4511,4198,4488,4707,4195,4035,4204,4154,4577,3649,4661,3722,3675,3928,4197,5409,5525,4229,4213,4703,4790,7270,5357,4977,6134,7440,6115,5213,5649,6978,6044,5418,5235,5562,5739,7173,4627,4840,5091,4638,4427,3864,3882,3902,3507,3167,3371,3772,3963,2786,3041,2803,2611,2801,2858,3091,2776,3015,2668,3162,3645,5361,4490,3608,2411,1818,2009,2329,1813,2871,2417,2156,0,2213,4057,2519,2881,2617,2645,3233,4088,3755,3161,3319,3250,2919,2973,3611,3476,4272,3604,3862,3732,3925,3468,3626,3793,3785,2935,3240,3603,3302,3140,3118,3436,3918,3825,3860,3672,3384,3848,4823,5203,4140,4471,5816,3985,4073,4391,3709,4082,4259,4614,4316,4902,4755,4235,4391,4727,4768,5147,8475,5383,5296,5914,5887,6089,6013,7435,5424,5543,5694,6243,5643,5898,5768,7744,7270
3361,3058,3145,3289,3392,3495,3322,3261,3165,3388,3405,3545,3764,3635,3525,2917,2823,2825,2735,3136,2993,3545,2800,3439,2774,2729,3154,2673,2513,2847,3149,2964,3311,3371,2928,3306,3545,3779,3933,3975,4772,4293,4492,4115,4220,3994,3681,3971,4190,3679,3519,3688,3638,4060,3132,4145,3206,3158,3412,3681,4893,5009,3713,3696,4186,4273,6753,4841,4461,5618,6924,5599,4696,5133,5972,5276,4468,4228,4556,4732,6166,3620,3834,4084,3631,3911,3347,3366,3386,2990,2650,2855,3255,3446,2270,2524,2286,2094,2284,2342,2574,2260,2499,2151,2645,3128,4844,3974,3091,1895,1301,1492,1812,1274,2354,1901,1602,1355,0,3092,1658,1916,1987,2082,2226,3082,2979,2155,2458,2339,2352,1966,2604,2469,3265,2597,2855,2725,2918,2461,2620,2787,2778,1928,2233,2596,2296,2134,2111,2585,3013,3136,2854,2665,2378,2842,3816,4196,3134,3464,4810,2979,3067,3385,2702,3076,3252,3608,3310,3895,3748,3229,3384,3721,3762,4140,7468,4376,4290,4907,4881,5082,5007,6429,4418,4537,4687,5236,4636,4892,4761,6737,6264
4794,4491,4578,4793,5026,5229,5200,5055,5359,5421,5358,5311,5449,5615,5610,5065,4985,5162,4896,4983,4427,5395,4598,4872,4207,4163,4588,4107,3946,4280,4665,4397,4818,4997,4553,4931,5170,5404,5558,5425,6352,5918,6310,6171,6148,5786,5765,6260,6146,6066,5902,6067,5916,6338,5410,6422,5504,5542,5910,6178,7240,7390,6117,6079,6571,6528,9126,7193,6884,8073,9347,8022,6471,6867,7597,6901,6093,5853,6181,6357,7791,5245,5459,5709,5256,6409,5845,5864,6002,5488,5274,5429,5718,5944,4870,5076,4784,4825,5015,4534,5305,4991,4997,4649,5143,5626,7342,6705,5795,4626,4032,4164,4436,4005,4774,4055,3623,4058,3255,0,2983,4000,4072,4167,3660,4515,4727,4240,3987,4424,4294,3545,4133,3903,4698,4031,4289,4326,4544,4087,4245,4412,4228,3362,3908,4222,3695,3533,3404,3911,3707,2983,3262,3403,3777,4241,3348,4812,4759,5090,6209,4604,4692,5010,4328,4701,4878,5233,4935,5520,5374,4854,5010,5346,5387,5766,9093,6001,5915,6533,6506,6708,6632,8054,6043,6162,6313,6861,6261,6517,6386,8363,7889
