"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
35290,42972,39006,32533,32929,32580,35754,37648,38379,35908,34271,22076,20340,23240,34583,42527,46770,48061,47238,44900,42588,52443,48390,50143,44942,41583,46713,39802,40274,38635,37617,37186,35920,30379,27629,28320,29027,17124,13716,17221,17840,13377,15608,20004,17711,18700,30892,27762,26130,23195,29986,33427,40002,40758,39905,44278,42324,47868,46163,54371,46917,39212,31783,27374,32543,27319,43234,24884,22263,26607,28553,15855,11727,7861,11107,6196,11276,9206,6427,7914,0,20285,11355,10010,13721,80174,50648,53681,54427,56898,51901,52988,57948,60455,54515,53919,65659,53625,50499,47364,54075,63868,65322,61369,73924,74616,92596,109871,80092,78320,78916,74500,70919,77985,63536,77069,76486,80836,85575,119439,72874,66986,77725,64543,45041,48584,62713,63183,60311,68642,66813,55885,57982,59979,48252,45354,42366,39135,38862,39548,39876,41092,45408,58023,45789,43487,51734,52346,58383,60791,65594,75710,66129,57494,55549,49991,72376,47571,47467,36329,50985,28779,26400,25160,26513,24947,23055,20650,22720,22374,25404,28671,30292,27599,28594,24393,57739,29944,19032,20312,13920,23394,22329,43894,24593,11915,14380,14250,18895,17990,26645,41480,40598
15584,23266,19300,12827,13223,12874,16048,17942,18673,16202,14565,12499,16482,19627,24126,22821,27064,28355,27532,25194,22882,32737,28684,30437,25236,21877,27007,20096,20568,18929,17911,17480,16214,10673,7923,8614,9321,9473,9575,15622,13676,13938,17731,22139,22224,19795,22586,24858,24378,28797,30372,31807,25639,28128,21734,26787,22618,28162,32964,42317,45547,40163,32971,35410,35275,32719,48634,27019,24398,32148,40631,27933,21404,22637,22697,20381,15291,8743,7266,6710,21030,0,2169,5203,5582,59145,33659,32652,33397,35869,30872,31959,36919,39426,33486,32890,44630,33919,30793,27658,34369,42839,44293,41663,52894,53587,71567,88842,59062,57291,57887,57878,49890,56956,43830,53538,52955,57305,62044,95907,49343,43455,54194,55549,25335,28878,39182,39652,36780,45111,43282,32353,34451,36448,28546,25648,22660,19429,19156,19842,20170,21386,25702,34492,26083,23781,28203,28814,34852,37260,42063,52179,42598,33962,32018,37234,59618,36940,23022,26094,40749,9073,6694,5233,5969,4352,2511,2551,5408,5410,8504,8386,12635,12970,21688,15818,57317,21369,7136,11737,13448,28253,27188,42544,24171,13964,15891,19870,18484,26258,25285,41058,40176
17523,25206,21240,14766,15162,14813,17987,19881,18774,16083,14808,13212,13506,16651,21150,24760,29003,30294,29471,27133,24821,34676,30623,32376,27175,23816,28947,22036,22507,20869,19851,19419,18153,12613,9862,10553,9220,8259,8362,11661,12463,12725,16517,20925,18621,16819,19610,21877,21397,24117,30907,33746,27578,30067,23674,28726,24557,30101,34904,44256,47838,40133,32704,28295,33464,28240,44155,25805,23184,30934,39409,26711,20191,21415,21475,19159,9948,7239,5762,5102,19808,2489,0,3699,4857,61084,35598,34591,35337,37808,32811,33898,38858,41365,35425,34830,46569,35858,32732,29598,36308,44779,46232,43602,54834,55526,73506,90781,61002,59230,59826,55410,51830,58896,45770,55895,55312,59662,64401,98264,51699,45811,56551,57906,27274,30817,41539,42009,39137,47467,45639,34710,36808,38805,30485,27587,24599,21368,21095,21781,22109,23325,27642,36849,28023,25720,30559,31171,37209,39617,44420,54536,44955,36319,34375,43912,66296,43618,29700,26532,41188,11013,8633,7172,8717,6152,5259,3176,5832,6035,9065,10416,14666,15001,18797,14597,56095,20148,7760,10515,12226,27031,25966,41322,22949,12742,14669,18648,17263,25036,24064,39836,38954
19538,25492,21526,15052,16846,12777,16472,18366,17467,14776,13501,11905,12199,15344,19843,23245,29290,30581,29757,27419,25107,34963,30909,31766,27461,24102,29233,22322,22793,22722,20137,19705,18439,12899,10148,10839,7913,6952,4447,10353,10057,8422,12215,16623,14318,13513,18303,24381,22749,19814,26604,30046,26063,37376,22159,27211,23043,28586,33389,42742,43536,35831,28401,23992,29162,23938,39853,21502,18882,26632,40678,27980,15888,14982,15465,7569,5869,3160,3194,5743,9522,6885,3142,0,3570,59569,34083,33076,33822,36293,31296,32384,37343,39850,33910,33315,45054,40521,33018,29884,36594,43264,44717,52537,53319,54011,71991,89266,59487,57716,58311,53895,50315,57381,51487,58693,58109,62459,67198,101062,54497,48609,59349,52493,26664,30207,44336,44806,41934,50265,48436,37508,39605,41602,29875,26977,23989,20758,17540,21172,21500,22716,27032,39647,27413,25110,33357,33969,40007,42414,47217,57333,47752,39117,37173,43302,65687,43009,29090,31445,52541,11266,8391,6749,9853,8527,6619,6298,8954,9157,14902,13995,19192,18579,20996,16795,58283,22346,11434,12714,14425,29219,28154,43510,25137,14930,16857,20836,19450,27224,26251,42024,41142
16770,21972,18006,11532,11929,10009,13704,15598,14699,12008,10733,9136,9431,12575,17074,20477,25770,27061,26237,23900,21587,31443,27390,28062,23942,20583,25713,18802,22353,19018,15727,16186,14920,9379,6010,7319,5144,4184,4286,7585,8387,8649,12442,16850,14545,12744,15535,17801,17322,20041,26831,30273,23295,25784,19391,24443,20274,25818,30621,39973,43763,36058,28628,24219,29389,24165,40080,21729,19109,26859,40905,28207,16115,15210,25753,15033,10002,7988,7118,8099,24086,5495,3960,3990,0,56801,31315,30308,31054,33525,28528,29615,34575,37082,31142,30546,42286,37753,29498,26364,33075,40495,41949,49769,50551,51243,69223,86498,56719,63150,55543,59328,47546,54612,48718,54989,54405,58755,63494,97358,50793,44905,55644,57000,22960,26503,40632,41102,38230,46561,44732,33804,35901,37898,26171,23273,20285,17054,13836,17467,17795,19011,23328,35943,23709,21406,29653,30265,36302,38710,43513,53629,44048,35413,33469,39598,61982,39304,25386,30398,48837,7769,5006,3679,8462,7137,5228,8190,10034,11050,13512,12604,17801,17189,23075,18874,60373,24425,13513,14793,16504,31309,30244,45600,27227,17020,18947,22926,21540,29314,28341,44114,43232
42912,40271,46824,49698,52318,48429,46200,40876,43158,47856,48013,49436,50506,50808,45339,39550,34897,27864,32490,38186,42004,47935,44221,49020,38844,47729,51730,47270,54420,55867,59336,49358,57639,55705,55979,52683,53051,53985,58258,54359,57408,71792,67456,64039,56175,51917,47550,53589,56032,58012,51084,52519,47149,43087,42550,43936,42439,40261,36837,40692,48371,57452,53682,56121,55987,64577,76286,65412,65516,71585,87312,74614,70012,74587,80280,75157,70750,62060,64059,66038,78613,62041,59929,60930,59084,0,30765,30150,27528,25842,29840,29486,26952,18705,23731,27018,22982,40855,29485,43072,42098,34594,28051,31042,30394,31087,49067,58798,38561,42214,42815,38392,38417,41884,39700,40666,48681,54893,71801,82021,64430,46231,41321,40707,55442,41020,47941,44591,46209,48455,48817,62778,65144,67207,57463,54815,56390,57552,60581,64178,58415,65190,59433,65252,67763,67585,66604,64927,66830,69549,74041,84157,74576,72159,68355,74226,96300,85259,75336,80349,102879,59365,57109,58823,63464,62532,60623,62728,65385,65995,69026,88607,89200,91840,77602,73401,114899,78952,68040,69319,71031,85836,84771,100126,81754,71546,73474,77453,76067,83840,82868,98640,97758
18303,15663,22216,25492,26710,22820,20591,17495,17549,22247,22404,23827,24897,25199,19730,13941,12490,16190,17422,16996,17395,34858,29199,33180,27172,23120,27122,22662,29812,31259,33728,24750,32030,30097,30370,27074,27442,28376,32649,28751,31799,41276,36940,33524,30566,26308,21941,27980,30431,27496,25475,20247,17724,13276,16941,14126,13912,8692,8831,17937,17059,27642,23167,25606,25471,34061,45771,34897,35001,41069,56797,44099,39496,44071,52135,44641,40234,42576,38450,40429,53004,36432,34320,35321,33475,32740,0,8547,10335,13196,17194,16841,14307,22676,15942,15347,26670,22553,22520,25478,29021,25295,31739,34729,34082,34774,52754,62486,42249,45901,46503,42080,42104,45572,43388,44354,52369,58581,75489,85709,68118,49919,45009,44394,30833,31621,51629,48279,49897,52143,52504,66466,41732,41624,32855,30206,31782,37029,34972,38569,39033,39582,34824,39668,44279,41976,45444,41739,45180,50237,52391,62507,52926,50508,47195,53977,73738,63646,49727,54740,73178,33757,31500,33214,37855,36923,35015,37120,39776,40387,43417,41997,54094,46581,51993,47792,89291,53343,42431,43711,45422,60227,59162,74518,56145,45938,47865,51844,50458,58232,57259,73032,72150
18404,15764,22317,25191,25597,21708,19478,16383,16437,21135,21291,22714,23785,24087,20819,12829,10399,11493,13850,14426,17496,31506,25847,33281,23810,23221,27222,22763,29913,31360,32615,24851,30918,28984,29258,25962,26330,27264,33738,29840,30687,45070,40734,37318,29454,27398,22438,26868,29311,31291,24362,25797,20428,18514,17638,19363,15718,15357,16586,20441,28120,32880,26961,29400,29266,37856,49565,38691,38795,44864,60591,47893,43290,47866,53558,48436,44029,35339,37338,39317,51892,35320,33208,34209,32363,30801,9129,0,2629,5444,6344,8791,12368,20738,12590,11984,24731,19201,19168,22126,25668,21943,29801,32791,32144,32836,50816,60547,40310,43963,44564,40141,40166,43634,41450,42415,50431,56643,73551,83770,66179,47980,43071,42456,30934,31722,49691,46341,47958,50204,50566,64527,41833,41725,32956,30307,31883,33045,33860,37457,37921,38469,34925,39769,43166,40864,45545,41840,45281,50338,52492,62608,53027,50609,47296,54078,73839,62534,48615,53627,72066,32644,30387,32102,36743,35811,33902,36007,38663,39274,42305,40885,52982,45469,50881,46680,88178,52231,41319,42598,44309,59115,58050,73405,55033,44825,46753,50732,49346,57119,56147,71919,71037
17268,14628,21181,24055,26284,22394,20165,17069,17123,21821,21978,23401,24471,24773,19683,13515,9263,12938,15295,15871,16360,32951,27292,32145,25255,22085,26086,21627,28777,30223,33302,23714,31604,29671,29944,26648,27016,27951,32602,28703,29756,45757,41421,38005,30141,26261,21302,27554,29997,31977,25049,26484,20407,20335,16502,21184,16405,14227,18407,22262,29942,34841,27648,30087,29952,38542,50252,39378,39482,45550,61278,48580,43977,48552,54245,49122,44715,34409,38024,40003,52578,36007,33894,34895,33049,29944,10950,2662,0,2974,5207,7171,7719,20333,14035,13429,24327,20646,20613,23571,27113,23388,29396,32386,31739,32431,50411,60143,39906,37840,38436,34020,30439,37505,31611,33459,50026,50514,73146,83366,65774,47576,42666,32617,29798,30586,39933,45936,40186,49800,50161,43899,40697,40588,31820,29171,30746,31908,34546,38143,38607,39156,33789,38633,43853,41550,44408,40704,44145,49202,51355,61471,51890,49473,46160,52942,72703,63220,49302,54314,72752,33331,31074,32788,37429,36497,34589,36694,39350,39961,42991,41571,53668,46156,51567,47367,88865,52918,42005,43285,44996,59801,58736,74092,55719,45512,47439,51418,50033,57806,56833,72606,71724
18878,16238,22791,25665,28285,24395,22166,16842,19124,23822,23979,25402,26472,26774,21305,15516,10863,11219,13577,14152,17970,31233,25574,33755,23537,23695,27696,23237,30387,31833,35303,25324,33605,31672,31945,28649,29017,29951,34224,30326,33374,47758,43422,40006,32141,27883,23516,29555,31998,33978,27050,28485,23115,27142,18516,26195,18405,16228,20892,24747,32426,36841,29649,32088,31953,40543,52253,41378,41482,47551,63279,50581,45978,50553,56246,51123,46716,38026,40025,42004,54579,38007,35895,36896,35050,28226,14821,5444,2941,0,5806,5453,6000,18615,12317,11711,22608,18927,18895,21853,25395,21670,27678,30668,30021,30713,48693,58424,38187,36122,36717,32301,28721,35787,29893,31741,48308,48796,71428,81647,64056,45857,40948,30899,31408,32196,38214,44218,38468,48081,48443,45509,42307,42198,33430,30781,32356,33518,36547,40144,34382,41157,35399,40243,37930,43551,46018,42314,45755,50812,52965,63082,53500,51083,47770,54552,74313,65221,51302,56315,74753,35332,33075,34789,39430,38498,36590,38695,41351,41962,44992,43572,51806,48156,53568,49367,90866,54918,44006,45286,46997,61802,60737,76093,57720,47513,49440,53419,52033,59807,58834,74607,73725
