"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
0,613,703,841,865,877,600,1035,1181,817,867,1007,1242,1063,1464,1340,1387,1678,1594,1498,942,2667,1723,2485,1312,993,1832,1019,1456,1790,1528,1187,1437,1454,1569,1208,1291,1514,1803,1397,2181,2377,2131,1644,1649,1420,1350,1733,1619,1539,1716,1885,1666,2089,1161,2310,1431,1665,2038,2606,3363,3206,1910,1894,2384,2001,4675,2666,2273,3443,4736,3411,2509,2945,3890,3340,2714,2422,2553,2650,4084,1974,1751,2082,1738,3876,2437,2632,2609,2267,1863,2017,2468,2970,1745,1852,2643,2228,1825,1444,2450,2486,2895,2928,3177,3660,5376,5987,4134,3314,2962,2786,2860,2856,3021,2965,3506,4096,3145,4831,3498,2973,3178,2795,1427,2128,3555,3175,2815,3235,2903,2373,2651,2399,2225,1578,1763,1616,1539,1716,1679,1715,2194,1858,2126,1885,2451,2278,2158,2798,3060,3413,2901,2712,2533,2908,3876,4179,2537,2868,4453,1936,1683,1943,2392,2302,1989,2088,2582,2428,3177,2823,2979,3315,3263,3310,5844,3744,2544,2825,2799,3609,3534,5035,2944,2455,2605,3288,2734,3267,3248,5113,4639
785,0,818,977,1266,1525,1109,841,1234,1522,1474,1632,1770,1768,1485,998,940,1338,1391,1158,603,2582,1637,2315,1227,907,1661,819,1285,1620,1584,1075,1493,1509,1624,1367,1745,1824,2073,1746,2673,2767,2691,2240,2255,1954,1640,2300,2215,1937,1777,1942,1791,2213,1285,2297,1379,1417,1790,2357,3115,3265,1992,1954,2446,2597,5001,3099,2719,3876,5182,3857,2954,3391,4227,3609,2977,2738,2958,2988,4422,2312,2089,2486,2076,3427,1987,2183,2159,1818,1413,1567,2018,2521,1296,1403,2194,1944,1739,1358,2365,2110,2473,2644,2727,3211,4926,5704,3851,3031,2679,2503,2545,2573,2738,2681,3335,3813,2974,4661,3328,2802,2895,2512,1257,1958,3384,3004,2644,3064,2733,2202,2480,2228,2055,1407,1593,1665,1595,1772,1779,1771,2024,1687,2191,1941,2281,2108,1987,2627,2889,3243,2730,2542,2363,2738,3706,4086,2592,2923,4509,1991,1737,1998,2390,2528,2263,2425,2958,2766,3418,2916,3072,3408,3318,3647,6181,3845,2882,3163,3136,3947,3871,5372,3282,2792,2943,3626,3072,3605,3585,5450,4977
652,707,0,846,1135,1394,1220,1271,1524,1469,1490,1443,1581,1716,1775,1230,1198,1376,1294,1196,640,2367,1423,2186,1012,693,1532,719,1156,1490,1395,886,1304,1320,1435,1178,1556,1635,1884,1557,2484,2578,2514,2296,2301,1918,1930,2385,2271,2191,2067,2233,2081,2503,1575,2587,1669,1707,2080,2648,3405,3555,2283,2244,2736,2653,5327,3318,2926,4095,5388,4064,3166,3562,4038,3420,2788,2549,2769,2799,4233,2123,1900,2297,1887,3675,2235,2431,2407,2066,1661,1815,2266,2769,1544,1682,2442,1928,1525,1144,2150,2186,2596,2628,3101,3585,5301,5687,3834,3014,2662,2487,2560,2557,2721,2665,3206,3796,2845,4531,3198,2673,2879,2495,1127,1829,3255,2875,2515,2935,2604,2073,2351,2099,1926,1278,1463,1536,1406,1583,1649,1581,1894,1558,2062,1752,2151,1978,1858,2498,2760,3114,2601,2412,2233,2608,3576,4045,2403,2734,4320,1802,1548,1808,2257,2339,2074,2236,2769,2576,3229,2787,2943,3279,3129,3458,5992,3655,2693,2974,2947,3758,3682,5183,3093,2603,2754,3437,2883,3416,3396,5261,4788
662,1094,647,0,378,606,1055,1311,1383,1049,892,817,1048,1254,1539,1537,1569,1880,1704,1700,1144,2777,1833,2626,1422,1103,1972,1086,1138,1340,1061,723,970,859,974,680,1095,1238,1448,1113,1941,2143,1803,1876,1616,1506,1425,1965,1851,1771,1918,2087,1868,2290,1362,2512,1633,1942,2318,2886,3517,3408,2112,2095,2586,2233,4907,2898,2505,3675,4968,3643,2766,3106,3577,2959,2389,2149,2241,2338,3772,1662,1439,1769,1426,4055,2588,2811,2787,2446,2041,2195,2646,3149,1923,2186,2822,2338,1935,1554,2560,2596,3006,3038,3355,3838,5554,6097,4244,3424,3072,2897,2970,2967,3131,3075,3646,4206,3285,4972,3639,3113,3289,2905,1568,2269,3695,3315,2955,3375,3044,2513,2791,2539,2366,1719,1543,1149,1072,1249,1212,1248,1933,1998,1659,1418,2236,2179,2298,2938,3200,3554,3041,2853,2674,3049,4017,3712,2070,2400,3986,1341,1087,1347,1796,1877,1613,1775,2308,2115,2768,2455,2511,2972,2795,2997,5531,3432,2232,2513,2486,3297,3221,4722,2632,2142,2293,2976,2422,2955,2935,4800,4327
1012,1168,848,448,0,820,1138,1338,1410,1076,911,837,1104,1270,1567,1564,1511,1839,1646,1624,1104,2719,1775,2568,1365,1045,1914,984,1063,942,682,791,591,822,937,644,1058,1158,1407,1080,2007,2102,1822,1826,1635,1441,1453,1915,1801,1721,1945,2114,1895,2317,1389,2539,1660,1969,2345,2913,3544,3435,2139,2122,2613,2183,4857,2848,2455,3625,4918,3593,2689,3085,3540,2922,2311,2072,2204,2301,3735,1625,1402,1732,1389,3997,2557,2753,2729,2388,1983,2137,2588,3091,1866,1973,2764,2280,1877,1496,2502,2539,2948,2980,3297,3780,5496,6039,4186,3366,3014,2839,2912,2909,3073,3017,3327,4053,2966,4914,3319,2794,3085,2847,1510,2211,3424,3044,2684,3056,2725,2242,2733,2369,2308,1577,1164,770,693,870,833,869,1554,1816,1280,1039,1857,1800,2240,2627,3142,3496,2983,2586,2337,2711,3959,3333,1691,2021,3607,1138,1051,1311,1451,1841,1577,1739,2106,2079,2566,1977,2132,2469,2417,2961,5495,2943,2195,2476,2449,3260,3185,4686,2595,2106,2256,2939,2385,2918,2899,4764,4290
996,1281,994,513,353,0,639,966,1011,677,553,687,912,924,1271,1165,1845,2227,1981,2047,1491,3054,2109,2902,1699,1379,2248,1319,1397,1277,1016,1070,925,1079,1194,732,923,1117,1237,903,1730,1932,1592,1504,1405,1295,1211,1593,1479,1399,1546,1715,1496,1919,991,2140,1261,1571,1947,2514,3146,3036,1740,1724,2214,1861,4535,2526,2134,3303,4597,3272,2369,2806,3522,2929,2142,1902,2122,2282,3716,1606,1384,1651,1370,3787,2217,2442,2451,2178,1774,1928,2379,2952,1727,1846,2625,2279,2211,1830,2837,2445,2808,3081,3159,3642,5358,6088,4226,3415,3063,2887,2880,2957,3139,3083,3661,4197,3300,5248,3654,3128,3279,2913,1844,2545,3758,3379,3018,3390,3059,2576,3068,2703,2642,1911,1498,1104,1027,1204,1168,1203,1889,2151,1614,1373,2191,2134,2575,2962,3476,3830,3317,2920,2671,3045,4293,3667,2025,2356,3941,1473,1307,1567,1785,1934,1621,1720,2214,2060,2900,2311,2467,2803,2751,2942,5476,3277,2177,2457,2431,3241,3166,4667,2577,2087,2237,2921,2366,2899,2880,4745,4271
549,887,977,860,803,502,0,767,926,562,612,817,987,808,1209,1080,1587,1951,1868,1772,1216,2941,1997,2759,1586,1267,2105,1293,1729,1727,1467,1417,1376,1199,1314,953,1036,1325,1548,1142,1926,2122,1875,1389,1393,1165,1095,1478,1363,1284,1461,1630,1411,1833,905,2055,1176,1486,1862,2429,3060,2951,1655,1638,2129,1746,4420,2411,2018,3188,4481,3156,2254,2690,3634,3085,2459,2167,2298,2395,3829,1719,1496,1826,1483,3702,2131,2356,2366,2093,1688,1843,2293,2867,1642,1761,2540,2194,2099,1717,2724,2360,2723,2995,3073,3557,5273,6003,4141,3330,2978,2802,2795,2872,3053,2997,3715,4112,3419,5105,3772,3246,3194,2828,1701,2402,3828,3449,3088,3509,3177,2646,2924,2673,2499,1851,1949,1555,1478,1655,1618,1654,2339,2131,2065,1824,2642,2585,2431,3071,3333,3687,3174,2986,2807,3182,4150,4118,2476,2806,4392,1681,1427,1688,2136,2047,1734,1833,2327,2173,2922,2795,2917,3312,3202,3055,5589,3489,2289,2570,2543,3354,3278,4780,2689,2200,2350,3033,2479,3012,2993,4858,4384
1140,901,1235,1451,1182,1093,592,0,789,928,945,1084,1303,1174,1176,823,1243,1641,1620,1478,922,2985,2041,2719,1631,1311,2065,1223,1689,2023,1792,1461,1701,1532,1647,1286,1369,1592,1870,1508,2292,2488,2241,1755,1759,1531,1326,1804,1730,1511,1351,1520,1301,1724,796,1945,1066,1216,1589,2157,2914,2841,1545,1529,2019,2112,4586,2673,2293,3450,4756,3432,2529,2966,3967,3360,2734,2533,2631,2728,4162,2052,1829,2159,1816,3583,2018,2243,2316,1974,1569,1724,2174,2677,1452,1559,2350,2066,2081,1762,2682,2231,2594,2801,2884,3367,5083,5860,4007,3187,2835,2659,2666,2729,2894,2838,3572,3969,3378,5064,3732,3206,3051,2668,1661,2362,3886,3408,3048,3468,3137,2606,2884,2632,2459,1811,1997,1881,1803,1980,1944,1979,2428,2091,2390,2149,2685,2512,2391,3031,3293,3647,3134,2945,2767,3142,4110,4443,2801,3132,4718,2014,1760,2021,2469,2380,2067,2166,2660,2506,3255,3128,3243,3645,3534,3388,5922,3822,2622,2903,2876,3687,3611,5113,3022,2533,2683,3366,2812,3345,3326,5191,4717
1158,1097,1431,1291,1052,904,731,536,0,806,814,954,1173,986,765,865,1432,1853,1808,1674,1118,3181,2237,2915,1827,1507,2261,1419,1885,1922,1662,1609,1571,1401,1516,1155,1238,1461,1739,1377,2162,2358,2111,1624,1629,1400,1251,1757,1599,1464,1304,1473,1254,1677,749,1898,961,1271,1647,2215,2903,2794,1498,1482,1972,1981,4539,2626,2246,3403,4709,3384,2482,2918,3837,3313,2687,2402,2501,2597,4031,1922,1699,2029,1686,3488,1917,2142,2152,1879,1474,1628,2079,2652,1427,1546,2326,1980,1947,1958,2596,2146,2509,2781,2859,3342,5058,5788,3927,3115,2763,2588,2580,2658,2839,2783,3501,3897,3574,5261,3928,3402,2980,2613,1857,2558,3831,3405,3244,3664,3333,2802,3080,2828,2655,2007,2193,1750,1673,1850,1813,1849,2534,2287,2260,2019,2837,2708,2587,3227,3489,3843,3330,3142,2963,3338,4306,4313,2671,3001,4587,1883,1630,1890,2339,2249,1936,2035,2529,2375,3125,2998,3112,3515,3403,3257,5791,3692,2492,2773,2746,3557,3481,4982,2892,2402,2553,3236,2682,3214,3195,5060,4587
792,1131,1220,1042,803,655,365,701,783,0,345,609,815,636,1123,937,1668,1822,2045,1836,1280,3184,2240,3003,1829,1510,2349,1536,1690,1673,1412,1360,1322,1152,1267,906,989,1117,1375,969,1754,1950,1703,1216,1221,992,923,1306,1191,1111,1318,1487,1268,1691,763,1912,1033,1343,1719,2286,2918,2808,1512,1496,1986,1574,4247,2238,1846,3015,4309,2984,2081,2518,3588,2913,2287,1995,2260,2348,3782,1672,1450,1789,1436,3559,1989,2214,2223,1950,1546,1700,2151,2724,1499,1618,2397,2051,2019,1961,2668,2217,2580,2853,2930,3414,5130,5860,3998,3187,2835,2659,2652,2729,2911,2855,3572,3969,3662,5348,4015,3409,3051,2685,1944,2645,3903,3477,3332,3752,3420,2890,3168,2916,2742,2095,1895,1501,1424,1601,1564,1599,2285,2375,2010,1770,2588,2531,2675,3315,3577,3930,3418,3229,3050,3425,4393,4063,2421,2752,4338,1634,1381,1641,2090,2000,1687,1786,2280,2126,2875,2749,2863,3266,3154,3008,5542,3442,2243,2523,2497,3307,3232,4733,2642,2153,2303,2987,2432,2965,2946,4811,4337
