"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
43754,53939,54298,44794,46001,42348,42803,49878,47731,39456,39345,41921,37789,37630,39608,50656,57065,60762,61553,58896,55666,67735,63682,71451,60234,56875,65392,55094,55565,53927,52909,52478,51212,49278,49552,46255,44922,43415,37261,34113,35517,33649,28237,25812,28786,31481,35918,33778,32147,29212,36002,41107,46000,46756,45903,50277,49486,55196,52162,60369,52916,45228,37799,33369,38559,33329,49244,24490,21396,22287,0,12698,31869,29710,18620,28104,32607,34949,38531,40598,29880,40960,40428,38170,39377,86172,56647,59680,60425,62897,57899,58987,63947,66453,60514,59918,71658,67124,67092,70050,73592,69867,71320,79141,79922,80614,98594,115869,86090,84319,84915,80499,76918,83984,78090,79938,88066,96993,103831,144506,91130,89046,84137,79096,69104,69892,86411,85241,86665,88031,85069,83205,80003,79895,71126,68477,60137,56211,54153,57751,58215,58763,64921,77939,63460,61158,70253,69694,83451,79047,90662,100778,91197,74842,72898,91577,112009,89156,68909,77915,92570,45051,42648,43670,46774,45449,43540,41325,43395,43048,46079,50916,82735,48274,73968,45068,48737,63686,39707,40987,34594,57001,55936,72219,52919,31929,30547,28093,35746,31833,49270,55408,32503
31056,41241,41601,32096,33303,29650,30105,37180,35033,26758,26648,29223,25091,24932,26910,37958,44368,48064,48855,46198,42968,55037,50984,58753,47536,44177,52694,42397,42868,41230,40211,39780,38514,36580,36854,33558,32224,30718,24564,21415,22819,20951,15540,13114,16088,18783,23220,21080,19449,16514,23304,28409,33302,34058,33205,37579,36788,42499,39464,47672,40218,32531,25101,20671,25862,20631,36546,11792,8698,15972,12698,0,19171,17012,9745,15406,19909,22251,25833,27900,17182,28262,27730,25472,26680,73474,43949,46982,47727,50199,45201,46289,51249,53756,47816,47220,58960,54427,54394,57352,60894,57169,58623,66443,67224,67916,85896,103172,73392,71621,72217,67801,64220,71286,65392,67240,75369,84295,91133,131808,78432,76348,71439,66398,56406,57194,73714,72543,73967,75333,72371,70508,67305,67197,58428,55779,47439,43513,41456,45053,45517,46065,52223,65241,50763,48460,57555,56997,70753,66349,77964,88080,78499,62145,60200,70423,99311,70130,56211,56214,70870,32353,29950,30972,34076,32751,30842,28627,30697,30351,33381,38218,43415,35576,36571,32370,51130,41985,27009,28289,21897,35300,34235,50519,31218,19231,17849,15395,23048,19135,32636,57801,34895
28609,37821,31128,25487,24592,27202,27657,33759,31612,24311,24200,19650,22644,22485,24463,34538,40947,44643,45434,42778,39548,44564,40511,40136,37063,33704,49274,31924,32395,31092,31359,29307,29662,20926,18085,22553,16283,15280,12054,14789,15408,8442,8852,9884,12692,12809,20772,17642,16010,13075,19866,23307,29882,30638,29785,34158,33368,39078,36043,44251,36797,29092,21663,17254,22423,17199,33114,14764,12143,19893,33939,21241,0,5691,14208,6714,5967,9742,13324,15391,12312,17690,15221,12963,14170,70054,40528,43561,44307,46778,41781,42868,47828,50335,44395,43799,55539,51006,50973,53931,57474,53748,55202,63022,63804,64496,82476,99751,69972,68200,68796,64380,60799,67865,61971,63820,71948,80874,75569,109432,62867,56979,68018,62978,35034,38577,70293,53177,50305,58635,56807,45878,47976,49973,38245,35348,32360,29129,25910,29542,29870,31086,35402,48017,35783,33480,41727,42339,48377,50785,55588,65704,56123,47487,45543,51672,74057,51379,37460,42473,60911,19843,17440,18463,21567,20242,18333,18377,21034,21237,24267,25709,30906,30293,33075,28875,70362,34426,23513,24793,18967,41298,40233,55589,37216,16963,19976,17522,23942,21262,38331,54103,53221
32114,41326,26941,24268,23373,30708,31163,37265,35117,27816,27705,18431,26149,25990,27968,38043,44452,48149,48940,46283,43053,48070,44016,43641,40568,37210,52779,35429,35900,31158,30140,32812,28443,24432,21590,29437,19788,18785,15560,18294,18913,8229,10460,13389,12563,13552,24278,21147,19516,16581,23371,26812,33387,34143,33290,37663,36873,42583,39548,47756,40302,32597,25168,20759,25928,20704,36619,18269,15648,23398,27724,15026,4637,0,10278,3700,6127,6496,6875,9577,8382,21402,18726,9605,17675,73559,44033,47066,47812,50283,45286,46374,51333,53840,47900,47305,59044,54511,54479,57437,60979,57254,58707,66527,67309,68001,85981,103256,73477,71706,72301,67885,64305,71371,65477,67325,75453,84380,79074,112937,66373,60485,71523,66483,38540,42083,73798,56682,53810,62141,60312,49384,51481,53478,41751,38853,35865,32634,29416,33047,33375,34591,38907,51522,39288,36986,45233,45844,51882,54290,59093,69209,59628,50992,49048,55177,77562,54884,40965,45978,64416,23349,20946,21968,25072,23747,21838,21767,23837,23491,26521,29214,34411,28716,29711,25511,58856,31062,20149,21429,15037,24512,23447,45011,25710,13033,16046,13592,20012,17332,27762,42597,36450
36856,44539,40573,34099,34495,34147,37320,39214,44472,37474,35837,33771,24213,31150,33128,44093,48337,49627,48804,46466,44154,54009,49956,51709,46508,43149,48280,41369,41840,40202,39184,38752,37486,31946,29195,29886,30594,24156,20930,23328,24284,16118,18348,19332,20452,21440,29438,30502,28870,25935,32726,36167,42742,43498,42645,47018,43890,51938,48903,57111,49657,41952,34523,30114,35283,30059,45974,18010,14916,20225,17094,9473,14467,10601,0,8995,14016,13104,12958,13792,10771,21851,23728,15609,26859,82914,53388,56421,57167,59638,54641,55728,60688,63195,57255,56660,68399,63866,52065,48931,55641,66609,68062,75882,76664,77356,95336,112611,82832,81060,81656,77240,73660,80726,74831,78636,78052,82402,87141,121005,74440,68552,79291,75838,46607,50150,64279,64749,61877,70208,68379,57451,59548,61545,49818,46920,43932,40701,40428,41115,41443,42658,46975,59590,47356,45053,53300,53912,59949,62357,67160,77276,67695,59060,57116,63465,85850,61045,49033,49803,64459,30346,27966,26726,28080,26514,24622,22217,24286,23940,26970,30237,31858,29165,30160,25960,50087,35574,20598,21878,15486,28889,27824,44108,24807,12820,11439,8985,16638,12724,26225,33828,35464
33710,42922,27071,24398,23503,20768,32759,38861,36714,29412,29301,18561,16454,27586,29564,39639,46048,49745,37974,35636,33324,43179,39126,38751,35678,32319,37449,30538,31010,31288,30270,27922,28573,19541,16700,28225,14898,13895,10669,13404,14023,8359,10590,14986,12693,13682,25874,22743,21112,18177,24967,28409,34983,35739,34886,39260,38469,44179,41145,49352,41898,34194,26764,22355,27525,22301,38215,19865,17245,24995,26512,13814,6709,2843,9067,0,5712,5587,5132,7601,6196,20190,9839,7784,11316,75155,45630,48662,49408,51880,46882,47970,52930,55436,49497,48901,60641,56107,56075,38100,62575,58850,60303,68123,68905,69597,87577,104852,75073,73302,73897,69481,65901,72967,67073,68921,65095,85976,74183,108047,61482,55594,73119,68079,33649,37192,51321,51791,48920,57250,55422,44493,46591,48587,36860,33963,30974,27743,24525,28157,28485,29701,34017,46632,34398,32095,40342,40954,46992,49400,54202,64319,54738,46102,44158,50287,72672,49994,36075,36235,50890,18458,16136,14494,17598,16273,14364,20556,22625,22279,25310,21741,26937,27504,28500,24299,57644,29850,18938,20217,13825,23300,22235,43799,24499,11821,14835,12381,18800,16121,26551,41385,35238
22005,30146,26180,20540,19644,16909,20311,22205,33423,18156,16881,14702,12961,15860,21974,36348,42757,46454,34411,32073,29761,39617,35563,35188,32115,28757,33887,26976,27447,26144,26411,24359,24714,15979,13137,17606,11335,10332,7107,9841,10461,3494,6111,11695,8214,9203,22583,19453,17821,14886,21676,25118,31692,32448,31595,35969,35178,40888,37854,46062,38608,30903,23473,19064,24234,19010,34925,16574,13954,21704,31255,18557,5504,6492,13809,5712,0,2728,5444,8715,11913,12742,10273,8015,9222,71864,42339,45372,46117,48589,43591,44679,49639,52146,46206,45610,57350,52816,52784,34538,59284,55559,57012,64833,65614,66306,84286,101561,71782,70011,70607,66191,62610,69676,63782,65630,61532,65882,70621,104484,57920,52032,62771,64788,30087,33630,47759,48229,45357,53688,51859,40931,43028,45025,33298,30400,27412,24181,20963,24594,24922,26138,30454,43069,30835,28533,36780,37391,43429,45837,50640,60756,51175,42540,40595,46724,69109,46431,32512,37525,55963,14896,12493,13515,16619,15294,13385,13430,16086,16289,19319,20761,25958,25346,28128,23927,65414,29478,18566,19845,21556,36351,35286,50641,32269,16564,23989,17124,26582,20864,33383,49155,48273
20363,28524,24558,18897,18002,15267,18668,20563,18953,16262,14987,13060,11318,14218,20332,25442,32322,33612,32789,30451,28139,37994,33941,33797,30493,27134,32265,25354,25825,25787,24769,22737,23072,14588,11746,13860,9944,8710,5390,8199,8818,6523,10316,14724,12419,12274,18792,22482,20851,17916,24706,28147,25117,35478,24355,38998,25239,30783,40883,49091,41637,33932,26503,22094,27263,22039,37954,19604,16983,24733,30614,17916,7722,6838,13168,5587,2728,0,3334,6006,10298,9906,6525,3267,6591,61765,36280,35273,36018,38490,33492,34580,39540,42047,36107,35511,47251,42718,36050,32916,39626,45460,46914,54734,55515,56207,74187,91463,61683,59912,60508,56092,52511,59577,53683,60724,60141,64491,69230,103093,56529,50641,61380,54689,28695,32238,46368,46838,43966,52297,50468,39539,41637,43634,31906,29009,26021,22790,26013,23203,23531,24747,29063,41678,29444,27142,35388,36000,42038,44446,49249,59365,49784,41148,39204,45333,67718,45040,31121,36134,54572,14287,11411,9769,12874,11548,9639,9681,12338,12541,17923,17016,22213,21600,22303,18102,59590,23653,12741,14021,15732,30526,29461,44817,26444,16236,18164,16482,20757,20222,27558,43331,42449
22639,28592,24626,18152,20146,15878,19572,21467,20567,17876,16601,15205,13463,16363,22477,26345,32390,33681,32857,30519,28207,38063,34010,34866,30561,27203,32333,25422,25893,25822,23237,22806,21539,15999,13248,13939,11013,10052,6843,10344,10963,8668,12461,16869,14564,14419,20937,24627,22995,20060,26851,30292,27262,37622,25259,41143,26143,31686,43028,51236,43782,36077,28648,24239,29408,24184,40099,21749,19128,26878,30475,17777,8383,7217,13029,5132,5166,2903,0,4889,6452,9111,5194,3138,6670,62669,37183,36176,36922,39394,34396,35484,40444,42950,37011,36415,48155,43621,36118,32984,39694,46364,47817,55637,56419,57111,75091,92366,62587,60816,61411,56995,53415,60481,54587,61793,61210,65560,70298,104162,57597,51709,62449,55593,29764,33307,47436,47906,45035,53365,51536,40608,42706,44702,32975,30078,27089,23858,20640,24272,24600,25816,30132,42747,30513,28210,36457,37069,43107,45515,50317,60434,50853,42217,40273,46402,68787,46109,32190,28922,43577,14366,11491,9849,12953,11627,9719,8350,11547,11201,14232,17095,22292,20191,21187,16986,58473,22537,11625,12904,14615,29410,28345,43700,25328,15120,17048,21027,19641,27414,26442,42214,41332
21574,29257,25291,18817,19214,18865,22038,23933,24664,18760,20555,15888,16183,19327,23826,28811,33055,34346,33522,31184,28872,38728,34674,36427,31226,27868,32998,26087,26558,24920,23902,23470,22204,16664,13913,14604,11896,10936,9484,14337,13608,11313,15106,19514,17209,17064,22286,27272,25640,22705,29495,32937,31629,34118,27725,32777,28609,34152,38955,48308,46427,38722,31292,26883,32053,26829,42744,24393,21773,29523,37988,25290,18779,9266,20054,7601,9633,6923,3871,0,7914,6569,5167,4939,7533,65135,39649,38642,39388,41859,36862,37950,42910,45416,39477,38881,50620,39910,36783,33649,40359,48830,50283,47653,58885,59577,77557,94832,65053,63282,63877,59461,55881,62947,49821,63354,62770,67121,71859,105723,59158,53270,64010,50827,31325,34868,48997,49467,46596,54926,53097,42169,44267,46263,34536,31639,28650,25419,25146,25833,26161,27377,31693,44308,32074,29771,38018,38630,44668,47076,51878,61995,52413,43778,41834,39950,62334,37529,33751,26287,40943,15064,12684,11444,12798,11232,9340,6936,9006,8659,11690,14955,20250,17557,18552,14352,55932,19903,8990,10270,11598,26868,25803,41159,22786,10921,13248,17227,15842,24873,23900,39673,38791
