"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
39355,38183,36529,39181,38774,43153,41865,41481,49557,46437,45036,44097,47610,50510,49391,43584,41649,37664,39287,41029,37799,35453,34524,33141,32709,33118,32619,33396,29540,30987,34481,35432,39673,41876,38668,41566,42327,45309,45799,46982,49512,49774,53566,57975,52097,51101,51010,59988,55732,64411,57483,58918,53548,63294,48949,56628,48838,46661,57044,60899,68578,67274,60082,62521,62386,70976,82686,71811,71915,77984,93712,81013,57240,56334,68711,56158,51126,49112,49907,54469,67044,42771,48360,46778,43312,48488,50973,50357,47742,46056,39676,40764,47166,43823,34335,35492,31157,28980,31235,35519,30223,30127,30166,22391,32509,33201,51181,53477,29341,21922,22523,18100,20221,21592,17597,11380,11361,20964,26800,36617,13276,4626,9725,15771,27576,31582,8815,7316,5347,1913,0,7312,18688,20752,26243,29665,31065,33652,34169,30075,27621,35610,24252,18796,21308,24577,20148,18471,20375,15658,12262,22247,28121,25703,21900,27770,49845,38803,42870,47882,56423,37764,39275,41832,37647,39187,40444,42779,40673,44455,42876,42151,42745,45384,50592,47429,105517,58665,46762,57750,59462,74817,73752,87626,70735,59977,61905,78244,71785,74458,72067,89258,88376
29135,27963,26310,28961,28554,32933,31645,31262,36758,36217,34817,33877,37390,40290,39171,33364,31430,33052,29068,30809,27579,25233,24304,22922,22490,22899,22399,23177,19320,20767,24261,25212,29453,31657,28449,31346,32107,35089,35579,36762,39292,39554,43347,47755,41878,40882,40790,45993,45513,49932,46783,48206,41134,43622,37229,45921,38946,41590,47025,62965,54329,56234,49124,51820,52766,53854,71956,52635,50014,57764,71810,59112,47020,46115,58491,45938,40907,38893,39687,44249,56824,32551,38140,36558,33092,50554,43537,40987,39851,41344,36347,34819,42394,45889,30985,32163,33223,25556,27811,25299,26799,26703,32232,24457,34575,35267,53247,55544,31407,23988,24589,20166,17871,23658,17153,15320,17380,32552,37291,70836,24590,18701,11296,12675,17356,21363,8650,8020,4979,7113,7078,0,6052,10532,16023,19445,20846,23433,23949,19855,17401,25390,14032,8577,11088,14358,9554,7877,9781,12499,16992,27108,17527,15109,11306,17176,39625,28584,32650,37663,45829,27544,29055,31612,27427,28967,30224,32559,30454,34235,32656,31932,32525,35165,40373,37210,95297,48445,36542,47531,49242,64597,63532,77407,60515,49758,51685,68024,61565,64238,61847,79038,78156
27231,26060,24406,29795,27161,31800,29741,29358,34854,35128,33491,31446,35429,38574,37267,31460,29526,31148,27164,28905,25675,23329,22400,21018,20586,20995,20495,21273,17417,18863,22977,23308,24002,33599,30391,33288,34049,37031,37521,34569,37250,41496,45289,46701,41171,38742,38887,43800,43320,47739,44879,46302,39230,41718,35325,44017,37042,39686,45121,54474,52425,54331,47220,49917,50862,51661,70052,52769,52872,58942,74669,61970,48962,48057,60433,47880,42849,40835,41629,46191,58766,34494,40082,38501,35034,65448,41633,41230,40094,42489,37492,38580,43539,60783,33853,33381,48118,28424,26530,23396,30106,29571,47126,39351,49469,50161,68141,70438,46301,38882,39483,35060,20739,38552,20021,18188,30137,34487,39226,74046,26525,20637,14164,15543,15452,19459,11518,11988,9116,12468,20464,5936,0,7820,14131,17542,18942,20548,25891,21797,17149,27332,11738,6685,9395,14106,11490,8756,12990,14435,20201,30317,20736,18319,13241,19112,41548,30506,34592,39605,47765,29486,30997,33554,29369,30909,32167,34502,32396,36177,34599,33874,34468,37107,42315,39152,97239,50387,38484,49473,51184,66539,65474,79349,62457,51700,53627,69967,63508,66180,63789,80980,80098
26905,25733,24080,23864,23457,27837,29415,29031,34528,31121,29720,28780,32293,35193,36941,31134,29200,30822,26837,28579,25349,23003,22074,20691,20260,20669,20169,20946,17090,18537,19164,22982,21059,27688,29985,27183,29363,30843,34624,31666,36365,41090,38542,43797,36781,35785,38560,40896,40416,44835,44553,45976,38903,41392,34999,43690,36716,39359,44795,54148,52099,54004,46894,49590,50536,48757,69726,49866,49969,56038,71765,59067,48556,47651,56174,47474,42443,40429,41223,41932,54507,34088,35823,38095,34629,67432,41307,40904,39767,42163,37165,38253,43213,45483,39543,33054,50101,29330,26203,23069,29780,32453,49110,41335,51453,52145,70125,72421,48285,40866,41467,37044,39165,40536,36541,32704,32121,36471,41210,73719,28509,22621,18883,34716,15126,19133,16237,16707,13836,17187,22448,12419,4982,0,4630,8675,11186,15293,18325,14681,12304,12983,6934,2199,4762,8073,10901,8429,12664,17721,19875,29991,20410,17992,14679,21461,41222,30180,34187,35964,50114,29080,30591,33149,28963,30503,31761,34096,31990,35772,34193,33468,34062,36701,41909,38746,96833,49981,38078,45214,46925,66133,65068,78943,62051,47441,49368,69561,63102,65774,63383,80574,79692
18451,17280,15626,21015,18381,23020,20961,20578,26074,26348,24711,22666,26649,29794,28487,22680,20746,22368,18384,20125,16895,14549,13620,12238,11806,12215,11715,12493,8637,10083,14197,14528,15222,21812,22163,20772,23486,24967,28747,25789,28470,33268,33408,37921,32391,29962,30107,35019,34540,38959,36099,37522,30450,32938,26545,35237,28262,30906,36341,45694,43645,45550,38440,41137,42082,42881,61272,43989,44092,50162,65889,53190,40734,39828,49304,39652,34621,32607,34089,35062,47637,28602,28953,31002,26806,56985,32853,32450,31314,33709,28712,29799,34759,37029,31090,24601,29729,20876,17750,14616,21326,23999,27308,28620,33265,33958,51938,81616,38831,50060,50661,46238,29660,49730,30787,41899,41315,45665,50404,82914,37703,31815,42554,43910,6672,10679,28441,28911,26040,33471,31642,21613,18411,4630,0,4555,7066,11768,16358,11624,8654,11532,8606,7761,8917,9745,22122,13599,21858,26915,29069,39185,29604,27187,23874,30656,50416,39374,30181,35194,59309,21258,22769,24447,24958,26498,26561,30090,27984,31766,30187,29462,30056,32695,37903,34740,92828,45976,34073,38344,40055,62128,61063,74937,58046,40571,42498,46477,45091,61769,59378,76569,75687
16315,15143,13489,12636,16642,20049,18824,18441,23937,23377,21739,19695,23678,26822,26351,20544,18609,20232,16247,17989,14758,12413,11484,10101,9669,10078,9578,10356,5665,5775,9760,9313,12251,18841,17868,17801,20515,21996,25776,22818,25499,28974,31727,34950,29965,26991,29782,32048,31568,35988,33962,35386,28313,30802,24409,33100,26125,28769,34205,43558,41508,43414,36303,39000,39945,39910,55825,41018,41121,47191,62917,50219,36439,35534,47910,35357,30326,28312,29795,33668,46244,24307,27559,26707,22512,54848,30717,30314,29177,31573,26575,27663,32623,34893,28953,22464,27593,18740,15613,12479,19189,21863,25172,47997,31129,31821,49801,79084,54947,47528,48129,43706,45827,47198,28651,39367,38783,43133,47872,80382,35171,29283,40022,41378,4536,8542,25909,26379,23508,30939,29110,19081,15879,7721,5226,0,2554,7474,12064,7112,4142,7020,4151,6797,7953,7890,19590,15886,19326,24383,26537,36653,27072,24655,21342,28124,47884,36842,25887,30899,56777,16963,18474,20152,20663,22203,22266,25796,23690,27472,25893,25168,25762,28401,33609,30446,88533,41681,29778,36950,38661,57833,56768,70643,53751,39177,41105,45084,43698,57474,55083,72274,71392
17458,16688,17508,14763,14356,18736,22969,19986,25594,22020,20619,19679,23192,26092,31068,26649,20154,21777,17792,19533,16303,16467,12955,12294,11214,11623,11123,11901,6585,4081,10064,9125,11958,18588,16174,18082,20262,21743,25523,22565,27264,27279,29441,34696,27680,26684,29528,31795,31315,35734,37293,38728,32560,35049,28656,33708,29539,34875,40310,49663,47614,47085,39892,42331,42197,39656,55571,40765,40868,46937,62664,49966,34745,33840,46216,33663,28632,26618,28101,31974,44550,22613,25865,25013,20818,60954,36822,36419,35283,37678,32681,33768,38728,40998,24887,24009,29064,20211,17085,13950,20661,23334,26643,27955,32600,33292,51272,80565,38166,49009,49610,45187,28995,48679,30122,40848,40264,44614,49353,81863,36652,30764,41503,42859,6276,10735,27390,27860,24989,32420,30591,20562,17360,10517,7274,2830,0,6185,9224,4827,1856,4734,3989,9592,6948,7934,17029,16471,20807,25864,28018,38134,28553,26136,22823,29605,49365,38111,24192,29205,47643,15269,16780,18458,18969,20509,20572,24102,21996,25778,24199,23474,24068,26707,31915,28752,86839,39987,28084,35256,36967,56139,55074,68949,52057,37483,39411,43389,42004,55780,53389,70580,69698
12959,16975,13009,10264,9857,14237,18470,20365,21095,17521,16120,15180,18694,21593,26569,22150,20773,22064,21241,18903,16591,17539,14027,13366,12286,15586,12195,13805,3939,2199,3341,10313,7459,14089,12631,13583,15763,17244,21024,18066,22765,23736,24942,30197,23181,22185,25029,27296,26816,31235,32794,34229,28061,30550,24157,29209,25041,30376,35811,45164,43115,42586,35393,37832,37698,35157,51072,36266,36369,42438,58165,45467,31202,30297,42574,30120,25089,23075,24557,28332,40908,19070,22223,21470,17274,56455,32323,31920,30784,33179,28182,29269,34229,36499,30560,30219,41704,21283,18156,15022,21732,24406,27715,29026,33672,34364,52344,86091,39238,54536,55137,50714,30067,54206,31194,46374,45791,50141,54880,86493,42179,36291,47030,48385,8264,11807,32018,32488,29616,37947,36118,25189,21990,15661,11475,8578,5589,0,4720,5115,3100,6659,8632,19926,11357,9054,21039,17591,25438,30096,32649,42765,33184,30766,27453,34235,53996,34568,20649,25662,44100,11726,13237,14915,15426,16966,17029,20558,18452,22234,20655,19930,20524,23163,28372,25208,83296,36444,30334,31614,33325,52596,51531,65405,48514,33841,35768,39747,38362,52237,49846,67037,66155
13013,17029,13063,10318,9911,14291,18524,20418,21149,17575,16174,15234,18747,21647,26623,22204,20827,22118,21294,18956,16644,21434,17922,17262,16181,15640,16091,13859,6818,5078,5196,8148,5736,12851,9643,12540,13301,16283,16773,18120,22819,20748,24996,30251,23235,22239,25083,27350,26870,31289,32848,34283,28115,30604,24211,29263,25094,30430,35865,45218,43169,42640,35447,37886,37752,35211,51126,36319,36423,42492,58219,45521,28214,27308,39685,27132,22101,20087,21569,25443,38018,16082,19334,18482,14286,56509,32377,31974,30838,33233,28236,29323,34283,36553,30614,30272,41757,27682,24555,21421,28132,30805,34114,52223,50022,50714,68694,83310,59173,51754,52355,47932,50053,51424,47429,43593,43009,47359,52098,85962,39397,33509,44248,45604,12160,15703,29236,29706,26834,35165,33336,22408,25886,17427,15371,10491,8404,3469,0,5487,6482,7031,13189,14938,11728,9425,18520,17962,24906,27314,32117,42233,32652,23110,21166,28616,57891,33825,19906,24919,43357,8738,10249,11927,16439,17979,14041,16472,19465,18730,21668,20943,21537,24176,29384,26221,74305,36564,20455,28725,30436,53608,52543,66418,49527,30951,32879,36858,35472,43246,50858,58046,57164
17029,21045,17079,14334,13927,18306,22540,24434,25165,21590,20190,19250,22763,25663,30639,26220,24843,26134,25310,22972,20660,19923,16411,15750,14670,15079,14579,15357,10041,7809,9634,14383,11529,15107,11899,14796,15557,18539,19029,22135,26835,23004,29012,34267,27250,26255,29099,31365,30886,35305,36864,38299,32131,34620,28226,33279,29110,34445,39881,49234,47184,46655,39463,41902,41767,39227,55142,40335,40438,46508,62235,49536,30470,29565,41941,29388,24357,22343,23826,27699,40274,19493,21590,20738,16542,60524,36393,35990,34853,37249,32251,33339,38299,40569,34629,34288,32520,23667,20540,17406,24117,26790,30099,49644,36056,36748,54728,80730,56593,49174,49775,45352,47473,48845,44849,41013,40429,44779,49518,83382,36817,30929,41669,43024,10648,14191,26656,27126,24255,32585,30756,19828,24375,14848,13859,7125,4728,5756,5259,0,3116,2068,8284,12359,9148,6845,15940,15382,22327,24735,29537,39653,30072,20530,18586,26036,56380,33511,19592,24605,43043,10994,12505,14183,14369,15909,17166,19501,17396,21177,19598,18873,19467,22106,27315,24152,82239,35387,23484,30981,32692,51539,50474,64348,47457,33208,35135,39114,37729,51180,48789,65980,65098
