"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
4771,5052,5175,4839,4663,4481,4564,4706,4377,4219,4173,4438,4137,4136,4337,4556,5082,5402,5742,5629,5073,7046,6102,6870,5691,5372,6216,5311,5448,5431,5170,5117,5079,4910,5025,4664,4747,4479,4314,4281,4858,3989,3563,3234,3724,4122,4158,3944,3806,3282,3836,4275,4577,4686,4222,5118,4749,4918,4998,5387,5528,5345,4071,3689,4326,3893,6567,3440,2854,2954,0,1272,3854,4072,2862,3772,4059,4238,4668,5205,4799,4684,4709,4368,4554,7139,5391,5794,5803,5530,5126,5280,5731,6304,5079,5198,5977,5632,5599,5882,6248,5797,6160,6433,6511,6994,8710,9440,7578,6767,6415,6240,6232,6310,6491,6435,7152,7549,7454,9216,7808,6989,6631,6265,5812,6513,7483,7057,7146,7455,7213,6757,7035,6783,6610,5962,5652,5259,5181,5358,5322,5357,6043,6242,5768,5528,6346,6288,6542,7116,7444,7798,7285,7074,6826,7061,8261,7679,6179,5934,7668,5392,5131,5050,5462,5357,5044,5101,5537,5309,6058,6121,6260,6227,5878,5911,5088,5808,5146,5427,4701,5286,5210,6748,4621,4271,3991,3477,4541,3726,4961,5412,2662
3500,3780,3903,3568,3391,3210,3292,3435,3106,2948,2902,3166,2865,2864,3066,3284,3811,4131,4471,4357,3802,5774,4830,5598,4420,4100,4945,4040,4176,4159,3899,3846,3808,3638,3753,3392,3475,3208,3043,3009,3586,2717,2292,1962,2452,2850,2887,2673,2534,2011,2564,3003,3305,3414,2950,3847,3477,3647,3726,4115,4257,4073,2799,2418,3054,2621,5295,2168,1582,2186,1325,0,2582,2800,1943,2500,2787,2966,3396,3934,3528,3412,3438,3096,3282,5868,4119,4522,4532,4259,3854,4008,4459,5033,3807,3926,4706,4360,4328,4610,4976,4526,4889,5161,5239,5722,7438,8169,6307,5496,5144,4968,4960,5038,5219,5163,5881,6278,6183,7944,6536,5717,5360,4993,4540,5241,6211,5785,5875,6183,5941,5485,5764,5512,5338,4691,4381,3987,3910,4087,4050,4086,4771,4970,4497,4256,5074,5017,5271,5844,6173,6526,6013,5802,5554,5928,6989,6550,4908,5183,6916,4120,3860,3779,4190,4085,3773,3830,4266,4038,4787,4849,5222,4956,4786,4640,4874,5057,3875,4155,3429,4534,4459,5997,3869,3000,2720,2205,3269,2454,4268,5197,2448
2665,2906,3104,2699,2530,2375,2457,2561,2232,2113,2067,2279,2030,2029,2231,2410,2937,3257,3597,3484,2928,4975,4031,4719,3620,3301,4071,3240,3377,3484,3193,3047,3103,2700,2441,2500,2078,1787,1511,1967,2212,1186,1287,1217,1683,1967,2052,1840,1701,1178,1731,2039,2431,2540,2076,2973,2603,2773,2853,3241,3383,3240,1966,1549,2221,1780,4453,2092,1627,2817,4090,2766,0,827,2456,1286,1166,1435,1865,2403,2873,2266,1907,1565,1751,4994,3245,3648,3658,3385,2980,3135,3585,4159,2934,3052,3832,3486,3454,3736,4102,3652,4015,4287,4365,4849,6564,7295,5433,4622,4270,4094,4086,4164,4345,4289,5007,5404,4887,6803,5241,4715,4486,4119,3719,4362,5338,4966,4606,4977,4646,4164,4752,4595,4521,3718,3412,3163,3177,3167,3216,3225,3843,4054,3636,3395,3946,3851,4130,4549,5032,5385,4872,4637,4388,4557,5837,5179,3537,3867,5453,2589,2329,2247,2659,2554,2241,2380,2874,2792,3512,3318,3690,3835,3844,3698,6221,4133,2933,3214,2950,3986,3911,5412,3321,2595,2945,2430,3164,2679,3625,5490,5016
3051,3293,3634,3115,2946,2761,2844,2948,2619,2499,2453,2696,2417,2416,2617,2797,3324,3644,3984,3870,3314,5362,4418,5106,4007,3688,4458,3627,3764,3870,3610,3433,3519,3087,2828,2899,2465,2174,1898,2354,2599,1530,1714,1604,2111,2237,2439,2226,2088,1564,2118,2426,2818,2927,2463,3360,2990,3160,3239,3628,3770,3627,2353,1935,2608,2166,4840,2479,2014,3204,3635,2310,787,0,1825,716,1064,1341,1532,2199,2242,2302,2293,1926,2138,5381,3632,4035,4045,3772,3367,3521,3972,4546,3320,3439,4219,3873,3841,4123,4489,4039,4402,4674,4752,5235,6951,7682,5820,5009,4657,4481,4473,4551,4732,4676,5394,5791,5274,7190,5628,5102,4873,4506,4106,4749,5724,5353,4992,5364,5033,4550,5139,4982,4908,4105,3798,3550,3564,3553,3602,3612,4229,4441,4022,3782,4333,4238,4516,4936,5418,5772,5259,5024,4775,4943,6224,5565,3923,4254,5840,2976,2715,2634,3046,2941,2628,2719,3155,2927,3676,3705,4077,3845,3676,3529,5781,3964,2764,3045,2319,3566,3491,5009,2882,1964,2314,1799,2533,2048,3372,5050,4557
4379,4470,4150,3857,3685,3729,3983,4183,4356,3921,3858,3800,4051,4138,4340,4409,4812,5141,4948,4926,4405,6021,5077,5784,4666,4347,5216,4286,4423,4406,4145,4092,4054,3567,3385,3193,3414,3611,3335,3819,4035,2900,3084,3237,3480,3606,4161,3964,3826,3302,3856,4164,4556,4665,4201,5097,4505,4897,4977,5366,5507,5365,4091,3673,4346,3904,6578,3443,2857,3669,3077,1873,2592,1983,0,1683,2434,2580,2595,3043,2711,2596,2962,3042,3107,7118,5370,5773,5782,5509,5105,5259,5710,6283,5058,5177,5956,5610,5179,4797,5804,5776,6139,6412,6490,6973,8689,9419,7557,6746,6394,6218,6211,6289,6470,6053,6313,7039,5952,7867,6305,5780,6071,6244,4783,5427,6410,6030,5670,6042,5711,5228,5816,5660,5586,4783,4476,4228,4156,4231,4280,4289,4907,5119,4700,4460,5011,4916,5194,5613,6096,6450,5937,5701,5453,5493,6773,6111,4601,4366,6100,3617,3202,3111,3520,3316,2939,3013,3449,3221,3970,4020,4578,4139,3969,3823,5401,4240,3058,3339,2612,3717,3642,5180,3053,2183,1903,1388,2452,1638,3452,4670,3873
3469,3711,3683,3165,2996,3048,3261,3365,3036,2917,2871,2745,2731,2833,3035,3215,3741,4061,4334,4312,3791,5407,4463,5151,4052,3733,4602,3672,3809,3919,3659,3478,3568,3132,2873,2681,2509,2219,1943,2398,2643,1580,1764,2021,2160,2286,2856,2644,2506,1982,2536,2844,3235,3344,2881,3777,3407,3577,3657,4045,4187,4044,2770,2353,3025,2584,5258,2896,2431,3621,3416,2092,1272,663,1607,0,1151,1141,1166,1840,1878,2084,2111,1613,2115,5798,4049,4452,4462,4189,3784,3939,4389,4963,3738,3857,4636,4290,4258,4183,4907,4456,4819,5091,5169,5653,7369,8099,6237,5426,5074,4898,4891,4968,5149,5093,5680,6208,5319,7234,5672,5147,5290,4924,4150,4794,5777,5397,5037,5409,5077,4595,5183,5027,4953,4150,3843,3595,3608,3598,3647,3656,4274,4485,4067,3827,4378,4283,4561,4980,5463,5817,5304,5068,4820,4988,6268,5610,3968,4028,5762,3021,2753,2514,2926,2821,2508,2501,2937,2709,3458,3585,3957,3627,3457,3311,5563,3746,2546,2827,2101,3348,3273,4791,2664,1746,2095,1581,2315,1830,3153,4832,4339
2757,2959,2639,2234,2065,2118,2395,2594,2291,2186,2128,1815,1807,2015,2361,2470,2996,3316,3438,3415,2895,4510,3566,4255,3156,2836,3705,2776,2912,3019,2729,2582,2638,2235,1977,2036,1613,1322,1047,1502,1747,721,1152,1276,1549,1674,2111,1899,1761,1237,1791,2099,2490,2600,2136,3032,2662,2832,2912,3300,3442,3299,2025,1608,2280,1839,4513,2151,1687,2876,4171,2846,1153,1158,2362,1164,0,601,1243,1922,2779,1801,1442,1100,1286,5053,3304,3708,3717,3444,3040,3194,3644,4218,2993,3112,3891,3545,3513,3287,4162,3711,4074,4347,4424,4908,6624,7354,5492,4681,4329,4153,4146,4223,4405,4348,4784,5510,4423,6338,4776,4250,4541,4179,3254,3898,4881,4501,4141,4513,4181,3699,4287,4131,4057,3253,2947,2698,2712,2702,2751,2760,3378,3589,3171,2930,3481,3386,3665,4084,4567,4920,4408,4172,3924,4092,5372,4714,3072,3403,4988,2124,1864,1783,2194,2089,1777,1915,2409,2327,3047,2853,3226,3370,3380,3233,5756,3668,2468,2749,2722,3522,3446,4947,2857,2500,2518,2336,2647,2585,3160,5025,4552
2635,2879,2559,2113,1944,1997,2273,2473,2506,2076,2019,1693,1686,1893,2240,2699,3221,3550,3357,3334,2814,4430,3486,4204,3075,2756,3625,2695,2832,2868,2607,2501,2516,2184,1926,1768,1562,1242,960,1381,1626,1072,1464,1627,1860,1751,2126,2249,2111,1588,2141,2449,2912,2950,2525,3383,2795,3105,3263,3651,3793,3650,2376,1959,2631,2190,4863,2502,2037,3227,4305,2981,1565,1424,2496,1144,591,0,725,1371,2767,1586,1178,632,1116,5321,3751,3976,3985,3712,3308,3462,3913,4486,3261,3380,4159,3813,3587,3206,4213,3979,4342,4615,4692,5176,6892,7622,5760,4949,4597,4421,4414,4491,4673,4473,4733,5459,4372,6287,4725,4199,4490,4447,3203,3846,4830,4450,4090,4462,4130,3648,4236,4080,4006,3202,2896,2647,2618,2651,2700,2709,3327,3538,3120,2879,3430,3335,3614,4033,4516,4869,4357,4121,3873,4041,5321,4663,3021,3352,4937,2117,1754,1516,1927,1822,1509,1651,2145,2063,2899,2586,2958,3103,2989,2843,5365,3277,2077,2358,2332,3131,3055,4557,2466,1976,2127,2470,2256,2719,2769,4634,4161
2976,3073,2753,2461,2288,2306,2543,2743,2762,2332,2275,2038,2031,2238,2585,2969,3416,3744,3552,3529,3009,4624,3680,4389,3270,2950,3819,2890,3026,3153,2749,2696,2658,2170,1989,1797,1748,1469,1265,1725,1970,1416,1808,1972,2205,2095,2470,2594,2456,1932,2486,2794,3256,3295,2794,3727,3065,3375,3607,3996,4137,3995,2721,2303,2976,2534,5208,2847,2382,3571,4315,2990,1805,1599,2505,1149,1128,695,0,1103,2111,1290,1140,643,1144,5591,4020,4245,4255,3982,3577,3732,4182,4756,3531,3650,4429,4083,3782,3401,4407,4249,4612,4884,4962,5446,7162,7892,6030,5219,4867,4691,4684,4761,4942,4658,4918,5645,4557,6473,4911,4385,4676,4716,3388,4032,5015,4636,4275,4647,4316,3833,4422,4265,4191,3388,3081,2833,2847,2836,2885,2895,3512,3724,3305,3065,3616,3521,3799,4219,4701,5055,4542,4307,4058,4226,5507,4848,3206,3292,5026,2146,1782,1544,1955,1850,1538,1614,2037,1809,2558,2614,2987,2891,2721,2575,5098,3010,1810,2091,2064,2863,2787,4289,2198,1708,1859,2542,1988,2521,2502,4367,3893
2841,2931,2611,2319,2146,2190,2445,2644,2716,2524,2320,2260,2395,2561,2857,2870,3274,3602,3409,3387,2867,4482,3538,4245,3128,2808,3677,2747,2884,2867,2607,2554,2516,2028,1847,1654,1939,1661,1747,2211,2475,1921,2313,2476,2710,2600,2743,3099,2961,2437,2991,3299,3201,3624,2696,3845,2966,3276,3652,4219,4642,4500,3226,2808,3481,3039,5713,3352,2887,4076,4816,3491,2474,2159,2820,1836,2005,1453,1066,0,2481,1057,1129,1115,1336,5492,3922,4147,4156,3883,3479,3633,4084,4657,3432,3551,4330,4043,3640,3259,4265,4150,4513,4743,4864,5347,7063,7793,5931,5120,4768,4592,4585,4662,4836,4515,4775,5501,4414,6329,4767,4241,4532,4610,3245,3888,4872,4492,4132,4504,4172,3690,4278,4121,4048,3244,2938,2689,2618,2693,2742,2751,3369,3580,3162,2921,3472,3377,3656,4075,4558,4911,4398,4163,3914,4107,5387,4725,3063,2980,4713,2079,1664,1573,1982,1778,1400,1368,1804,1576,2325,2482,3017,2579,2409,2263,4865,2697,1498,1778,1666,2630,2555,4056,1965,1437,1619,2302,1748,2288,2269,4134,3660
