"X001","X002","X003","X004","X005","X006","X007","X008","X009","X010","X011","X012","X013","X014","X015","X016","X017","X018","X019","X020","X021","X022","X023","X024","X025","X026","X027","X028","X029","X030","X031","X032","X033","X034","X035","X036","X037","X038","X039","X040","X041","X042","X043","X044","X045","X046","X047","X048","X049","X050","X051","X052","X053","X054","X055","X056","X057","X058","X059","X060","X061","X062","X063","X064","X065","X066","X067","X068","X069","X070","X071","X072","X073","X074","X075","X076","X077","X078","X079","X080","X081","X082","X083","X084","X085","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124","X125","X126","X127","X128","X129","X130","X131","X132","X133","X134","X135","X136","X137","X138","X139","X140","X141","X142","X143","X144","X145","X146","X147","X148","X149","X150","X151","X152","X153","X154","X155","X156","X157","X158","X159","X160","X161","X162","X163","X164","X165","X166","X167","X168","X169","X170","X171","X172","X173","X174","X175","X176","X177","X178","X179","X180","X181","X182","X183","X184","X185","X186","X187","X188","X189","X190","X191","X192","X193","X194","X195","X196","X197","X198","X199","X200","X201","X202","X203","X204","X205","X206","X207"
2268,2547,2264,1746,1576,1629,1906,2106,2138,1709,1651,1326,1319,1526,1873,2332,2889,3218,3025,3003,2482,4098,3154,3946,2743,2424,3293,2363,2500,2500,2240,2169,2149,2026,1858,1716,1440,988,1115,1066,0,1244,1467,1987,1445,1335,1758,2270,2171,1988,2508,2695,2544,2967,2157,3307,2427,2737,3113,3681,4193,4050,2776,2359,3032,2553,5227,2903,2438,3627,4901,3576,2025,2421,3625,2342,1704,1288,1674,2212,3731,2180,1821,1473,1762,4954,3383,3608,3618,3345,2940,3094,3545,4119,2893,3012,3792,3446,3255,2874,3881,3612,3975,4247,4325,4808,6524,7255,5393,4582,4230,4054,4046,4124,4305,4249,4884,5364,4523,6292,4876,4351,4446,4079,2888,3589,4981,4601,4241,4613,4281,3799,4112,3927,3686,3039,2722,2328,2251,2428,2391,2427,3112,3319,2838,2597,3415,3358,3619,4184,4521,4874,4361,4144,3895,4192,5337,4814,3172,3503,5089,2225,1971,2161,2573,2468,2155,2294,2788,2706,3426,3232,3604,3749,3758,3612,6135,4047,2847,3128,3101,3900,3825,5326,3235,2746,2896,3580,3025,3558,3539,5404,4930
2531,2775,2455,2009,1840,1893,2169,2369,2191,1972,1915,1589,1582,1790,2136,2370,2896,3216,3253,3231,2710,4326,3382,4174,2971,2652,3521,2591,2728,2764,2503,2397,2413,2175,2007,1944,1590,1138,951,1277,1453,0,751,1177,1148,1274,1996,1799,1661,1137,1691,1999,2391,2500,2036,2932,2563,2732,2812,3201,3342,3200,1926,1508,2181,1739,4413,2052,1587,2776,4050,2725,1174,1570,2774,1604,824,1033,1462,2000,3191,1864,1504,1163,1349,4953,3205,3608,3617,3344,2940,3094,3545,4118,2893,3012,3791,3446,3413,3102,4109,3611,3974,4247,4325,4808,6524,7254,5392,4581,4229,4054,4046,4124,4305,4249,4846,5363,4485,6400,4838,4313,4445,4079,3116,3817,4943,4563,4203,4575,4244,3761,4340,4191,3914,3267,3009,2592,2515,2692,2655,2690,3376,3546,3101,2861,3544,3449,3727,4146,4629,4983,4470,4234,3986,4154,5434,4776,3134,3465,5051,2187,1926,1845,2256,2152,1839,1977,2471,2389,3109,2915,3288,3432,3442,3296,5818,3730,2531,2811,2785,3584,3508,5010,2919,2429,2580,2748,2709,2997,3222,5088,4614
2186,2527,2329,1810,1641,1694,1978,2170,1761,1633,1588,1390,1396,1550,1751,1939,2466,2786,3114,3092,2572,4187,3243,4036,2832,2513,3382,2452,2589,2565,2304,2258,2214,2051,2166,1805,1940,1580,1496,1144,1630,817,0,746,724,950,1573,1368,1230,706,1260,1568,1960,2069,1605,2502,2132,2302,2381,2770,2912,2769,1495,1077,1750,1308,3982,1621,1156,2346,3619,2294,1265,1747,2951,1781,1155,1420,1850,2388,3368,2251,1892,1550,1736,4523,2774,3177,3187,2914,2509,2663,3114,3688,2462,2581,3361,3015,2982,2963,3631,3181,3544,3816,3894,4377,6093,6824,4962,4151,3798,3623,3615,3693,3874,3818,4536,4932,4588,6381,4942,4416,4015,3648,2977,3679,4866,4440,4307,4678,4347,3865,4201,3992,3776,3128,2786,2393,2316,2493,2456,2491,3177,3439,2902,2662,3480,3423,3708,4250,4610,4964,4451,4208,3960,4333,5426,4955,3313,3644,5230,2574,2314,2232,2644,2539,2226,2365,2859,2777,3497,3303,3675,3820,3829,3683,6206,4118,2918,3199,3172,3971,3896,5397,3306,2817,2967,2924,3096,3174,3610,5475,4742
1751,2093,2155,1819,1643,1461,1544,1871,1595,1199,1153,1418,1117,1116,1317,1914,2440,2760,2953,2840,2284,4026,3082,3875,2671,2352,3221,2291,2428,2411,2150,2097,2060,1890,2005,1644,1727,1459,1593,1187,1988,1416,892,0,757,1123,1138,1218,1010,646,1200,1508,1934,2044,1580,2476,2125,2276,2356,2745,2886,2708,1434,1047,1689,1100,3774,1486,1010,2199,3472,2148,1281,1718,3282,2112,1487,1665,2095,2633,3700,2413,2137,1796,1981,4497,2748,3152,3161,2888,2484,2638,3089,3662,2437,2556,3335,2989,2957,2803,3606,3155,3518,3791,3868,4352,6068,6798,4936,4125,3773,3597,3590,3667,3849,3793,4510,4907,4434,6220,4788,4262,3989,3623,2817,3518,4841,4415,4204,4524,4193,3762,4040,3788,3615,2967,2632,2239,2162,2339,2302,2337,3023,3247,2748,2508,3326,3269,3547,4096,4449,4803,4290,4054,3806,4179,5266,4801,3159,3490,5076,2372,2119,2379,2828,2784,2472,2526,3020,2867,3616,3487,3601,4003,3885,3748,6282,4183,2983,3264,3237,4048,3972,5473,3383,2893,3044,3256,3173,3505,3686,5551,4595
1626,1968,2030,1695,1518,1336,1419,1746,1470,1074,1028,1293,1044,991,1192,1741,2267,2587,2828,2715,2159,3901,2957,3750,2546,2227,3096,2166,2303,2286,2025,1973,1935,1765,1880,1519,1602,1334,1468,1028,1605,1184,805,805,0,599,1014,1226,1206,1079,1773,1941,1864,2287,1427,2576,2001,2103,2487,3054,3381,3142,1867,1450,2123,1541,4215,1980,1504,2694,3967,2642,1745,2114,3317,2147,1522,1787,2216,2697,3734,2288,2174,1882,2115,4324,2753,2978,2988,2715,2310,2465,2915,3489,2264,2383,3162,2816,2784,2678,3433,2982,3345,3617,3695,4179,5895,6625,4763,3952,3600,3424,3417,3494,3675,3619,4337,4734,4310,6095,4663,4137,3816,3450,2692,3393,4668,4241,4079,4400,4068,3637,3915,3663,3490,2842,2507,2114,2037,2214,2177,2212,2898,3122,2623,2383,3201,3144,3422,3971,4324,4678,4165,3929,3681,4054,5141,4676,3034,3365,4951,2247,1994,2254,2703,2615,2303,2402,2895,2742,3491,3362,3476,3879,3760,3623,6157,4058,2858,3139,3112,3923,3847,5349,3258,2768,2919,3291,3048,3540,3561,5426,5090
1662,2004,1793,1391,1222,1344,1478,1725,1395,1113,1079,971,695,850,1118,1666,2192,2513,2591,2569,2048,3664,2720,3513,2309,1990,2859,1929,2066,2049,1788,1735,1697,1528,1643,1282,1364,1097,1231,770,1290,1387,1044,1191,562,0,1071,1284,1185,1105,1831,1940,1789,2212,1352,2502,1925,2028,2412,2980,3333,3168,1894,1476,2149,1568,4241,2232,1890,3079,4353,3028,1948,2316,3520,2350,1725,1531,1917,2460,3937,2051,1936,1644,1878,4249,2679,2904,2913,2641,2236,2390,2841,3414,2189,2308,3087,2742,2709,2440,3447,2907,3270,3543,3621,4104,5820,6550,4688,3877,3525,3350,3342,3420,3601,3545,4263,4659,4072,5858,4426,3900,3742,3375,2454,3155,4582,4202,3842,4162,3831,3400,3678,3426,3253,2605,2270,1876,1799,1976,1940,1975,2661,2885,2386,2145,2964,2906,3185,3734,4087,4440,3928,3692,3443,3817,4903,4439,2797,3128,4714,2010,1756,2017,2465,2378,2065,2164,2658,2504,3254,3124,3239,3641,3523,3386,5920,3821,2621,2901,2875,3685,3610,5111,3021,2531,2682,3494,2811,3343,3324,5189,4715
1566,1756,1914,1600,1431,1276,1404,1478,1088,1039,968,1181,876,763,814,1359,1886,2206,2468,2333,1777,3785,2841,3574,2430,2111,2920,2050,2187,2170,1909,1857,1819,1649,1764,1403,1486,1218,1352,946,1743,2029,1686,1238,1204,1119,0,830,1106,1178,1118,1634,1483,1905,1045,2195,1618,1722,2105,2673,3076,2983,1633,1163,1942,1595,4269,2260,1867,3037,4330,3006,2103,2540,4163,2993,2367,1984,2237,2581,4368,2172,2058,1766,1999,3943,2372,2597,2607,2334,1929,2083,2534,3108,1882,2001,2781,2435,2403,2562,3051,2601,2964,3236,3314,3797,5513,6244,4382,3571,3219,3043,3035,3113,3294,3238,3956,4353,4234,5920,4587,3792,3435,3068,2516,3217,4286,3860,3903,4258,3992,3461,3740,3488,3314,2667,2392,1998,1921,2098,2061,2096,2782,2946,2507,2267,3085,3028,3247,3887,4149,4502,3989,3801,3565,3997,4965,4560,2918,3249,4835,2131,1878,2138,2587,2499,2187,2286,2779,2626,3375,3246,3360,3763,3644,3507,6041,3942,2742,3023,2996,3807,3731,5233,3142,2652,2803,3486,2932,3465,3445,5310,4837
2000,2325,2403,2068,1891,1710,1792,2049,1640,1448,1402,1667,1365,1260,1398,1754,2281,2527,3036,2902,2346,4274,3330,4143,2920,2600,3489,2540,2676,2659,2399,2346,2308,2138,2253,1892,1975,1708,1841,1435,2236,2047,1759,1253,1394,1308,681,0,690,725,1028,1452,1816,2017,1420,2449,1947,2117,2329,2718,2859,2652,1378,909,1659,1610,4214,2048,1676,2825,4139,2814,1912,2348,3913,2743,2117,2296,2726,3070,4330,2661,2547,2255,2489,4338,2723,2948,3002,2729,2324,2478,2929,3440,2215,2322,3114,2830,2797,3080,3446,2996,3359,3564,3647,4130,5846,6638,4777,3965,3613,3438,3430,3508,3657,3601,4351,4747,4802,6488,5155,4187,3830,3431,3084,3786,4650,4223,4313,4621,4561,4030,4308,4056,3883,3235,2881,2487,2410,2587,2550,2586,3271,3515,2997,2756,3574,3517,3815,4455,4717,5071,4558,4369,4054,4565,5533,5050,3408,3738,5324,2620,2367,2627,3076,2989,2676,2775,3268,3115,3864,3735,3849,4252,4134,3997,6531,4431,3231,3512,3485,4296,4220,5722,3631,3142,3292,3887,3421,4136,3935,5800,5262
2030,2371,2433,2098,1921,1740,1822,2149,1720,1478,1432,1696,1395,1248,1530,1898,2424,2745,3084,3052,2496,4304,3360,4153,2950,2630,3499,2569,2706,2689,2429,2376,2338,2168,2283,1922,2005,1738,1871,1465,2266,1846,1550,846,1216,1295,1072,687,0,557,1278,1561,1919,2028,1564,2460,2091,2260,2340,2729,2870,2762,1488,1018,1768,1203,3877,1868,1475,2645,3938,2614,1711,2148,3712,2542,1916,2095,2525,3100,4129,2691,2577,2285,2518,4481,2733,3136,3146,2873,2468,2622,3073,3646,2421,2540,3319,2974,2941,3081,3590,3139,3502,3775,3853,4336,6052,6782,4920,4109,3757,3582,3574,3652,3833,3777,4495,4891,4713,6499,5066,4331,3974,3607,3095,3796,4825,4399,4482,4797,4471,4040,4318,4066,3893,3245,2911,2517,2440,2617,2580,2616,3301,3525,3026,2786,3604,3547,3825,4374,4727,5081,4568,4332,4084,4458,5544,5080,3437,3768,5354,2650,2397,2657,3106,3019,2706,2805,3298,3145,3894,3765,3879,4282,4163,4026,6560,4461,3261,3542,3515,4326,4250,5752,3661,3171,3322,3686,3451,3935,3965,5830,5061
1846,1837,2250,1915,1738,1556,1494,1491,1162,1294,1248,1513,1212,1211,1328,1341,1867,2188,2527,2414,1858,3922,2978,3655,2567,2248,3001,2159,2523,2506,2245,2193,2155,1985,2100,1739,1822,1554,1688,1282,2083,1322,983,664,1033,1218,1052,721,727,0,664,972,1362,1471,1007,1903,1534,1703,1783,2172,2313,2173,899,506,1154,783,3457,1323,952,2100,3415,2090,1187,1624,3188,2018,1393,1571,2001,2539,3605,2402,2043,1701,1887,3924,2176,2579,2588,2316,1911,2065,2516,3089,1864,1983,2762,2417,2384,2667,3033,2582,2945,3218,3296,3779,5495,6225,4363,3552,3200,3025,3017,3095,3276,3220,3937,4334,4314,6001,4668,3774,3416,3050,2597,3298,4268,3842,3931,4240,4073,3542,3820,3568,3395,2747,2727,2334,2257,2434,2397,2432,3118,3027,2843,2603,3421,3364,3327,3967,4229,4583,4070,3882,3703,4078,5046,4896,3254,3585,5171,2467,2214,2384,2795,2690,2378,2516,3010,2928,3648,3454,3696,3971,3981,3835,6357,4269,3069,3350,3323,4123,4047,5548,3458,2968,3119,3162,3248,3411,3761,5626,4537
