"185","186","187","188","189","190","191","192","193","194"
3833,3706,3821,4223,4112,3966,6500,4400,3200,3481
3834,3707,3822,4224,4113,3966,6500,4401,3201,3482
3759,3632,3746,4149,4037,3891,6425,4326,3126,3406
4244,4118,4232,4635,4523,4377,6911,4811,3612,3892
3273,3146,3261,3663,3551,3405,5939,3840,2640,2921
4403,4277,4391,4793,4682,4536,7070,4970,3770,4051
3608,3481,3596,3998,3886,3740,6274,4175,2975,3256
3834,3707,3821,4224,4112,3966,6500,4401,3201,3482
4158,4032,4146,4549,4437,4291,6825,4725,3525,3806
4542,4415,4529,4932,4820,4674,7208,5109,3909,4190
