"165","166","167","168","169","170","171","172","173","174"
33497,43613,34032,26839,24895,35897,54844,35604,21685,26698
32656,42772,33191,30773,27461,34243,54003,38075,24156,29169
43867,53983,44402,27234,25290,36293,65214,36000,22081,27093
45509,55625,46044,33077,31132,41355,66856,41062,27143,32156
39835,49951,40370,31734,29790,35919,58304,35626,21707,26720
43663,53779,44198,31231,29287,39509,65010,39216,25297,30310
42854,52970,43389,34754,32809,38938,61323,38645,24727,29739
48824,58940,49359,36392,34448,41555,70171,41262,27343,32356
46860,56976,47395,38760,36815,42944,65329,42651,28733,33745
51060,61176,51595,39655,37710,47933,72407,47640,33721,38734
