"071","072","073","074","075","076","077","078","079","080"
56367,43669,29993,29088,39782,28911,23880,21866,25944,25540
54311,41613,31059,30153,37727,35411,24945,22931,23888,23485
56047,43349,32794,30095,40456,38140,26681,24667,25624,26214
52398,39700,23609,22703,32493,30178,17495,15481,16273,18252
45193,32495,20403,19497,30618,19321,14289,12275,14397,16376
48577,35879,21431,20525,30315,28000,15317,13303,14095,16074
43617,30919,18827,17922,29287,26971,12714,10700,13066,15045
44486,31788,17375,16470,23787,16293,11262,9248,10205,11227
39507,26809,14717,13812,21129,13635,8604,6590,7547,8568
36378,23679,14260,15255,22572,13764,10372,9272,11367,15424
