"001","002","003","004","005","006","007","008","009","010"
3624,3714,3394,3102,2929,2973,3227,3427,3499,3165
5427,5517,5197,4905,4732,4776,5030,5230,5302,4968
5137,5228,4907,4615,4443,4487,4741,4940,5013,4679
