"145","146","147","148","149","150","151","152","153","154"
1875,2333,2972,2837,3633,2965,3223,3093,3286,2829
944,1797,2436,2301,3097,2429,2687,2557,2750,2293
1677,1618,2257,2625,3471,2741,2999,2869,3062,2605
1932,1555,2194,2562,3407,2678,2936,2806,2999,2542
2052,1521,1800,1548,1392,727,918,990,1436,1262
2974,2443,2722,2470,2283,1649,1786,1858,2305,2130
1949,1607,2246,2614,3459,2730,2988,2858,3051,2594
1483,1348,2019,2387,3232,2503,2761,2631,2824,2367
1004,626,1712,2080,2876,2208,2466,2336,2529,2072
459,1255,2132,2356,3152,2484,2742,2612,2805,2348
