"071","072","073","074","075","076","077","078","079","080"
7864,6540,5213,5609,6339,5643,4835,4596,4923,5100
6931,5606,4677,5073,5803,5107,4299,4060,4387,4564
6562,5238,4335,4772,6116,5166,4540,4372,4700,4876
6449,5125,4222,4659,6052,5053,4427,4309,4636,4813
5921,4596,3573,3970,4565,4004,3196,2956,3269,3326
6796,5471,4442,4838,5439,4872,4064,3825,4137,4199
7546,6222,4978,5375,6104,5409,4601,4361,4689,4865
6988,5663,4751,5147,5877,5181,4373,4134,4461,4638
7176,5851,4456,4853,5583,4887,4079,3839,4167,4343
7339,6014,4732,5129,5858,5163,4354,4115,4442,4619
