"125","126","127","128","129","130","131","132","133","134"
56116,51700,48119,55185,49291,51140,60086,68194,69175,107560
69829,65413,61832,68898,63004,64853,61567,81907,70656,104520
65052,60636,57055,64121,58227,60076,68204,77130,74446,111007
62673,58257,54677,61743,55849,57697,65825,74752,76674,113963
52055,47639,44058,51124,45230,47078,55206,64133,74450,111738
51195,46779,43199,50265,44370,46219,54347,63274,70114,107402
45710,41294,37714,44780,38885,40734,48862,57789,71316,103825
52280,47864,44283,51349,43386,45235,55432,64358,74776,107285
58616,54200,50619,57685,51791,53639,61767,70694,78485,115774
56105,51689,48108,55174,49280,51128,59257,68183,85807,115696
