"041","042","043","044","045","046","047","048","049","050"
0,1244,1467,1987,1445,1335,1758,2270,2171,1988
1453,0,751,1177,1148,1274,1996,1799,1661,1137
1630,817,0,746,724,950,1573,1368,1230,706
1988,1416,892,0,757,1123,1138,1218,1010,646
1605,1184,805,805,0,599,1014,1226,1206,1079
1290,1387,1044,1191,562,0,1071,1284,1185,1105
1743,2029,1686,1238,1204,1119,0,830,1106,1178
2236,2047,1759,1253,1394,1308,681,0,690,725
2266,1846,1550,846,1216,1295,1072,687,0,557
2083,1322,983,664,1033,1218,1052,721,727,0
