"071","072","073","074","075","076","077","078","079","080"
4901,3576,2025,2421,3625,2342,1704,1288,1674,2212
4050,2725,1174,1570,2774,1604,824,1033,1462,2000
3619,2294,1265,1747,2951,1781,1155,1420,1850,2388
3472,2148,1281,1718,3282,2112,1487,1665,2095,2633
3967,2642,1745,2114,3317,2147,1522,1787,2216,2697
4353,3028,1948,2316,3520,2350,1725,1531,1917,2460
4330,3006,2103,2540,4163,2993,2367,1984,2237,2581
4139,2814,1912,2348,3913,2743,2117,2296,2726,3070
3938,2614,1711,2148,3712,2542,1916,2095,2525,3100
3415,2090,1187,1624,3188,2018,1393,1571,2001,2539
