"051","052","053","054","055","056","057","058","059","060"
2508,2695,2544,2967,2157,3307,2427,2737,3113,3681
1691,1999,2391,2500,2036,2932,2563,2732,2812,3201
1260,1568,1960,2069,1605,2502,2132,2302,2381,2770
1200,1508,1934,2044,1580,2476,2125,2276,2356,2745
1773,1941,1864,2287,1427,2576,2001,2103,2487,3054
1831,1940,1789,2212,1352,2502,1925,2028,2412,2980
1118,1634,1483,1905,1045,2195,1618,1722,2105,2673
1028,1452,1816,2017,1420,2449,1947,2117,2329,2718
1278,1561,1919,2028,1564,2460,2091,2260,2340,2729
664,972,1362,1471,1007,1903,1534,1703,1783,2172
