"001","002","003","004","005","006","007","008","009","010"
0,613,703,841,865,877,600,1035,1181,817
785,0,818,977,1266,1525,1109,841,1234,1522
652,707,0,846,1135,1394,1220,1271,1524,1469
662,1094,647,0,378,606,1055,1311,1383,1049
1012,1168,848,448,0,820,1138,1338,1410,1076
996,1281,994,513,353,0,639,966,1011,677
549,887,977,860,803,502,0,767,926,562
1140,901,1235,1451,1182,1093,592,0,789,928
1158,1097,1431,1291,1052,904,731,536,0,806
792,1131,1220,1042,803,655,365,701,783,0
