"185","186","187","188","189","190","191","192","193","194"
27518,33086,33680,36319,39853,31893,73392,37444,26532,27812
29171,34872,35466,38105,42417,36977,78475,48535,31615,32895
27028,33345,33939,36578,40274,34833,76332,46392,29472,30752
19770,18863,29730,23447,35902,27576,69074,33127,22214,23494
20744,26538,27132,29771,33304,26448,67947,39422,21087,22367
24834,30628,31222,33861,37395,27077,68576,43512,21716,22996
25691,24271,33938,28855,40111,30066,71564,35617,24704,25984
27889,26469,38566,31053,36465,32264,73762,37815,26903,28182
27846,26426,38523,31010,36422,32221,73720,37772,26860,28140
25777,24357,36454,28941,34353,30152,71651,35703,24791,26071
