"061","062","063","064","065","066","067","068","069","070"
3363,3206,1910,1894,2384,2001,4675,2666,2273,3443
3115,3265,1992,1954,2446,2597,5001,3099,2719,3876
3405,3555,2283,2244,2736,2653,5327,3318,2926,4095
3517,3408,2112,2095,2586,2233,4907,2898,2505,3675
3544,3435,2139,2122,2613,2183,4857,2848,2455,3625
3146,3036,1740,1724,2214,1861,4535,2526,2134,3303
3060,2951,1655,1638,2129,1746,4420,2411,2018,3188
2914,2841,1545,1529,2019,2112,4586,2673,2293,3450
2903,2794,1498,1482,1972,1981,4539,2626,2246,3403
2918,2808,1512,1496,1986,1574,4247,2238,1846,3015
