"081","082","083","084","085","100","101","102","103","104"
46965,43632,41519,42524,40674,48567,17306,28476,30264,29024
39450,42619,40507,35009,39662,60760,28840,33724,34927,37398
31597,35619,29414,27156,28363,53674,28132,27125,27926,30398
28586,28872,26403,24145,25352,57797,28272,31248,32050,34522
32681,39289,30498,28240,29447,57344,27819,30790,31597,34068
27838,35599,25655,23397,24604,65048,35523,38555,39301,41772
43753,51514,41570,39312,40519,76585,47060,50031,50838,53310
25097,25383,22914,20656,21863,65879,36353,39386,40132,42603
21517,21803,19334,17076,18283,65078,35553,38586,39331,41803
30749,31035,28566,26308,27515,71530,42005,45038,45783,48255
