"165","166","167","168","169","170","171","172","173","174"
48799,58915,49334,36367,34423,44645,70146,44352,30433,35446
47910,58026,48445,34353,32409,42632,69257,42339,28420,33432
51013,61129,51548,38581,36637,46860,72361,46566,32648,37660
47696,57812,48231,45814,42501,49283,69043,51526,37608,42620
47082,57198,47617,45200,41887,48669,68429,52081,38162,43174
42531,52647,43066,40648,37336,44118,63878,51678,37759,42772
42284,52400,42819,40402,37089,43871,63632,51431,37513,42525
44065,54181,44600,42183,38870,45652,65412,54370,38293,43305
39259,49375,39794,37377,34064,40846,60606,49564,37994,43007
38128,48244,38663,36246,32933,39715,59475,48433,34521,39534
