"155","156","157","158","159","160","161","162","163","164"
2648,2815,2631,1764,2311,2624,2098,1936,1663,1486
2985,3152,2968,2101,2648,2961,2435,2273,2144,2737
2406,2573,2389,1522,2069,2382,1856,1694,1520,1890
2096,2355,2255,1349,1709,2073,1321,1181,815,1755
2038,2297,2196,1427,1651,2014,748,1095,1245,1939
2653,2662,2585,1719,2144,2507,1771,1615,1662,2372
3292,3459,3225,2358,2905,3269,2671,2509,2449,3017
3376,3386,3845,2978,3403,3556,3031,2874,2921,3632
3081,3090,3560,3015,3015,3261,2864,2769,3158,3592
2034,2044,2662,2504,2455,2214,2427,2333,2447,3030
