"105","106","107","108","109","110","111","112","113","114"
48711,49799,54759,68286,51090,44600,55621,40876,37750,34615
58407,59495,64455,77982,60785,54296,65317,50572,47445,44311
53043,54131,59091,72618,55421,48932,59953,45208,42082,38947
46316,47404,52364,65891,48694,42205,53226,38481,35354,32220
43251,44338,49298,62346,52858,39140,49680,35415,32289,29155
50442,51530,56490,69087,52820,46331,56422,42607,39480,36346
71416,72504,77463,92436,73794,67305,79771,63580,60454,57320
57373,58460,63420,65690,59751,59409,67688,53873,50746,47612
54031,55118,60078,74403,56409,56067,61738,59561,49354,46219
48259,49347,54307,56577,50637,50296,76837,46708,43582,40448
