"115","116","117","118","119","120","121","122","123","124"
41326,43999,54629,46855,56972,57664,75644,77941,53804,46385
51022,53695,64325,56550,66668,67360,85340,80024,63500,56081
45658,48331,58961,51187,61304,61996,79976,82273,58136,50717
38931,41604,52234,44459,54577,55269,73249,75546,51409,43990
35865,48650,48689,40914,51032,51724,69704,72000,47864,40445
43056,45730,55430,47655,57773,58465,76445,78742,54605,47186
64030,66704,78780,71005,81123,81815,99795,102091,77954,70535
54323,56996,66696,58921,69039,69731,87711,90008,65871,58452
52930,60707,60747,52972,63090,63782,81762,84058,59921,52502
47158,49831,75845,68070,78188,78880,96860,99157,75020,67601
