"051","052","053","054","055","056","057","058","059","060"
42911,44346,38178,40667,34274,39326,35157,40701,45504,54856
55384,56819,50651,53139,46746,51799,47630,53174,57976,67329
54292,55727,49559,52048,45655,50707,46538,52082,56885,66237
70938,72373,66205,68694,62301,67353,63184,68728,73531,82883
49987,51422,45254,47743,41350,46402,42234,47777,52580,61933
42510,43945,37777,40265,33872,38925,34756,40299,45102,54455
45197,46632,40464,42953,36560,41612,37444,42987,47790,57143
35889,39330,44058,46661,40153,45205,41037,46580,51383,60736
47965,49400,43232,45721,39328,44380,40211,45755,50558,59910
51188,52623,46455,48943,42550,47603,43434,48978,53780,63133
