"041","042","043","044","045","046","047","048","049","050"
4061,3107,3291,3548,3687,3813,4383,4171,4033,3509
2298,1681,2073,2236,2188,1826,1839,2390,2275,2195
2150,1534,1926,2089,2322,2092,2104,2566,2452,2050
1724,1156,1548,1711,1944,1850,1966,2333,2195,1672
1720,1103,1495,1658,1891,1661,1673,2135,2021,1619
4872,4951,4612,4235,4340,4107,3800,4091,4310,3799
3428,3202,2862,2486,2896,2663,2356,2647,2573,2049
3652,3730,3391,3015,3119,2827,2513,2870,3089,2578
3576,3705,3366,2990,3094,2798,2485,2846,3064,2553
3224,3302,2963,2587,2691,2458,2151,2443,2661,2150
