X__gid,cod,tipo,cveigecem,nom_mun,deleg,cveinegi,nom_reg,num_reg,uso,tipologia,valm2,distrito_centro,area,distrito1_nombre,distrito1_puntos,distrito1_area,distrito2_nombre,distrito2_puntos,distrito2_area,distrito3_nombre,distrito3_puntos,distrito3_area,distrito4_nombre,distrito4_puntos,distrito4_area,distrito5_nombre,distrito5_puntos,distrito5_area
3692,85,H1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional precario,Habitacional,NA,153,343156.1121,153,50,323732.18,173,3,19423.93,0,0,0.00,0,0,0.00,0,0,0.00
3685,75,E1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Equipamiento,Equipamiento,NA,179,549348.4403,176,27,255731.17,179,31,293617.27,0,0,0.00,0,0,0.00,0,0,0.00
3707,82,E1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Equipamiento,Equipamiento,NA,153,215495.3006,152,19,63975.17,153,45,151520.13,0,0,0.00,0,0,0.00,0,0,0.00
3669,88,H3,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional interés social,Habitacional,NA,152,102604.5654,152,67,102604.57,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1500,48,H1,93,COACALCO DE BERRIOZÁBAL,Ecatepec de Morelos,15020,Tultitlán,XIV,Habitacional precario,Habitacional,NA,142,169006.6864,142,102,169006.69,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
966,155,H1,44,AXAPUSCO,Texcoco,15016,Ecatepec,V,Habitacional precario,Habitacional,NA,171,123941.1479,171,106,123941.15,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1882,149,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,161,50137.07856,161,112,50137.08,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
891,173,H1,44,AXAPUSCO,Texcoco,15016,Ecatepec,V,Habitacional precario,Habitacional,NA,171,140831.5928,171,119,140831.59,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6602,49,H2,8,TULTITLÁN,Ecatepec de Morelos,15109,Tultitlán,XIV,Habitacional popular,Habitacional,NA,129,7279.463957,129,144,7279.46,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1003,3,E1,12,AYAPANGO,Nezahualcóyotl,15017,Amecameca,I,Equipamiento,Equipamiento,NA,206,90196.45778,206,148,90196.46,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3688,81,H1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional precario,Habitacional,NA,152,81060.19566,152,148,81060.20,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6044,85,H1,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional precario,Habitacional,NA,140,1229878.177,24,10,81991.88,140,140,1147886.30,0,0,0.00,0,0,0.00,0,0,0.00
2228,15,H4,96,ISIDRO FABELA,Naucalpan de Juárez,15038,Naucalpan,VIII,Habitacional residencial medio,Habitacional,NA,100,37983.90944,100,151,37983.91,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2219,1,H1,96,ISIDRO FABELA,Naucalpan de Juárez,15038,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,2190418.808,100,153,2190418.81,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1608,75,H3,1,CUAUTITLÁN,Naucalpan de Juárez,15024,Tultitlán,XIV,Habitacional interés social,Habitacional,NA,132,64106.35354,131,1,408.32,132,156,63698.03,0,0,0.00,0,0,0.00,0,0,0.00
6795,13,E1,122,VALLE DE CHALCO SOLIDARIDAD,Nezahualcóyotl,15122,Amecameca,I,Equipamiento,Equipamiento,NA,201,69615.34527,201,154,68285.12,202,3,1330.23,0,0,0.00,0,0,0.00,0,0,0.00
1803,185,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,161,60524.33629,161,156,59758.21,162,2,766.13,0,0,0.00,0,0,0.00,0,0,0.00
876,20,H1,44,AXAPUSCO,Texcoco,15016,Ecatepec,V,Habitacional precario,Habitacional,NA,171,701577.5412,171,160,701577.54,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
669,111,H2,81,ATENCO,Ecatepec de Morelos,15011,Texcoco,XI,Habitacional popular,Habitacional,NA,172,432242.7639,170,2,5303.59,172,161,426939.17,0,0,0.00,0,0,0.00,0,0,0.00
3554,98,H2,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Habitacional popular,Habitacional,NA,106,411969.8454,106,122,299168.58,107,46,112801.27,0,0,0.00,0,0,0.00,0,0,0.00
1922,108,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,162,42805.70231,162,171,42805.70,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2233,113,H2,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Habitacional popular,Habitacional,NA,194,251109.0849,194,171,251109.08,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1512,42,H1,93,COACALCO DE BERRIOZÁBAL,Ecatepec de Morelos,15020,Tultitlán,XIV,Habitacional precario,Habitacional,NA,143,34848.73851,143,172,34848.74,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1943,148,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,159,50316.45459,159,172,50316.45,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2633,24,H1,97,JILOTZINGO,Naucalpan de Juárez,15046,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,258516.6904,100,176,258516.69,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
741,117,H2,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,111,175208.6688,111,109,104932.66,120,73,70276.00,0,0,0.00,0,0,0.00,0,0,0.00
5470,137,H1,6,TEPOTZOTLÁN,Naucalpan de Juárez,15095,Cuautitlán Izcalli,IV,Habitacional precario,Habitacional,NA,122,635041.5907,122,182,635041.59,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6069,121,H1,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional precario,Habitacional,NA,140,731026.2183,139,25,99866.97,140,142,567244.39,149,16,63914.86,0,0,0.00,0,0,0.00
6819,17,H2,122,VALLE DE CHALCO SOLIDARIDAD,Nezahualcóyotl,15122,Amecameca,I,Habitacional popular,Habitacional,NA,201,1189014.971,201,183,1189014.97,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1228,134,H1,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Habitacional precario,Habitacional,NA,206,2577595.134,206,185,2577595.13,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1467,20,H2,85,CHIMALHUACÁN,Texcoco,15031,Chimalhuacán,III,Habitacional popular,Habitacional,NA,190,152716.0568,190,188,152716.06,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1518,23,C2,93,COACALCO DE BERRIOZÁBAL,Ecatepec de Morelos,15020,Tultitlán,XIV,Comercial medio,Comercial,NA,141,1169648.554,141,142,878783.57,142,46,284676.37,143,1,6188.62,0,0,0.00,0,0,0.00
1731,56,H2,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional popular,Habitacional,NA,128,323429.5188,128,191,323429.52,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5986,123,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,114,39841.69812,114,195,39841.70,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1354,24,H2,82,CHIAUTLA,Texcoco,15028,Texcoco,XI,Habitacional popular,Habitacional,NA,172,50969.06152,172,196,50969.06,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2878,4,I3,86,LA PAZ,Nezahualcóyotl,15070,Chimalhuacán,III,Industrial mediana,Industrial,NA,192,5464043.652,192,49,1345417.78,193,150,4118625.87,0,0,0.00,0,0,0.00,0,0,0.00
5448,15,H1,20,TEPETLIXPA,Nezahualcóyotl,15094,Amecameca,I,Habitacional precario,Habitacional,NA,207,146219.55,207,205,146219.55,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3535,69,H2,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Habitacional popular,Habitacional,NA,108,284049.147,108,206,284049.15,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5499,134,H1,6,TEPOTZOTLÁN,Naucalpan de Juárez,15095,Cuautitlán Izcalli,IV,Habitacional precario,Habitacional,NA,122,3560446.856,121,3,51851.17,122,203,3508595.69,0,0,0.00,0,0,0.00,0,0,0.00
1356,23,H2,82,CHIAUTLA,Texcoco,15028,Texcoco,XI,Habitacional popular,Habitacional,NA,172,83495.46713,172,207,83495.47,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1942,12,I3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Industrial mediana,Industrial,NA,158,6997881.888,148,2,67287.33,150,120,4037239.55,158,86,2893355.01,0,0,0.00,0,0,0.00
5904,18,H1,21,TLALMANALCO,Nezahualcóyotl,15103,Amecameca,I,Habitacional precario,Habitacional,NA,205,454097.2922,205,209,454097.29,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6029,24,I3,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Industrial mediana,Industrial,NA,113,2909642.134,110,56,779617.03,113,153,2130025.10,0,0,0.00,0,0,0.00,0,0,0.00
1921,145,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,146,84929.78451,146,210,84929.78,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1205,130,H1,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Habitacional precario,Habitacional,NA,204,1373483.691,204,209,1360464.89,205,2,13018.80,0,0,0.00,0,0,0.00,0,0,0.00
1454,5,H1,85,CHIMALHUACÁN,Texcoco,15031,Chimalhuacán,III,Habitacional precario,Habitacional,NA,190,2972594.08,185,22,308476.74,190,190,2664117.34,0,0,0.00,0,0,0.00,0,0,0.00
126,76,H1,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional precario,Habitacional,NA,171,483483.1219,171,212,478964.59,172,2,4518.53,0,0,0.00,0,0,0.00,0,0,0.00
1947,25,C2,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Comercial medio,Comercial,NA,156,55987.49446,156,216,55987.49,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1672,101,H2,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional popular,Habitacional,NA,126,173925.3955,126,144,114361.90,127,62,49239.15,128,13,10324.34,0,0,0.00,0,0,0.00
1603,31,H1,1,CUAUTITLÁN,Naucalpan de Juárez,15024,Tultitlán,XIV,Habitacional precario,Habitacional,NA,132,2040687.922,132,219,2040687.92,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1938,144,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,146,77698.8591,146,221,77698.86,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2169,42,H1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,3831485.321,100,221,3831485.32,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2056,107,H1,117,HUEYPOXTLA,Ecatepec de Morelos,15036,Zumpango,XVI,Habitacional precario,Habitacional,NA,134,549706.2465,134,222,549706.25,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1488,54,H2,93,COACALCO DE BERRIOZÁBAL,Ecatepec de Morelos,15020,Tultitlán,XIV,Habitacional popular,Habitacional,NA,141,29819.27978,141,224,29819.28,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5427,120,H1,90,TEPETLAOXTOC,Texcoco,15093,Texcoco,XI,Habitacional precario,Habitacional,NA,175,2626052.73,175,224,2626052.73,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
707,101,C3,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Comercial alto,Comercial,NA,111,155242.7747,111,228,155242.77,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1394,16,H2,83,CHICOLOAPAN,Texcoco,15029,Chimalhuacán,III,Habitacional popular,Habitacional,NA,191,600540.6751,189,118,310806.14,191,110,289734.54,0,0,0.00,0,0,0.00,0,0,0.00
6072,38,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,114,352747.8609,114,228,352747.86,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2611,18,H1,97,JILOTZINGO,Naucalpan de Juárez,15046,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,196566.0597,100,229,196566.06,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5905,22,E1,21,TLALMANALCO,Nezahualcóyotl,15103,Amecameca,I,Equipamiento,Equipamiento,NA,205,51842.1428,205,229,51842.14,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2146,75,E1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Equipamiento,Equipamiento,NA,102,180857.4551,102,231,180857.46,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4864,6,H1,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Habitacional precario,Habitacional,NA,171,717223.1473,171,231,717223.15,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1405,12,H3,83,CHICOLOAPAN,Texcoco,15029,Chimalhuacán,III,Habitacional interés social,Habitacional,NA,189,1240489.014,189,219,1170978.85,191,13,69510.16,0,0,0.00,0,0,0.00,0,0,0.00
6064,207,H3,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional interés social,Habitacional,NA,110,8084.342422,110,232,8084.34,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2178,11,H2,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional popular,Habitacional,NA,102,1081829.855,102,234,1081829.86,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
647,105,H2,81,ATENCO,Ecatepec de Morelos,15011,Texcoco,XI,Habitacional popular,Habitacional,NA,172,189355.6727,172,235,189355.67,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2200,77,E1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Equipamiento,Equipamiento,NA,102,22594.64721,102,236,22594.65,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2606,13,H1,97,JILOTZINGO,Naucalpan de Juárez,15046,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,1553753.649,100,236,1553753.65,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1477,56,H2,93,COACALCO DE BERRIOZÁBAL,Ecatepec de Morelos,15020,Tultitlán,XIV,Habitacional popular,Habitacional,NA,143,178968.089,143,237,178968.09,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1706,44,H2,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional popular,Habitacional,NA,128,177340.979,128,238,177340.98,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6810,41,H1,122,VALLE DE CHALCO SOLIDARIDAD,Nezahualcóyotl,15122,Amecameca,I,Habitacional precario,Habitacional,NA,194,72328.36822,194,238,72328.37,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2180,85,H6,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional residencial muy bueno,Habitacional,NA,102,1426048.645,100,73,435571.34,102,166,990477.30,0,0,0.00,0,0,0.00,0,0,0.00
95,72,H1,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional precario,Habitacional,NA,172,82511.03715,172,242,82511.04,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
159,62,H1,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional precario,Habitacional,NA,172,184613.7186,172,242,184613.72,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2191,82,E1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Equipamiento,Equipamiento,NA,102,318047.5607,102,243,318047.56,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1842,109,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,162,143921.3344,162,245,143921.33,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5643,125,I1,79,TEXCOCO,Texcoco,15099,Texcoco,XI,Industrial económica,Industrial,NA,172,619024.3399,172,244,616497.71,175,1,2526.63,0,0,0.00,0,0,0.00,0,0,0.00
2871,8,H2,86,LA PAZ,Nezahualcóyotl,15070,Chimalhuacán,III,Habitacional popular,Habitacional,NA,193,926335.5542,193,247,926335.55,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3729,5,H3,99,NICOLÁS ROMERO,Naucalpan de Juárez,15060,Naucalpan,VIII,Habitacional interés social,Habitacional,NA,120,252349.5467,120,247,252349.55,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5954,58,C2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Comercial medio,Comercial,NA,112,92754.63094,112,215,80737.84,113,32,12016.79,0,0,0.00,0,0,0.00,0,0,0.00
6892,27,H2,37,VILLA DEL CARBÓN,Naucalpan de Juárez,15112,Cuautitlán Izcalli,IV,Habitacional popular,Habitacional,NA,122,463116.3884,122,248,463116.39,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6065,72,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,115,302146.0685,115,250,302146.07,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1169,15,I1,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Industrial económica,Industrial,NA,206,87522.58557,206,252,87522.59,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2092,3,H2,117,HUEYPOXTLA,Ecatepec de Morelos,15036,Zumpango,XVI,Habitacional popular,Habitacional,NA,134,798560.1911,134,252,798560.19,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4087,4,H1,17,OZUMBA,Nezahualcóyotl,15068,Amecameca,I,Habitacional precario,Habitacional,NA,207,715261.4904,207,252,715261.49,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1681,137,H3,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional interés social,Habitacional,NA,123,3286118.665,123,195,2532779.21,124,58,753339.46,0,0,0.00,0,0,0.00,0,0,0.00
1739,40,I3,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Industrial mediana,Industrial,NA,128,6822700.579,125,54,1456228.58,128,199,5366472.00,0,0,0.00,0,0,0.00,0,0,0.00
153,39,H2,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional popular,Habitacional,NA,170,401189.9797,170,249,393292.54,171,5,7897.44,0,0,0.00,0,0,0.00,0,0,0.00
690,126,H1,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional precario,Habitacional,NA,111,78652.97854,111,254,78652.98,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2166,76,E1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Equipamiento,Equipamiento,NA,102,191660.8896,102,254,191660.89,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1515,34,H3,93,COACALCO DE BERRIOZÁBAL,Ecatepec de Morelos,15020,Tultitlán,XIV,Habitacional interés social,Habitacional,NA,143,453701.4509,142,3,5337.66,143,252,448363.79,0,0,0.00,0,0,0.00,0,0,0.00
700,115,H6,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional residencial muy bueno,Habitacional,NA,111,618578.9329,111,256,618578.93,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2150,47,H1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,4490459.815,100,256,4490459.82,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2183,26,H1,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional precario,Habitacional,NA,102,1078984.541,102,253,1066340.19,103,3,12644.35,0,0,0.00,0,0,0.00,0,0,0.00
854,3,H1,11,ATLAUTLA,Nezahualcóyotl,15015,Amecameca,I,Habitacional precario,Habitacional,NA,207,3557361.07,207,257,3557361.07,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1835,77,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,162,1094731.053,162,257,1094731.05,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2211,4,H1,96,ISIDRO FABELA,Naucalpan de Juárez,15038,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,2679643.484,100,258,2679643.48,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2237,36,I2,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Industrial ligera,Industrial,NA,198,143558.8876,198,259,143558.89,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1821,14,H2,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional popular,Habitacional,NA,149,2768237.405,148,54,574941.61,149,192,2044236.85,150,9,95823.60,158,5,53235.33,0,0,0.00
4677,87,H1,47,TECÁMAC,Ecatepec de Morelos,15081,Ecatepec,V,Habitacional precario,Habitacional,NA,165,295193.8755,165,260,295193.88,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6056,19,E1,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Equipamiento,Equipamiento,NA,113,1632044.884,113,252,1581828.12,114,8,50216.77,0,0,0.00,0,0,0.00,0,0,0.00
6080,127,H3,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional interés social,Habitacional,NA,115,5444.724504,113,38,795.77,115,222,4648.96,0,0,0.00,0,0,0.00,0,0,0.00
5669,18,H3,79,TEXCOCO,Texcoco,15099,Texcoco,XI,Habitacional interés social,Habitacional,NA,174,419969.2476,174,262,419969.25,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3642,3,H1,119,NEXTLALPAN,Ecatepec de Morelos,15059,Zumpango,XVI,Habitacional precario,Habitacional,NA,135,3198677.152,135,263,3198677.15,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3699,77,E1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Equipamiento,Equipamiento,NA,184,159378.7174,183,7,4225.95,184,257,155152.77,0,0,0.00,0,0,0.00,0,0,0.00
2821,9,H1,16,JUCHITEPEC,Nezahualcóyotl,15050,Amecameca,I,Habitacional precario,Habitacional,NA,206,629097.0539,206,266,629097.05,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3670,65,H3,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional interés social,Habitacional,NA,152,1082708.669,152,200,814066.67,153,66,268642.00,0,0,0.00,0,0,0.00,0,0,0.00
4914,12,H2,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Habitacional popular,Habitacional,NA,171,891849.8406,171,267,891849.84,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5980,135,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,114,922078.4403,114,176,607812.01,115,91,314266.43,0,0,0.00,0,0,0.00,0,0,0.00
3691,73,H2,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional popular,Habitacional,NA,153,219695.7268,153,244,200021.48,173,24,19674.24,0,0,0.00,0,0,0.00,0,0,0.00
3798,4,H1,45,NOPALTEPEC,Texcoco,15061,Ecatepec,V,Habitacional precario,Habitacional,NA,171,660417.7726,171,268,660417.77,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6020,145,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,112,114694.3566,112,268,114694.36,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1347,108,H2,82,CHIAUTLA,Texcoco,15028,Texcoco,XI,Habitacional popular,Habitacional,NA,172,416392.9233,172,269,416392.92,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2273,126,H4,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Habitacional residencial medio,Habitacional,NA,196,198749.7828,196,270,198749.78,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1839,103,H2,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional popular,Habitacional,NA,159,279168.0003,158,4,4120.56,159,266,274017.30,173,1,1030.14,0,0,0.00,0,0,0.00
3679,51,E1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Equipamiento,Equipamiento,NA,184,328511.6034,184,271,327303.84,185,1,1207.76,0,0,0.00,0,0,0.00,0,0,0.00
2223,6,H1,96,ISIDRO FABELA,Naucalpan de Juárez,15038,Naucalpan,VIII,Habitacional precario,Habitacional,NA,100,2779952.365,100,272,2779952.36,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4294,41,H2,46,SAN MARTÍN DE LAS PIRÁMIDES,Texcoco,15075,Ecatepec,V,Habitacional popular,Habitacional,NA,171,592363.7456,171,272,592363.75,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
585,20,H3,10,AMECAMECA,Nezahualcóyotl,15009,Amecameca,I,Habitacional interés social,Habitacional,NA,207,7788.164049,206,2,57.06,207,271,7731.11,0,0,0.00,0,0,0.00,0,0,0.00
1348,110,H1,82,CHIAUTLA,Texcoco,15028,Texcoco,XI,Habitacional precario,Habitacional,NA,172,464529.4486,172,273,464529.45,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
