X__gid,cod,tipo,cveigecem,nom_mun,deleg,cveinegi,nom_reg,num_reg,uso,tipologia,valm2,distrito_centro,area,distrito1_nombre,distrito1_puntos,distrito1_area,distrito2_nombre,distrito2_puntos,distrito2_area,distrito3_nombre,distrito3_puntos,distrito3_area,distrito4_nombre,distrito4_puntos,distrito4_area,distrito5_nombre,distrito5_puntos,distrito5_area
2250,107,H2,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Habitacional popular,Habitacional,NA,197,765142.7093,197,398,765142.71,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5925,30,H1,21,TLALMANALCO,Nezahualcóyotl,15103,Amecameca,I,Habitacional precario,Habitacional,NA,205,861986.4982,205,398,861986.50,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
7378,8,H2,115,ZUMPANGO,Ecatepec de Morelos,15120,Zumpango,XVI,Habitacional popular,Habitacional,NA,135,109692.0704,135,398,109692.07,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5178,2,H1,19,TENANGO DEL AIRE,Nezahualcóyotl,15089,Amecameca,I,Habitacional precario,Habitacional,NA,206,1894947.23,206,399,1894947.23,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5446,1,H2,20,TEPETLIXPA,Nezahualcóyotl,15094,Amecameca,I,Habitacional popular,Habitacional,NA,207,1542782.248,207,399,1542782.25,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5974,26,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,110,92762.06283,110,399,92762.06,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1876,22,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,156,461450.7938,156,400,461450.79,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4668,16,H1,47,TECÁMAC,Ecatepec de Morelos,15081,Ecatepec,V,Habitacional precario,Habitacional,NA,167,385877.2692,167,400,385877.27,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6031,114,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,114,102021.6621,113,95,24230.14,114,126,32136.82,115,179,45654.69,0,0,0.00,0,0,0.00
6811,6,E1,122,VALLE DE CHALCO SOLIDARIDAD,Nezahualcóyotl,15122,Amecameca,I,Equipamiento,Equipamiento,NA,199,309454.4362,199,400,309454.44,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
7397,186,H3,115,ZUMPANGO,Ecatepec de Morelos,15120,Zumpango,XVI,Habitacional interés social,Habitacional,NA,135,446891.5145,134,2,2234.46,135,398,444657.06,0,0,0.00,0,0,0.00,0,0,0.00
7417,150,H1,115,ZUMPANGO,Ecatepec de Morelos,15120,Zumpango,XVI,Habitacional precario,Habitacional,NA,166,98240.28724,166,400,98240.29,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1252,29,H1,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Habitacional precario,Habitacional,NA,205,2460079.874,205,401,2460079.87,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1597,49,H3,1,CUAUTITLÁN,Naucalpan de Juárez,15024,Tultitlán,XIV,Habitacional interés social,Habitacional,NA,131,1261349.291,131,401,1261349.29,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1726,65,H3,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional interés social,Habitacional,NA,127,2425877.217,112,4,24198.28,127,396,2395629.37,128,1,6049.57,0,0,0.00,0,0,0.00
2193,33,H2,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional popular,Habitacional,NA,100,4681900.479,100,401,4681900.48,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4906,15,H2,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Habitacional popular,Habitacional,NA,171,217763.6099,171,395,214505.30,300,6,3258.31,0,0,0.00,0,0,0.00,0,0,0.00
5956,221,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,113,20727.32008,110,20,1033.78,113,381,19693.54,0,0,0.00,0,0,0.00,0,0,0.00
1732,146,E1,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Equipamiento,Equipamiento,NA,123,1091010.492,123,402,1091010.49,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4704,97,H3,47,TECÁMAC,Ecatepec de Morelos,15081,Ecatepec,V,Habitacional interés social,Habitacional,NA,165,158386.3913,165,402,158386.39,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5187,5,H2,19,TENANGO DEL AIRE,Nezahualcóyotl,15089,Amecameca,I,Habitacional popular,Habitacional,NA,206,565352.8667,206,402,565352.87,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6581,11,H1,7,TULTEPEC,Ecatepec de Morelos,15108,Tultitlán,XIV,Habitacional precario,Habitacional,NA,136,343588.4852,136,398,340169.69,137,4,3418.79,0,0,0.00,0,0,0.00,0,0,0.00
5999,149,H3,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional interés social,Habitacional,NA,114,93497.15335,114,402,93497.15,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6055,11,H4,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional residencial medio,Habitacional,NA,114,1292184.557,113,1,3214.39,114,401,1288970.17,0,0,0.00,0,0,0.00,0,0,0.00
1897,76,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,162,447882.4196,162,403,447882.42,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1880,159,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,146,272212.4709,146,403,272212.47,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1953,3,H1,14,ECATZINGO,Nezahualcóyotl,15034,Amecameca,I,Habitacional precario,Habitacional,NA,207,1278819.791,207,403,1278819.79,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2256,52,H1,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Habitacional precario,Habitacional,NA,197,354086.8569,195,10,8786.27,197,393,345300.58,0,0,0.00,0,0,0.00,0,0,0.00
6047,220,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,139,40070.01219,139,401,39871.15,140,2,198.86,0,0,0.00,0,0,0.00,0,0,0.00
5377,125,H2,90,TEPETLAOXTOC,Texcoco,15093,Texcoco,XI,Habitacional popular,Habitacional,NA,172,2715889.691,172,403,2715889.69,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6011,91,E1,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Equipamiento,Equipamiento,NA,139,201448.0973,139,403,201448.10,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
90,64,H1,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional precario,Habitacional,NA,170,589065.8243,170,209,304739.50,171,1,1458.08,172,194,282868.24,0,0,0.00,0,0,0.00
866,17,H1,44,AXAPUSCO,Texcoco,15016,Ecatepec,V,Habitacional precario,Habitacional,NA,171,913841.7863,171,404,913841.79,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1167,27,H2,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Habitacional popular,Habitacional,NA,206,505152.0473,206,404,505152.05,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4671,48,H1,47,TECÁMAC,Ecatepec de Morelos,15081,Ecatepec,V,Habitacional precario,Habitacional,NA,166,1636018.373,166,404,1636018.37,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4848,140,I2,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Industrial ligera,Industrial,NA,171,2889285.664,171,404,2889285.66,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3538,111,H1,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Habitacional precario,Habitacional,NA,108,1633035.114,100,142,572570.34,107,82,330639.21,108,181,729825.57,0,0,0.00,0,0,0.00
3576,2,I3,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Industrial mediana,Industrial,NA,110,2500044.438,105,1,6172.95,110,404,2493871.49,0,0,0.00,0,0,0.00,0,0,0.00
3749,7,H1,99,NICOLÁS ROMERO,Naucalpan de Juárez,15060,Naucalpan,VIII,Habitacional precario,Habitacional,NA,121,1698952.443,100,1,4194.94,121,404,1694757.50,0,0,0.00,0,0,0.00,0,0,0.00
6013,51,H3,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional interés social,Habitacional,NA,112,68432.81292,112,405,68432.81,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5965,81,H2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,139,653818.216,139,405,653818.22,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1628,30,H1,1,CUAUTITLÁN,Naucalpan de Juárez,15024,Tultitlán,XIV,Habitacional precario,Habitacional,NA,131,1198032.566,131,406,1198032.57,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1874,165,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,147,129705.1598,147,406,129705.16,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1843,60,H4,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional residencial medio,Habitacional,NA,158,498498.2194,158,245,300817.89,162,161,197680.33,0,0,0.00,0,0,0.00,0,0,0.00
6622,16,H3,8,TULTITLÁN,Ecatepec de Morelos,15109,Tultitlán,XIV,Habitacional interés social,Habitacional,NA,129,630437.7268,129,2,3105.60,138,404,627332.12,0,0,0.00,0,0,0.00,0,0,0.00
162,14,H2,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional popular,Habitacional,NA,171,956560.2911,171,407,956560.29,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1569,5,H2,13,COCOTITLÁN,Nezahualcóyotl,15022,Amecameca,I,Habitacional popular,Habitacional,NA,206,249047.8679,205,105,64250.68,206,302,184797.19,0,0,0.00,0,0,0.00,0,0,0.00
3759,120,I2,99,NICOLÁS ROMERO,Naucalpan de Juárez,15060,Naucalpan,VIII,Industrial ligera,Industrial,NA,121,2106926.585,121,405,2096573.14,122,2,10353.45,0,0,0.00,0,0,0.00,0,0,0.00
4837,22,H1,18,TEMAMATLA,Nezahualcóyotl,15083,Amecameca,I,Habitacional precario,Habitacional,NA,206,1408748.533,206,407,1408748.53,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4852,79,H1,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Habitacional precario,Habitacional,NA,171,73382.45595,171,407,73382.46,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
7380,102,H1,115,ZUMPANGO,Ecatepec de Morelos,15120,Zumpango,XVI,Habitacional precario,Habitacional,NA,135,1321543.945,135,407,1321543.95,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
81,22,H2,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional popular,Habitacional,NA,172,1813844.374,172,408,1813844.37,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
116,31,H2,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional popular,Habitacional,NA,170,179890.5645,170,408,179890.56,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1791,147,H3,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional interés social,Habitacional,NA,146,65564.07569,146,408,65564.08,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1868,93,H2,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional popular,Habitacional,NA,169,1214176.066,161,134,398773.51,169,274,815402.55,0,0,0.00,0,0,0.00,0,0,0.00
2260,22,I2,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Industrial ligera,Industrial,NA,194,168773.9382,194,375,155123.10,195,33,13650.83,0,0,0.00,0,0,0.00,0,0,0.00
2066,8,H2,117,HUEYPOXTLA,Ecatepec de Morelos,15036,Zumpango,XVI,Habitacional popular,Habitacional,NA,134,59048.96643,134,408,59048.97,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4855,11,H1,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Habitacional precario,Habitacional,NA,171,571367.1442,171,408,571367.14,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5318,51,H1,89,TEOTIHUACÁN,Texcoco,15092,Ecatepec,V,Habitacional precario,Habitacional,NA,171,243832.4321,171,408,243832.43,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5509,141,H1,6,TEPOTZOTLÁN,Naucalpan de Juárez,15095,Cuautitlán Izcalli,IV,Habitacional precario,Habitacional,NA,122,5238535.239,121,8,102716.38,122,400,5135818.86,0,0,0.00,0,0,0.00,0,0,0.00
135,95,H3,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional interés social,Habitacional,NA,169,1732167.674,169,409,1732167.67,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
715,21,H4,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional residencial medio,Habitacional,NA,117,1180189.641,111,5,14427.75,117,404,1165761.89,0,0,0.00,0,0,0.00,0,0,0.00
4867,1,H2,48,TEMASCALAPA,Ecatepec de Morelos,15084,Ecatepec,V,Habitacional popular,Habitacional,NA,171,269512.5171,171,409,269512.52,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
864,104,H2,44,AXAPUSCO,Texcoco,15016,Ecatepec,V,Habitacional popular,Habitacional,NA,171,93407.19106,171,410,93407.19,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3571,87,H2,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Habitacional popular,Habitacional,NA,108,160970.5337,108,319,125242.93,109,91,35727.61,0,0,0.00,0,0,0.00,0,0,0.00
698,53,H4,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional residencial medio,Habitacional,NA,118,2015213.739,116,120,588383.57,117,1,4903.20,118,289,1417023.77,126,1,4903.20,0,0,0.00
2031,68,H3,3,HUEHUETOCA,Naucalpan de Juárez,15035,Cuautitlán Izcalli,IV,Habitacional interés social,Habitacional,NA,133,367742.0956,133,411,367742.10,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3682,86,E1,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Equipamiento,Equipamiento,NA,179,4128925.099,173,27,271243.25,179,345,3465886.03,183,38,381749.77,186,1,10046.05,0,0,0.00
5694,143,H1,79,TEXCOCO,Texcoco,15099,Texcoco,XI,Habitacional precario,Habitacional,NA,173,5405738.434,173,346,4550816.30,174,65,854922.14,0,0,0.00,0,0,0.00,0,0,0.00
5952,151,E1,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Equipamiento,Equipamiento,NA,115,123604.3008,115,411,123604.30,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
965,74,H1,44,AXAPUSCO,Texcoco,15016,Ecatepec,V,Habitacional precario,Habitacional,NA,171,390562.7193,171,412,390562.72,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1927,30,H2,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Habitacional popular,Habitacional,NA,147,1609448.517,147,412,1609448.52,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2170,37,H2,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional popular,Habitacional,NA,100,1728146.063,100,412,1728146.06,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2302,4,H2,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Habitacional popular,Habitacional,NA,195,443669.3521,194,37,39844.09,195,375,403825.26,0,0,0.00,0,0,0.00,0,0,0.00
2822,2,H1,16,JUCHITEPEC,Nezahualcóyotl,15050,Amecameca,I,Habitacional precario,Habitacional,NA,206,352950.4841,206,412,352950.48,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
111,86,H2,80,ACOLMAN,Ecatepec de Morelos,15002,Ecatepec,V,Habitacional popular,Habitacional,NA,171,426046.8894,171,413,426046.89,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
705,52,E1,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Equipamiento,Equipamiento,NA,116,291219.6626,116,402,283463.21,118,11,7756.46,0,0,0.00,0,0,0.00,0,0,0.00
1181,21,H2,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Habitacional popular,Habitacional,NA,203,121083.6854,203,408,119617.78,204,5,1465.90,0,0,0.00,0,0,0.00,0,0,0.00
2325,6,H2,15,IXTAPALUCA,Nezahualcóyotl,15039,Chimalhuacán,III,Habitacional popular,Habitacional,NA,195,2326196.775,194,2,11264.88,195,300,1689731.31,198,111,625200.59,0,0,0.00,0,0,0.00
4291,23,H2,46,SAN MARTÍN DE LAS PIRÁMIDES,Texcoco,15075,Ecatepec,V,Habitacional popular,Habitacional,NA,171,1657168.872,171,413,1657168.87,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5728,122,H2,79,TEXCOCO,Texcoco,15099,Texcoco,XI,Habitacional popular,Habitacional,NA,174,362716.7133,174,413,362716.71,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
7392,18,H2,115,ZUMPANGO,Ecatepec de Morelos,15120,Zumpango,XVI,Habitacional popular,Habitacional,NA,166,2010232.148,166,413,2010232.15,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1411,1,H2,84,CHICONCUAC,Texcoco,15030,Texcoco,XI,Habitacional popular,Habitacional,NA,172,1513907.846,172,414,1513907.85,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1687,149,H2,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional popular,Habitacional,NA,127,566224.6705,127,414,566224.67,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3777,105,H2,45,NOPALTEPEC,Texcoco,15061,Ecatepec,V,Habitacional popular,Habitacional,NA,171,790705.9915,171,414,790705.99,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3594,46,E1,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Equipamiento,Equipamiento,NA,102,744370.9342,101,2,3595.99,102,412,740774.94,0,0,0.00,0,0,0.00,0,0,0.00
5299,1,H2,5,TEOLOYUCAN,Naucalpan de Juárez,15091,Tultitlán,XIV,Habitacional popular,Habitacional,NA,132,638207.3829,132,414,638207.38,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5553,2,H1,120,TEQUIXQUIAC,Ecatepec de Morelos,15096,Zumpango,XVI,Habitacional precario,Habitacional,NA,134,1087158.084,134,414,1087158.08,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3697,60,H2,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional popular,Habitacional,NA,152,3145875.227,30,3,22741.27,152,332,2516700.18,153,80,606433.78,0,0,0.00,0,0,0.00
3524,105,H1,98,NAUCALPAN DE JUÁREZ,Naucalpan de Juárez,15057,Naucalpan,VIII,Habitacional precario,Habitacional,NA,108,1346945.761,108,409,1327471.85,109,1,3245.65,111,5,16228.26,0,0,0.00,0,0,0.00
3632,9,H1,119,NEXTLALPAN,Ecatepec de Morelos,15059,Zumpango,XVI,Habitacional precario,Habitacional,NA,164,105219.1093,135,35,8873.90,164,380,96345.21,0,0,0.00,0,0,0.00,0,0,0.00
3739,128,H1,99,NICOLÁS ROMERO,Naucalpan de Juárez,15060,Naucalpan,VIII,Habitacional precario,Habitacional,NA,121,1669536.894,121,231,929308.49,123,184,740228.41,0,0,0.00,0,0,0.00,0,0,0.00
5679,69,H2,79,TEXCOCO,Texcoco,15099,Texcoco,XI,Habitacional popular,Habitacional,NA,173,460071.7397,173,415,460071.74,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6078,225,H4,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Habitacional residencial medio,Habitacional,NA,139,400494.4729,139,415,400494.47,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
651,106,H1,81,ATENCO,Ecatepec de Morelos,15011,Texcoco,XI,Habitacional precario,Habitacional,NA,172,1408766.184,172,415,1405379.73,173,1,3386.46,0,0,0.00,0,0,0.00,0,0,0.00
1438,14,H2,85,CHIMALHUACÁN,Texcoco,15031,Chimalhuacán,III,Habitacional popular,Habitacional,NA,185,714580.6396,185,416,714580.64,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1572,2,H2,13,COCOTITLÁN,Nezahualcóyotl,15022,Amecameca,I,Habitacional popular,Habitacional,NA,206,725000.9034,206,416,725000.90,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1724,69,H3,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional interés social,Habitacional,NA,128,866402.7024,127,2,4165.40,128,414,862237.30,0,0,0.00,0,0,0.00,0,0,0.00
5333,8,I1,89,TEOTIHUACÁN,Texcoco,15092,Ecatepec,V,Industrial económica,Industrial,NA,171,724145.131,171,416,724145.13,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1149,17,H2,9,CHALCO,Nezahualcóyotl,15025,Amecameca,I,Habitacional popular,Habitacional,NA,202,1272997.358,202,417,1272997.36,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
4741,43,H3,47,TECÁMAC,Ecatepec de Morelos,15081,Ecatepec,V,Habitacional interés social,Habitacional,NA,166,62390.42405,166,417,62390.42,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5892,2,H2,21,TLALMANALCO,Nezahualcóyotl,15103,Amecameca,I,Habitacional popular,Habitacional,NA,205,229922.0931,205,417,229922.09,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
658,108,H1,81,ATENCO,Ecatepec de Morelos,15011,Texcoco,XI,Habitacional precario,Habitacional,NA,173,7170523.2,170,107,1835516.70,172,1,17154.36,173,310,5317852.13,0,0,0.00,0,0,0.00
1716,11,H2,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional popular,Habitacional,NA,124,1266920.605,124,418,1266920.61,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
2188,15,H6,95,HUIXQUILUCAN,Naucalpan de Juárez,15037,Naucalpan,VIII,Habitacional residencial muy bueno,Habitacional,NA,102,1016192.729,101,137,333058.38,102,281,683134.35,0,0,0.00,0,0,0.00,0,0,0.00
4707,14,I1,47,TECÁMAC,Ecatepec de Morelos,15081,Ecatepec,V,Industrial económica,Industrial,NA,167,378425.2579,165,1,905.32,167,417,377519.93,0,0,0.00,0,0,0.00,0,0,0.00
5547,6,H1,120,TEQUIXQUIAC,Ecatepec de Morelos,15096,Zumpango,XVI,Habitacional precario,Habitacional,NA,134,1543016.268,134,418,1543016.27,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
740,58,H2,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional popular,Habitacional,NA,116,2085531.317,112,1,4977.40,116,418,2080553.91,0,0,0.00,0,0,0.00,0,0,0.00
1865,137,E1,94,ECATEPEC DE MORELOS,Ecatepec de Morelos,15033,Ecatepec,V,Equipamiento,Equipamiento,NA,146,148690.2482,146,419,148690.25,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
3689,1,H2,87,NEZAHUALCÓYOTL,Nezahualcóyotl,15058,Nezahualcoyotl,IX,Habitacional popular,Habitacional,NA,180,4273965.915,180,205,2091081.18,181,150,1530059.40,182,54,550821.38,183,10,102003.96,0,0,0.00
3972,24,H2,43,OTUMBA,Texcoco,15065,Ecatepec,V,Habitacional popular,Habitacional,NA,171,48071.56629,171,419,48071.57,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6062,78,I2,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Industrial ligera,Industrial,NA,139,1344171.68,139,419,1344171.68,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
596,17,H2,10,AMECAMECA,Nezahualcóyotl,15009,Amecameca,I,Habitacional popular,Habitacional,NA,206,436190.9926,206,420,436190.99,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
711,4,H5,100,ATIZAPÁN DE ZARAGOZA,Naucalpan de Juárez,15013,Tlalnepantla,XII,Habitacional residencial bueno,Habitacional,NA,111,2652656.217,111,420,2652656.22,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1028,8,H2,12,AYAPANGO,Nezahualcóyotl,15017,Amecameca,I,Habitacional popular,Habitacional,NA,206,135377.3571,206,420,135377.36,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
1659,25,H5,121,CUAUTITLÁN IZCALLI,Naucalpan de Juárez,15121,Cuautitlán Izcalli,IV,Habitacional residencial bueno,Habitacional,NA,123,3391866.905,123,342,2761948.77,126,78,629918.14,0,0,0.00,0,0,0.00,0,0,0.00
5435,6,I1,20,TEPETLIXPA,Nezahualcóyotl,15094,Amecameca,I,Industrial económica,Industrial,NA,207,45851.41423,207,420,45851.41,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5442,14,H5,20,TEPETLIXPA,Nezahualcóyotl,15094,Amecameca,I,Habitacional residencial bueno,Habitacional,NA,207,333963.0852,207,420,333963.09,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
5400,106,H2,90,TEPETLAOXTOC,Texcoco,15093,Texcoco,XI,Habitacional popular,Habitacional,NA,175,2401825.419,172,5,28593.16,175,415,2373232.26,0,0,0.00,0,0,0.00,0,0,0.00
5709,6,H1,79,TEXCOCO,Texcoco,15099,Texcoco,XI,Habitacional precario,Habitacional,NA,172,874524.639,172,420,874524.64,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
6027,4,E1,92,TLALNEPANTLA DE BAZ,Naucalpan de Juárez,15104,Tlalnepantla,XII,Equipamiento,Equipamiento,NA,113,239460.5906,113,420,239460.59,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00
