"051","052","053","054","055","056","057","058","059","060"
22492,23927,18557,21046,13087,21637,13847,11670,23225,27080
23546,24981,19611,22100,15012,22691,14901,12724,22224,26079
28733,30168,24798,24729,20200,25579,20089,17911,18479,22335
29610,31045,25675,33780,21076,34629,20965,18788,27530,31385
26504,27911,21832,24321,17928,25632,17859,15635,31808,35663
24115,25550,20180,22669,15568,23260,15470,13293,24364,31102
36739,38174,32804,36523,28205,37372,28095,25917,30273,34128
31517,32924,26846,29334,22941,30646,22873,20649,31750,38461
29406,34100,28022,30510,24117,31822,20762,21825,32927,39638
34588,35996,29917,32406,26012,33717,25944,23720,34822,41533
