"011","012","013","014","015","016","017","018","019","020"
1526,1665,1884,1755,1643,1037,910,1078,1591,1703
1709,1849,2068,1939,1822,1221,1093,1230,1696,1887
2169,2309,2528,2399,2282,1681,1554,1722,2235,2347
2597,2737,2956,2827,2710,2109,2000,1879,2345,2603
1818,1958,2177,2048,1829,1383,1127,1100,1396,1816
1605,1745,1964,1835,1694,1117,992,528,994,1312
2408,2547,2766,2637,2521,1919,1811,1689,2091,2413
2091,2231,2450,2321,2102,1656,1400,1440,1264,1925
2268,2408,2627,2498,2279,1833,1349,1236,695,1388
2324,2376,2514,2554,2335,1888,1464,1400,800,1291
