"X__gid","cod","tipo","cveigecem","nom_mun","deleg","cveinegi","nom_reg","num_reg","uso","tipologia","valm2","distrito_centro","area","distrito1_nombre","distrito1_puntos","distrito2_nombre","distrito2_puntos","distrito3_nombre","distrito3_puntos","distrito4_nombre","distrito4_puntos","distrito5_nombre","distrito5_puntos"
652,"017","H2","081","ATENCO","Ecatepec de Morelos","15011","Texcoco","XI","Habitacional popular","Habitacional",NA,"170",42268.3922868259,"170",100,"0",0,"0",0,"0",0,"0",0
1015,"007","I2","012","AYAPANGO","Nezahualcóyotl","15017","Amecameca","I","Industrial ligera","Industrial",NA,"206",35579.3641726077,"206",100,"0",0,"0",0,"0",0,"0",0
653,"006","H2","081","ATENCO","Ecatepec de Morelos","15011","Texcoco","XI","Habitacional popular","Habitacional",NA,"173",168432.406336769,"173",100,"0",0,"0",0,"0",0,"0",0
82,"033","E1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Equipamiento","Equipamiento",NA,"170",260543.758023167,"170",100,"0",0,"0",0,"0",0,"0",0
2461,"007","H2","118","JALTENCO","Ecatepec de Morelos","15044","Zumpango","XVI","Habitacional popular","Habitacional",NA,"135",619208.443893075,"135",100,"0",0,"0",0,"0",0,"0",0
1416,"015","H2","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"186",753558.268612325,"179",1,"183",14,"185",44,"186",41,"0",0
1417,"016","H2","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"186",568247.453323857,"183",1,"186",99,"0",0,"0",0,"0",0
614,"021","H1","116","APAXCO","Ecatepec de Morelos","15010","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",64988.5975935985,"134",100,"0",0,"0",0,"0",0,"0",0
954,"110","C2","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Comercial medio","Comercial",NA,"171",58283.8338842932,"171",100,"0",0,"0",0,"0",0,"0",0
87,"063","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",139169.538417033,"171",71,"172",29,"0",0,"0",0,"0",0
1593,"076","H1","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"130",39181.6211364182,"130",100,"0",0,"0",0,"0",0,"0",0
88,"005","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"171",409011.076393541,"171",100,"0",0,"0",0,"0",0,"0",0
80,"003","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",1477321.23498502,"172",100,"0",0,"0",0,"0",0,"0",0
83,"029","E1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Equipamiento","Equipamiento",NA,"170",347973.200981443,"170",99,"172",1,"0",0,"0",0,"0",0
84,"040","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"170",385578.60585279,"169",18,"170",82,"0",0,"0",0,"0",0
89,"089","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"172",20241.863911984,"172",100,"0",0,"0",0,"0",0,"0",0
94,"045","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"169",531913.785420794,"169",85,"170",15,"0",0,"0",0,"0",0
90,"064","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"170",589065.824331833,"170",33,"171",27,"172",40,"0",0,"0",0
81,"022","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",1813844.3739045,"171",8,"172",92,"0",0,"0",0,"0",0
85,"041","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"170",613029.361066972,"169",9,"170",91,"0",0,"0",0,"0",0
93,"038","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"170",139743.037498569,"170",100,"0",0,"0",0,"0",0,"0",0
95,"072","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"172",82511.0371522861,"172",100,"0",0,"0",0,"0",0,"0",0
96,"070","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"172",167648.009937605,"172",100,"0",0,"0",0,"0",0,"0",0
97,"071","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"172",173471.412933359,"172",100,"0",0,"0",0,"0",0,"0",0
98,"069","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",248072.048251249,"172",100,"0",0,"0",0,"0",0,"0",0
957,"021","H1","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",154027.403546752,"171",100,"0",0,"0",0,"0",0,"0",0
103,"058","I2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial ligera","Industrial",NA,"170",242787.539458211,"170",91,"172",9,"0",0,"0",0,"0",0
104,"034","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"170",246857.233731399,"170",94,"171",6,"0",0,"0",0,"0",0
105,"006","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"171",416557.690566332,"171",100,"0",0,"0",0,"0",0,"0",0
124,"017","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",193553.943228794,"171",86,"172",14,"0",0,"0",0,"0",0
110,"090","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",777194.181760145,"171",6,"172",94,"0",0,"0",0,"0",0
101,"057","E1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Equipamiento","Equipamiento",NA,"170",4545.28893655958,"170",93,"171",7,"0",0,"0",0,"0",0
111,"086","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",426046.889434352,"171",100,"0",0,"0",0,"0",0,"0",0
112,"020","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",1066475.54455559,"171",98,"172",2,"0",0,"0",0,"0",0
120,"115","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"170",330541.084793213,"170",100,"0",0,"0",0,"0",0,"0",0
114,"047","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",1579585.96803483,"167",16,"171",84,"0",0,"0",0,"0",0
115,"051","I3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial mediana","Industrial",NA,"172",275844.394476005,"170",15,"172",85,"0",0,"0",0,"0",0
116,"031","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"170",179890.564454832,"170",100,"0",0,"0",0,"0",0,"0",0
121,"059","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"170",313192.885636519,"170",100,"0",0,"0",0,"0",0,"0",0
117,"001","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",1559621.14938142,"172",100,"0",0,"0",0,"0",0,"0",0
118,"106","I1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial económica","Industrial",NA,"172",1536716.67439135,"170",14,"172",86,"0",0,"0",0,"0",0
119,"048","I2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial ligera","Industrial",NA,"170",183757.64544895,"170",100,"0",0,"0",0,"0",0,"0",0
123,"009","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",1153956.70530572,"170",54,"172",46,"0",0,"0",0,"0",0
126,"076","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",483483.12190975,"171",52,"172",48,"0",0,"0",0,"0",0
127,"114","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"171",22292.4293106059,"171",100,"0",0,"0",0,"0",0,"0",0
1498,"022","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"142",750338.140516954,"137",2,"141",10,"142",88,"0",0,"0",0
128,"027","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",323721.564338474,"171",99,"172",1,"0",0,"0",0,"0",0
133,"084","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"169",166964.187660271,"169",100,"0",0,"0",0,"0",0,"0",0
152,"056","I1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial económica","Industrial",NA,"170",117044.115763642,"170",84,"171",16,"0",0,"0",0,"0",0
135,"095","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"169",1732167.67415811,"169",71,"170",27,"173",2,"0",0,"0",0
129,"019","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",1079670.02607691,"171",87,"172",13,"0",0,"0",0,"0",0
130,"016","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"171",13959.7068646327,"171",100,"0",0,"0",0,"0",0,"0",0
134,"052","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"169",1757235.16060771,"161",17,"169",82,"173",1,"0",0,"0",0
131,"077","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",819545.699756407,"171",100,"0",0,"0",0,"0",0,"0",0
132,"061","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"172",289741.596462051,"172",100,"0",0,"0",0,"0",0,"0",0
137,"008","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"172",31023.807449596,"172",100,"0",0,"0",0,"0",0,"0",0
138,"096","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",22107.8926753253,"171",100,"0",0,"0",0,"0",0,"0",0
136,"012","H4","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional residencial medio","Habitacional",NA,"172",650981.822318388,"171",6,"172",94,"0",0,"0",0,"0",0
139,"097","E1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Equipamiento","Equipamiento",NA,"171",119462.986644104,"171",100,"0",0,"0",0,"0",0,"0",0
140,"078","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",592567.699731972,"171",83,"172",17,"0",0,"0",0,"0",0
705,"052","E1","100","ATIZAPÁN DE ZARAGOZA","Naucalpan de Juárez","15013","Tlalnepantla","XII","Equipamiento","Equipamiento",NA,"116",291219.662562804,"116",60,"118",40,"0",0,"0",0,"0",0
145,"060","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"172",247503.962113133,"172",100,"0",0,"0",0,"0",0,"0",0
146,"011","H3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional interés social","Habitacional",NA,"172",134724.969769642,"172",100,"0",0,"0",0,"0",0,"0",0
141,"091","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"169",1003150.52873575,"169",97,"170",2,"173",1,"0",0,"0",0
142,"053","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"169",399522.51576751,"169",100,"0",0,"0",0,"0",0,"0",0
148,"028","C2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Comercial medio","Comercial",NA,"172",124446.506324778,"172",100,"0",0,"0",0,"0",0,"0",0
149,"026","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"172",373832.852590417,"172",100,"0",0,"0",0,"0",0,"0",0
150,"055","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"169",443038.595063803,"169",71,"170",29,"0",0,"0",0,"0",0
151,"054","I3","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial mediana","Industrial",NA,"169",622934.101529538,"168",1,"169",97,"171",2,"0",0,"0",0
153,"039","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"170",401189.979657954,"169",5,"170",95,"0",0,"0",0,"0",0
157,"093","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",961406.979795707,"171",100,"0",0,"0",0,"0",0,"0",0
1418,"003","H1","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional precario","Habitacional",NA,"186",123298.20320608,"173",5,"183",6,"186",89,"0",0,"0",0
168,"105","E1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Equipamiento","Equipamiento",NA,"171",7205.55915054446,"171",100,"0",0,"0",0,"0",0,"0",0
159,"062","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"172",184613.718626533,"172",100,"0",0,"0",0,"0",0,"0",0
1419,"039","H3","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional interés social","Habitacional",NA,"188",113582.591121743,"188",100,"0",0,"0",0,"0",0,"0",0
162,"014","H2","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",956560.291063436,"171",89,"172",11,"0",0,"0",0,"0",0
163,"079","I1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Industrial económica","Industrial",NA,"171",42856.2765329285,"171",100,"0",0,"0",0,"0",0,"0",0
620,"027","H1","116","APAXCO","Ecatepec de Morelos","15010","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",194186.277697438,"134",100,"0",0,"0",0,"0",0,"0",0
166,"092","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",11581.8781136125,"171",100,"0",0,"0",0,"0",0,"0",0
167,"094","H1","080","ACOLMAN","Ecatepec de Morelos","15002","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",9960.93923809985,"171",100,"0",0,"0",0,"0",0,"0",0
1427,"050","H2","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"186",62529.8381288443,"173",3,"186",97,"0",0,"0",0,"0",0
1881,"160","I1","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Industrial económica","Industrial",NA,"146",21008.606028019,"146",100,"0",0,"0",0,"0",0,"0",0
1882,"149","H3","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional interés social","Habitacional",NA,"161",50137.0785561502,"161",100,"0",0,"0",0,"0",0,"0",0
1791,"147","H3","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional interés social","Habitacional",NA,"146",65564.0756926686,"146",100,"0",0,"0",0,"0",0,"0",0
723,"008","I2","100","ATIZAPÁN DE ZARAGOZA","Naucalpan de Juárez","15013","Tlalnepantla","XII","Industrial ligera","Industrial",NA,"117",348192.356370127,"111",5,"116",10,"117",85,"0",0,"0",0
1792,"190","H3","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional interés social","Habitacional",NA,"146",206786.650852069,"146",83,"164",17,"0",0,"0",0,"0",0
1452,"019","H2","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"188",1408457.99986899,"188",100,"0",0,"0",0,"0",0,"0",0
622,"020","H1","116","APAXCO","Ecatepec de Morelos","15010","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",57912.3532282852,"134",84,"0",0,"0",0,"0",0,"0",0
1883,"002","H4","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional residencial medio","Habitacional",NA,"150",416854.568062857,"029",26,"150",74,"0",0,"0",0,"0",0
1793,"189","H3","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional interés social","Habitacional",NA,"161",107240.20175418,"161",89,"162",11,"0",0,"0",0,"0",0
1794,"095","H3","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional interés social","Habitacional",NA,"163",38422.9052360877,"163",82,"168",18,"0",0,"0",0,"0",0
2316,"120","I2","015","IXTAPALUCA","Nezahualcóyotl","15039","Chimalhuacán","III","Industrial ligera","Industrial",NA,"194",260727.129880479,"194",74,"195",26,"0",0,"0",0,"0",0
1453,"032","H1","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional precario","Habitacional",NA,"187",770801.056259675,"173",1,"187",99,"0",0,"0",0,"0",0
1808,"054","C1","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Comercial bajo","Comercial",NA,"163",128431.874083428,"162",50,"163",50,"0",0,"0",0,"0",0
878,"101","H1","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",248126.251840926,"171",100,"0",0,"0",0,"0",0,"0",0
1459,"026","H1","085","CHIMALHUACÁN","Texcoco","15031","Chimalhuacán","III","Habitacional precario","Habitacional",NA,"188",837326.153897305,"188",100,"0",0,"0",0,"0",0,"0",0
1499,"047","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"142",499959.161104976,"141",8,"142",92,"0",0,"0",0,"0",0
1489,"004","C2","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Comercial medio","Comercial",NA,"141",78627.2688100776,"141",86,"143",14,"0",0,"0",0,"0",0
1884,"013","H2","094","ECATEPEC DE MORELOS","Ecatepec de Morelos","15033","Ecatepec","V","Habitacional popular","Habitacional",NA,"150",524507.846211952,"139",4,"150",96,"0",0,"0",0,"0",0
1490,"012","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"141",154234.057770034,"141",100,"0",0,"0",0,"0",0,"0",0
1500,"048","H1","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"142",169006.686446233,"137",36,"142",64,"0",0,"0",0,"0",0
1622,"074","H3","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"132",230282.688068635,"131",9,"132",91,"0",0,"0",0,"0",0
612,"007","H1","116","APAXCO","Ecatepec de Morelos","15010","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",2503630.40261462,"134",100,"0",0,"0",0,"0",0,"0",0
1623,"058","C3","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Comercial alto","Comercial",NA,"130",31150.8871900655,"130",100,"0",0,"0",0,"0",0,"0",0
1624,"072","H3","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"131",44205.9435122274,"131",100,"0",0,"0",0,"0",0,"0",0
2235,"035","E1","015","IXTAPALUCA","Nezahualcóyotl","15039","Chimalhuacán","III","Equipamiento","Equipamiento",NA,"196",54762.0494715776,"196",39,"198",61,"0",0,"0",0,"0",0
1487,"010","H2","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"141",798751.44325081,"141",100,"0",0,"0",0,"0",0,"0",0
1508,"019","H4","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional residencial medio","Habitacional",NA,"142",412544.619128053,"141",4,"142",96,"0",0,"0",0,"0",0
1509,"016","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"141",342192.116467242,"141",91,"142",9,"0",0,"0",0,"0",0
616,"017","H1","116","APAXCO","Ecatepec de Morelos","15010","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",720981.206638422,"134",100,"0",0,"0",0,"0",0,"0",0
1510,"058","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"143",100327.592564095,"143",100,"0",0,"0",0,"0",0,"0",0
1511,"055","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"143",60766.7456570044,"143",100,"0",0,"0",0,"0",0,"0",0
1512,"042","H1","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"143",34848.7385054603,"143",100,"0",0,"0",0,"0",0,"0",0
1513,"039","I1","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Industrial económica","Industrial",NA,"143",199966.282762425,"143",91,"146",9,"0",0,"0",0,"0",0
1501,"045","C2","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Comercial medio","Comercial",NA,"143",229637.548202723,"141",11,"142",2,"143",87,"0",0,"0",0
1502,"046","E1","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Equipamiento","Equipamiento",NA,"143",16662.5212976653,"142",6,"143",94,"0",0,"0",0,"0",0
689,"105","H3","100","ATIZAPÁN DE ZARAGOZA","Naucalpan de Juárez","15013","Tlalnepantla","XII","Habitacional interés social","Habitacional",NA,"111",1466920.29695998,"111",83,"117",17,"0",0,"0",0,"0",0
1195,"007","H4","009","CHALCO","Nezahualcóyotl","15025","Amecameca","I","Habitacional residencial medio","Habitacional",NA,"203",69626.4841218386,"203",100,"0",0,"0",0,"0",0,"0",0
690,"126","H1","100","ATIZAPÁN DE ZARAGOZA","Naucalpan de Juárez","15013","Tlalnepantla","XII","Habitacional precario","Habitacional",NA,"111",78652.9785381735,"111",100,"0",0,"0",0,"0",0,"0",0
3529,"104","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"110",94076.6677078605,"109",18,"110",82,"0",0,"0",0,"0",0
664,"004","H2","081","ATENCO","Ecatepec de Morelos","15011","Texcoco","XI","Habitacional popular","Habitacional",NA,"170",1995232.86431216,"170",95,"172",5,"0",0,"0",0,"0",0
1514,"031","I2","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Industrial ligera","Industrial",NA,"143",189266.847377104,"141",2,"143",98,"0",0,"0",0,"0",0
885,"032","H1","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",367369.319113633,"171",100,"0",0,"0",0,"0",0,"0",0
617,"013","H1","116","APAXCO","Ecatepec de Morelos","15010","Zumpango","XVI","Habitacional precario","Habitacional",NA,"134",1096386.38568915,"134",100,"0",0,"0",0,"0",0,"0",0
670,"001","H2","081","ATENCO","Ecatepec de Morelos","15011","Texcoco","XI","Habitacional popular","Habitacional",NA,"170",1009137.7334572,"170",84,"172",16,"0",0,"0",0,"0",0
1503,"060","C3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Comercial alto","Comercial",NA,"141",192351.922797943,"138",5,"141",90,"142",5,"0",0,"0",0
1625,"029","H1","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"131",550074.758602229,"131",100,"0",0,"0",0,"0",0,"0",0
1626,"045","C2","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Comercial medio","Comercial",NA,"130",43433.0218220707,"130",62,"131",38,"0",0,"0",0,"0",0
902,"010","H1","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",1056768.30139386,"171",100,"0",0,"0",0,"0",0,"0",0
1627,"024","H2","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"130",919680.248036712,"130",69,"131",31,"0",0,"0",0,"0",0
903,"109","H2","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",196261.416851296,"171",100,"0",0,"0",0,"0",0,"0",0
1628,"030","H1","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"131",1198032.56579528,"131",100,"0",0,"0",0,"0",0,"0",0
1641,"023","H1","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"130",734616.317852038,"130",100,"0",0,"0",0,"0",0,"0",0
1516,"033","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"143",88883.7307563475,"143",85,"146",15,"0",0,"0",0,"0",0
2327,"110","H1","015","IXTAPALUCA","Nezahualcóyotl","15039","Chimalhuacán","III","Habitacional precario","Habitacional",NA,"197",477990.740872921,"197",100,"0",0,"0",0,"0",0,"0",0
924,"004","H1","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional precario","Habitacional",NA,"171",237314.070932618,"171",100,"0",0,"0",0,"0",0,"0",0
1515,"034","H3","093","COACALCO DE BERRIOZÁBAL","Ecatepec de Morelos","15020","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"143",453701.450936734,"142",36,"143",64,"0",0,"0",0,"0",0
905,"005","H2","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",359084.506002448,"171",100,"0",0,"0",0,"0",0,"0",0
1594,"025","H1","001","CUAUTITLÁN","Naucalpan de Juárez","15024","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"130",605362.017982694,"130",96,"131",3,"136",1,"0",0,"0",0
906,"006","H2","044","AXAPUSCO","Texcoco","15016","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",541258.040941113,"171",100,"0",0,"0",0,"0",0,"0",0
3573,"012","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"109",302800.556231052,"109",100,"0",0,"0",0,"0",0,"0",0
671,"015","I1","081","ATENCO","Ecatepec de Morelos","15011","Texcoco","XI","Industrial económica","Industrial",NA,"170",1165621.25965796,"170",70,"172",30,"0",0,"0",0,"0",0
