"X__gid","cod","tipo","cveigecem","nom_mun","deleg","cveinegi","nom_reg","num_reg","uso","tipologia","valm2","distrito_centro","area","distrito1_nombre","distrito1_puntos","distrito2_nombre","distrito2_puntos","distrito3_nombre","distrito3_puntos","distrito4_nombre","distrito4_puntos","distrito5_nombre","distrito5_puntos"
2871,"008","H2","086","LA PAZ","Nezahualcóyotl","15070","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"193",926335.554209161,"081",7,"193",93,"0",0,"0",0,"0",0
2872,"028","I2","086","LA PAZ","Nezahualcóyotl","15070","Chimalhuacán","III","Industrial ligera","Industrial",NA,"193",406957.879341398,"193",74,"194",21,"195",5,"0",0,"0",0
2873,"030","H2","086","LA PAZ","Nezahualcóyotl","15070","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"192",1443443.97415168,"190",6,"192",81,"193",13,"0",0,"0",0
2875,"017","H2","086","LA PAZ","Nezahualcóyotl","15070","Chimalhuacán","III","Habitacional popular","Habitacional",NA,"193",893488.441563646,"193",100,"0",0,"0",0,"0",0,"0",0
2876,"033","H3","086","LA PAZ","Nezahualcóyotl","15070","Chimalhuacán","III","Habitacional interés social","Habitacional",NA,"193",296378.69483842,"193",100,"0",0,"0",0,"0",0,"0",0
2878,"004","I3","086","LA PAZ","Nezahualcóyotl","15070","Chimalhuacán","III","Industrial mediana","Industrial",NA,"192",5464043.6523627,"081",4,"082",2,"182",2,"184",16,"185",6
3637,"032","H3","119","NEXTLALPAN","Ecatepec de Morelos","15059","Zumpango","XVI","Habitacional interés social","Habitacional",NA,"164",1204726.24273382,"135",6,"136",6,"164",88,"0",0,"0",0
3099,"005","H1","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"131",1425704.70147869,"131",81,"136",19,"0",0,"0",0,"0",0
3100,"003","H2","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"131",1440870.93681974,"131",100,"0",0,"0",0,"0",0,"0",0
3101,"007","I3","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Industrial mediana","Industrial",NA,"131",36827.1164080577,"131",100,"0",0,"0",0,"0",0,"0",0
3102,"004","H2","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"131",1561139.66088953,"131",100,"0",0,"0",0,"0",0,"0",0
3104,"008","H1","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional precario","Habitacional",NA,"131",1447415.36819436,"131",91,"136",9,"0",0,"0",0,"0",0
3105,"001","H2","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"131",2168465.22613155,"131",100,"0",0,"0",0,"0",0,"0",0
3106,"009","H3","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"131",325878.756776194,"131",90,"132",10,"0",0,"0",0,"0",0
3107,"002","H2","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional popular","Habitacional",NA,"131",1750801.07569683,"131",87,"136",13,"0",0,"0",0,"0",0
3108,"010","H3","004","MELCHOR OCAMPO","Naucalpan de Juárez","15053","Tultitlán","XIV","Habitacional interés social","Habitacional",NA,"131",79024.9042060813,"131",97,"132",3,"0",0,"0",0,"0",0
5663,"045","H3","079","TEXCOCO","Texcoco","15099","Texcoco","XI","Habitacional interés social","Habitacional",NA,"174",170065.993900578,"174",73,"175",27,"0",0,"0",0,"0",0
3780,"031","E1","045","NOPALTEPEC","Texcoco","15061","Ecatepec","V","Equipamiento","Equipamiento",NA,"171",2031439.43456831,"171",100,"0",0,"0",0,"0",0,"0",0
3781,"034","I1","045","NOPALTEPEC","Texcoco","15061","Ecatepec","V","Industrial económica","Industrial",NA,"171",105085.59599283,"171",100,"0",0,"0",0,"0",0,"0",0
3608,"050","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"108",755057.806440081,"108",81,"109",19,"0",0,"0",0,"0",0
3532,"096","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"106",602062.845380019,"105",13,"106",87,"0",0,"0",0,"0",0
3672,"067","H2","087","NEZAHUALCÓYOTL","Nezahualcóyotl","15058","Nezahualcoyotl","IX","Habitacional popular","Habitacional",NA,"153",295250.011841357,"153",100,"0",0,"0",0,"0",0,"0",0
3639,"002","H1","119","NEXTLALPAN","Ecatepec de Morelos","15059","Zumpango","XVI","Habitacional precario","Habitacional",NA,"165",188455.685367176,"165",100,"0",0,"0",0,"0",0,"0",0
3568,"113","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"109",1004336.50513917,"109",96,"110",4,"0",0,"0",0,"0",0
3569,"103","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"110",157292.002151947,"018",2,"110",98,"0",0,"0",0,"0",0
3570,"033","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"108",90450.6506653591,"108",100,"0",0,"0",0,"0",0,"0",0
3571,"087","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",160970.533747867,"108",65,"109",35,"0",0,"0",0,"0",0
3588,"019","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"110",570904.936687351,"018",8,"110",92,"0",0,"0",0,"0",0
3589,"018","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"110",211108.857514217,"110",100,"0",0,"0",0,"0",0,"0",0
3518,"031","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"101",1205158.24664358,"101",85,"102",15,"0",0,"0",0,"0",0
3668,"080","E1","087","NEZAHUALCÓYOTL","Nezahualcóyotl","15058","Nezahualcoyotl","IX","Equipamiento","Equipamiento",NA,"152",128769.409050435,"152",100,"0",0,"0",0,"0",0,"0",0
3521,"079","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",646248.606975131,"108",100,"0",0,"0",0,"0",0,"0",0
3522,"090","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"111",291967.510134671,"108",52,"111",48,"0",0,"0",0,"0",0
3787,"002","H2","045","NOPALTEPEC","Texcoco","15061","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",1024763.56347363,"171",100,"0",0,"0",0,"0",0,"0",0
3523,"082","C3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial alto","Comercial",NA,"108",221161.93143349,"108",91,"109",9,"0",0,"0",0,"0",0
3669,"088","H3","087","NEZAHUALCÓYOTL","Nezahualcóyotl","15058","Nezahualcoyotl","IX","Habitacional interés social","Habitacional",NA,"152",102604.565431732,"152",92,"155",8,"0",0,"0",0,"0",0
3670,"065","H3","087","NEZAHUALCÓYOTL","Nezahualcóyotl","15058","Nezahualcoyotl","IX","Habitacional interés social","Habitacional",NA,"152",1082708.66928597,"152",62,"153",5,"154",16,"155",17,"0",0
3789,"040","H2","045","NOPALTEPEC","Texcoco","15061","Ecatepec","V","Habitacional popular","Habitacional",NA,"171",743956.98626313,"171",100,"0",0,"0",0,"0",0,"0",0
3671,"079","C2","087","NEZAHUALCÓYOTL","Nezahualcóyotl","15058","Nezahualcoyotl","IX","Comercial medio","Comercial",NA,"153",34219.0114685618,"031",16,"152",12,"153",72,"0",0,"0",0
3551,"108","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"102",259375.077800348,"102",100,"0",0,"0",0,"0",0,"0",0
3531,"038","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"106",133859.194744872,"106",100,"0",0,"0",0,"0",0,"0",0
3512,"095","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"106",950776.180787321,"104",1,"106",71,"107",28,"0",0,"0",0
3516,"085","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",140536.339306068,"108",100,"0",0,"0",0,"0",0,"0",0
3514,"115","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",526077.209240047,"108",98,"109",2,"0",0,"0",0,"0",0
3520,"084","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"109",974579.993988266,"108",36,"109",64,"0",0,"0",0,"0",0
3533,"052","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"109",606324.114328871,"109",98,"110",2,"0",0,"0",0,"0",0
3524,"105","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"108",1346945.7605905,"108",98,"111",2,"0",0,"0",0,"0",0
3527,"072","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",677909.580805808,"108",100,"0",0,"0",0,"0",0,"0",0
3525,"045","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"108",1962614.38140775,"108",61,"109",38,"0",0,"0",0,"0",0
3526,"091","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",622043.634331827,"108",73,"109",27,"0",0,"0",0,"0",0
3528,"032","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"109",724350.892178911,"109",100,"0",0,"0",0,"0",0,"0",0
3534,"017","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"104",619771.458995475,"102",12,"103",3,"104",85,"0",0,"0",0
3535,"069","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",284049.14700551,"108",100,"0",0,"0",0,"0",0,"0",0
3536,"039","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"107",1068034.87841941,"100",4,"106",7,"107",89,"0",0,"0",0
3552,"007","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"105",750415.466459093,"105",47,"106",30,"109",11,"110",12,"0",0
4702,"093","H2","047","TECÁMAC","Ecatepec de Morelos","15081","Ecatepec","V","Habitacional popular","Habitacional",NA,"163",1684334.59243451,"163",41,"164",46,"165",4,"167",1,"168",8
3537,"106","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"108",3317093.43562627,"108",100,"0",0,"0",0,"0",0,"0",0
3553,"009","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"106",802225.544206017,"106",61,"108",39,"0",0,"0",0,"0",0
4703,"110","H2","047","TECÁMAC","Ecatepec de Morelos","15081","Ecatepec","V","Habitacional popular","Habitacional",NA,"166",400119.78104198,"166",100,"0",0,"0",0,"0",0,"0",0
3538,"111","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"108",1633035.11445401,"100",28,"107",41,"108",31,"0",0,"0",0
3539,"100","C2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial medio","Comercial",NA,"103",118851.487588307,"102",39,"103",61,"0",0,"0",0,"0",0
3673,"063","H4","087","NEZAHUALCÓYOTL","Nezahualcóyotl","15058","Nezahualcoyotl","IX","Habitacional residencial medio","Habitacional",NA,"152",766576.250534482,"030",2,"152",89,"155",9,"0",0,"0",0
3540,"092","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"110",4909385.75380339,"109",59,"110",37,"112",4,"0",0,"0",0
3549,"029","I3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Industrial mediana","Industrial",NA,"105",89328.6371198293,"105",100,"0",0,"0",0,"0",0,"0",0
3609,"035","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"107",521964.086874613,"100",14,"107",86,"0",0,"0",0,"0",0
3545,"015","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"103",1756096.10041147,"102",43,"103",55,"104",2,"0",0,"0",0
3546,"083","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"108",405178.891446492,"108",100,"0",0,"0",0,"0",0,"0",0
3550,"003","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"105",364234.232217427,"102",5,"105",95,"0",0,"0",0,"0",0
3604,"011","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"106",836195.564630577,"105",7,"106",57,"108",1,"109",34,"110",1
3547,"130","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"108",1839830.655836,"108",98,"111",2,"0",0,"0",0,"0",0
3548,"005","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"102",1228542.14850916,"102",64,"105",36,"0",0,"0",0,"0",0
4704,"097","H3","047","TECÁMAC","Ecatepec de Morelos","15081","Ecatepec","V","Habitacional interés social","Habitacional",NA,"165",158386.391340081,"165",91,"167",9,"0",0,"0",0,"0",0
3554,"098","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"106",411969.845406051,"104",2,"105",3,"106",61,"107",34,"0",0
3555,"021","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"110",449691.574595625,"017",17,"110",83,"0",0,"0",0,"0",0
3556,"071","C3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial alto","Comercial",NA,"109",133905.758624553,"108",30,"109",70,"0",0,"0",0,"0",0
3557,"066","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"109",682187.298863777,"108",11,"109",89,"0",0,"0",0,"0",0
3558,"023","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"104",734491.172906944,"102",11,"104",88,"107",1,"0",0,"0",0
3559,"109","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"107",5775817.83658196,"100",44,"102",5,"104",22,"107",29,"0",0
3560,"026","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"107",572153.159046781,"100",2,"104",45,"107",53,"0",0,"0",0
3566,"110","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"107",1393126.41504572,"100",1,"107",53,"108",46,"0",0,"0",0
4825,"012","H2","018","TEMAMATLA","Nezahualcóyotl","15083","Amecameca","I","Habitacional popular","Habitacional",NA,"206",367179.913551237,"206",100,"0",0,"0",0,"0",0,"0",0
4719,"064","H4","047","TECÁMAC","Ecatepec de Morelos","15081","Ecatepec","V","Habitacional residencial medio","Habitacional",NA,"165",118914.274750576,"164",20,"165",80,"0",0,"0",0,"0",0
3561,"062","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"100",1727901.94795385,"100",100,"0",0,"0",0,"0",0,"0",0
3567,"093","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"110",1964265.27385362,"109",5,"110",95,"0",0,"0",0,"0",0
3572,"061","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"100",606570.795828767,"100",100,"0",0,"0",0,"0",0,"0",0
3574,"094","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"109",810277.24002668,"109",98,"110",2,"0",0,"0",0,"0",0
3575,"089","H1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional precario","Habitacional",NA,"109",211153.339585101,"106",7,"109",93,"0",0,"0",0,"0",0
3576,"002","I3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Industrial mediana","Industrial",NA,"110",2500044.43840494,"017",1,"018",12,"102",1,"105",19,"109",1
3577,"024","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"110",169575.289819864,"102",23,"105",11,"110",66,"0",0,"0",0
3578,"025","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"105",327711.96625655,"102",7,"105",74,"110",19,"0",0,"0",0
3605,"014","C2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial medio","Comercial",NA,"109",394401.068578385,"106",5,"109",89,"110",6,"0",0,"0",0
3579,"051","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"108",1208164.98206415,"106",25,"108",62,"109",13,"0",0,"0",0
3580,"080","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"108",2604326.3454012,"106",2,"107",6,"108",92,"0",0,"0",0
3581,"027","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"106",1757588.60786056,"104",2,"105",3,"106",28,"107",60,"108",7
3582,"037","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"106",316051.884952195,"106",89,"108",11,"0",0,"0",0,"0",0
3606,"048","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"109",1229108.43879133,"108",5,"109",94,"111",1,"0",0,"0",0
3584,"042","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"109",703590.331634313,"108",9,"109",91,"0",0,"0",0,"0",0
3585,"013","C2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial medio","Comercial",NA,"109",117537.603939071,"108",9,"109",91,"0",0,"0",0,"0",0
3586,"088","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"110",265754.923571727,"018",17,"110",83,"0",0,"0",0,"0",0
3607,"001","C3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial alto","Comercial",NA,"109",82617.7651823973,"109",100,"0",0,"0",0,"0",0,"0",0
3587,"076","C3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial alto","Comercial",NA,"110",471779.652586225,"109",24,"110",76,"0",0,"0",0,"0",0
3590,"099","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"105",978120.330896934,"105",64,"106",36,"0",0,"0",0,"0",0
3600,"040","H6","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial muy bueno","Habitacional",NA,"101",452093.277207667,"101",80,"102",20,"0",0,"0",0,"0",0
3592,"004","I3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Industrial mediana","Industrial",NA,"105",2381855.75926823,"102",4,"105",66,"106",24,"110",6,"0",0
3593,"010","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"106",208499.813313872,"106",65,"108",34,"109",1,"0",0,"0",0
3594,"046","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"102",744370.934212011,"101",20,"102",80,"0",0,"0",0,"0",0
3591,"097","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"107",2549038.12834779,"100",1,"102",1,"103",22,"104",42,"105",10
3599,"047","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"101",291172.056078123,"058",28,"101",71,"102",1,"0",0,"0",0
3602,"112","C2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial medio","Comercial",NA,"100",697197.871193456,"100",74,"108",26,"0",0,"0",0,"0",0
3603,"116","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"103",295595.990150957,"102",24,"103",61,"104",15,"0",0,"0",0
5900,"034","I1","021","TLALMANALCO","Nezahualcóyotl","15103","Amecameca","I","Industrial económica","Industrial",NA,"205",78648.4768153112,"205",100,"0",0,"0",0,"0",0,"0",0
3598,"060","H5","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial bueno","Habitacional",NA,"100",3062942.98281748,"100",100,"0",0,"0",0,"0",0,"0",0
3610,"008","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"103",1830147.84550148,"102",16,"103",49,"104",25,"105",9,"107",1
3611,"028","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"104",604789.956098712,"103",32,"104",57,"105",11,"0",0,"0",0
3622,"044","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"101",186456.472680587,"058",3,"101",84,"102",13,"0",0,"0",0
3612,"006","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"105",868674.417519789,"102",1,"103",7,"105",92,"0",0,"0",0
3613,"107","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"102",3431130.12017542,"058",1,"101",5,"102",72,"103",3,"105",19
3615,"034","H6","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial muy bueno","Habitacional",NA,"102",611609.177561156,"101",3,"102",96,"103",1,"0",0,"0",0
3620,"086","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"108",679044.912855105,"108",82,"109",18,"0",0,"0",0,"0",0
3623,"022","C3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Comercial alto","Comercial",NA,"110",165644.530988499,"016",12,"102",30,"110",58,"0",0,"0",0
3616,"030","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"102",1071530.10662469,"101",8,"102",87,"103",5,"0",0,"0",0
3618,"043","H3","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional interés social","Habitacional",NA,"058",68651.8712568209,"058",76,"101",23,"0",0,"0",0,"0",0
3624,"049","E1","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Equipamiento","Equipamiento",NA,"110",1068807.9777586,"018",1,"110",99,"0",0,"0",0,"0",0
3625,"102","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"110",125548.025592131,"016",13,"017",15,"110",72,"0",0,"0",0
3626,"016","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"103",1015155.52331403,"102",18,"103",81,"104",1,"0",0,"0",0
3627,"020","H2","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional popular","Habitacional",NA,"110",458988.86149049,"017",18,"018",16,"110",66,"0",0,"0",0
3628,"101","H4","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial medio","Habitacional",NA,"101",139061.477492632,"058",15,"101",85,"0",0,"0",0,"0",0
3634,"014","H1","119","NEXTLALPAN","Ecatepec de Morelos","15059","Zumpango","XVI","Habitacional precario","Habitacional",NA,"165",580220.723177205,"165",100,"0",0,"0",0,"0",0,"0",0
3642,"003","H1","119","NEXTLALPAN","Ecatepec de Morelos","15059","Zumpango","XVI","Habitacional precario","Habitacional",NA,"135",3198677.15152053,"135",100,"0",0,"0",0,"0",0,"0",0
3629,"068","H6","098","NAUCALPAN DE JUÁREZ","Naucalpan de Juárez","15057","Naucalpan","VIII","Habitacional residencial muy bueno","Habitacional",NA,"101",1825512.65086893,"058",34,"101",64,"102",2,"0",0,"0",0
3631,"033","H1","119","NEXTLALPAN","Ecatepec de Morelos","15059","Zumpango","XVI","Habitacional precario","Habitacional",NA,"164",139387.182395875,"135",12,"164",88,"0",0,"0",0,"0",0
