X__gid,cod,tipo,cveinegi,tipologia,distrito,area
1405,12,H3,15029,Habitacional,NA,1240489.014
1406,37,A2,15029,Agrícola,NA,2903005.507
1414,6,H2,15030,Habitacional,NA,419007.9847
1415,5,H1,15030,Habitacional,NA,378580.2985
1407,13,H1,15029,Habitacional,NA,1766770.043
1430,23,H1,15031,Habitacional,NA,1890031.719
1408,4,H1,15030,Habitacional,NA,678204.253
1409,8,H1,15030,Habitacional,NA,479787.5516
1410,2,H1,15030,Habitacional,NA,1537124.6
1411,1,H2,15030,Habitacional,NA,1513907.846
1412,3,H1,15030,Habitacional,NA,1507772.609
1437,43,H1,15031,Habitacional,NA,3729611.134
1420,1,H2,15031,Habitacional,NA,3452812.609
1421,55,E1,15031,Equipamiento,NA,75097.59794
1422,34,H1,15031,Habitacional,NA,472101.1652
1423,31,E1,15031,Equipamiento,NA,79910.245
1424,10,H2,15031,Habitacional,NA,2061739.541
1425,24,I2,15031,Industrial,NA,446833.1567
1426,56,H3,15031,Habitacional,NA,13920.96065
1431,9,H1,15031,Habitacional,NA,1801300.134
1432,8,H2,15031,Habitacional,NA,194612.1081
1433,18,H2,15031,Habitacional,NA,1303819.517
1434,36,H2,15031,Habitacional,NA,631903.0265
1435,54,E1,15031,Equipamiento,NA,59131.32727
1436,2,H2,15031,Habitacional,NA,676266.2069
1438,14,H2,15031,Habitacional,NA,714580.6396
1439,52,E1,15031,Equipamiento,NA,37186.51463
1440,41,H1,15031,Habitacional,NA,850053.9566
1441,4,H2,15031,Habitacional,NA,3747016.924
1442,38,H2,15031,Habitacional,NA,393741.7932
1443,44,H1,15031,Habitacional,NA,2566547.151
1448,35,H2,15031,Habitacional,NA,991520.3062
1449,47,E1,15031,Equipamiento,NA,201409.8142
1444,28,H2,15031,Habitacional,NA,1487335.178
1445,53,E1,15031,Equipamiento,NA,83406.60753
1461,11,H1,15031,Habitacional,NA,878986.0666
1462,33,H1,15031,Habitacional,NA,208685.7004
1463,49,H1,15031,Habitacional,NA,100444.8761
1446,51,B1,15031,Agostadero,NA,2082807.447
1447,17,A4,15031,Agrícola,NA,850968.8445
6813,20,H2,15122,Habitacional,NA,376066.3284
1450,37,H2,15031,Habitacional,NA,899509.5326
1451,13,H2,15031,Habitacional,NA,1514710.669
1454,5,H1,15031,Habitacional,NA,2972594.08
1455,30,H1,15031,Habitacional,NA,200038.4657
1456,48,E1,15031,Equipamiento,NA,4420763.451
1457,45,H2,15031,Habitacional,NA,603746.3745
1458,22,H3,15031,Habitacional,NA,17674.89946
1488,54,H2,15020,Habitacional,NA,29819.27978
1460,27,H1,15031,Habitacional,NA,333079.5987
1477,56,H2,15020,Habitacional,NA,178968.089
1464,42,H1,15031,Habitacional,NA,2616164.438
1465,40,H1,15031,Habitacional,NA,403590.8824
1466,25,H2,15031,Habitacional,NA,478657.798
1467,20,H2,15031,Habitacional,NA,152716.0568
1468,7,L2,15031,Especial,NA,1010839.148
1469,12,H2,15031,Habitacional,NA,1310975.557
1470,59,H3,15020,Habitacional,NA,104843.8912
1471,40,E1,15020,Equipamiento,NA,130977.5183
1472,24,H3,15020,Habitacional,NA,73612.15119
1473,5,H3,15020,Habitacional,NA,187660.8542
1474,26,I1,15020,Industrial,NA,90736.46159
1475,52,A1,15020,Agrícola,NA,375644.9906
1476,57,H3,15020,Habitacional,NA,1715649.639
1478,35,H3,15020,Habitacional,NA,2484696.188
1479,51,H1,15020,Habitacional,NA,131386.3407
1480,8,H3,15020,Habitacional,NA,322050.6071
1481,17,E1,15020,Equipamiento,NA,407779.1302
1482,20,H3,15020,Habitacional,NA,948217.0556
1483,43,H1,15020,Habitacional,NA,74731.95902
1484,41,H3,15020,Habitacional,NA,481114.6883
1485,13,H4,15020,Habitacional,NA,65966.69957
1486,2,H3,15020,Habitacional,NA,445873.8562
1491,7,H4,15020,Habitacional,NA,739357.7562
1492,49,E1,15020,Equipamiento,NA,18453.9806
1493,3,H3,15020,Habitacional,NA,299426.9915
1494,50,E1,15020,Equipamiento,NA,10289.69398
1495,1,H2,15020,Habitacional,NA,1623937.216
1496,53,H3,15020,Habitacional,NA,234933.3518
1497,6,C2,15020,Comercial,NA,182855.7091
1517,32,H2,15020,Habitacional,NA,1245076.11
1504,71,L3,15020,Especial,NA,11212636.68
1505,70,B1,15020,Agostadero,NA,806303.0954
1506,61,C3,15020,Comercial,NA,31557.17926
1507,14,E1,15020,Equipamiento,NA,772610.0402
1518,23,C2,15020,Comercial,NA,1169648.554
1519,25,H4,15020,Habitacional,NA,3289867.744
1520,44,E1,15020,Equipamiento,NA,35663.60528
1570,11,A4,15022,Agrícola,NA,2735209.175
1814,43,H3,15033,Habitacional,NA,284682.0341
1571,3,H1,15022,Habitacional,NA,268921.6254
1595,10,H2,15024,Habitacional,NA,202827.6754
1572,2,H2,15022,Habitacional,NA,725000.9034
3654,15,H1,15059,Habitacional,NA,1576261.894
1596,67,C2,15024,Comercial,NA,66311.50212
1597,49,H3,15024,Habitacional,NA,1261349.291
1573,1,H2,15022,Habitacional,NA,786190.7682
1603,31,H1,15024,Habitacional,NA,2040687.922
1815,3,H2,15033,Habitacional,NA,843282.5818
1604,17,A1,15024,Agrícola,NA,834588.0473
1605,15,H2,15024,Habitacional,NA,875964.2182
1606,44,H3,15024,Habitacional,NA,891975.3962
1607,60,H1,15024,Habitacional,NA,10877.67305
1608,75,H3,15024,Habitacional,NA,64106.35354
1609,22,E1,15024,Equipamiento,NA,67649.59532
1565,10,A4,15022,Agrícola,NA,2353582.901
1610,36,A1,15024,Agrícola,NA,736074.8934
1611,52,H4,15024,Habitacional,NA,14896.37785
1612,9,H4,15024,Habitacional,NA,602704.9546
1816,116,E1,15033,Equipamiento,NA,50845.62548
1613,62,H3,15024,Habitacional,NA,1006043.223
1614,69,H1,15024,Habitacional,NA,205292.0577
1566,6,A4,15022,Agrícola,NA,275206.8723
1567,8,H1,15022,Habitacional,NA,398025.1456
1568,4,H2,15022,Habitacional,NA,444124.9547
1579,5,H2,15023,Habitacional,NA,793270.8077
1569,5,H2,15022,Habitacional,NA,249047.8679
1615,68,I2,15024,Industrial,NA,570284.7675
1631,37,A1,15024,Agrícola,NA,1528688.383
1578,1,H2,15023,Habitacional,NA,1671776.91
1574,13,A4,15022,Agrícola,NA,1133796.333
1616,38,H1,15024,Habitacional,NA,892842.907
1575,14,E1,15022,Equipamiento,NA,972711.3162
1576,9,H1,15022,Habitacional,NA,81816.7565
1577,6,H2,15023,Habitacional,NA,605695.5669
1590,6,I3,15024,Industrial,NA,691738.0845
1617,35,A1,15024,Agrícola,NA,886084.2443
1618,40,H3,15024,Habitacional,NA,283872.0253
1619,61,H3,15024,Habitacional,NA,7387.053453
1580,8,A1,15023,Agrícola,NA,1892033.197
1581,2,H1,15023,Habitacional,NA,1122730.39
1582,7,H1,15023,Habitacional,NA,1431155.606
1591,5,H4,15024,Habitacional,NA,434478.1515
1620,47,H4,15024,Habitacional,NA,196000.1629
1621,63,H3,15024,Habitacional,NA,210568.5536
1583,3,H1,15023,Habitacional,NA,1697776.117
1584,4,H1,15023,Habitacional,NA,3096177.457
1585,73,H1,15024,Habitacional,NA,156349.1924
1586,7,H2,15024,Habitacional,NA,166039.9941
1587,71,H3,15024,Habitacional,NA,42820.97736
1588,66,C2,15024,Comercial,NA,618514.8519
1589,46,H3,15024,Habitacional,NA,32498.14576
1592,53,H3,15024,Habitacional,NA,384787.3887
1599,26,H1,15024,Habitacional,NA,288982.5662
1600,64,H3,15024,Habitacional,NA,148598.1714
1601,70,H1,15024,Habitacional,NA,419754.9732
1629,4,H3,15024,Habitacional,NA,1055105.263
1630,12,I3,15024,Industrial,NA,308901.8886
1634,14,H1,15024,Habitacional,NA,764598.6015
1635,65,C2,15024,Comercial,NA,115382.5286
1636,13,H1,15024,Habitacional,NA,252690.7234
1637,48,H3,15024,Habitacional,NA,448365.4132
1638,28,H1,15024,Habitacional,NA,224193.7538
1639,27,H1,15024,Habitacional,NA,1412710.33
1640,2,H3,15024,Habitacional,NA,476820.6192
1817,115,H3,15033,Habitacional,NA,316279.879
1644,34,A1,15024,Agrícola,NA,8009921.181
1645,100,H2,15024,Habitacional,NA,126454.0651
1646,20,E1,15024,Equipamiento,NA,40480.04274
1662,67,H2,15121,Habitacional,NA,683659.7471
1647,8,H4,15024,Habitacional,NA,300455.0219
1648,11,I2,15024,Industrial,NA,524894.1741
1649,59,C2,15024,Comercial,NA,28322.51948
1650,55,H3,15024,Habitacional,NA,60123.44637
1651,51,H4,15024,Habitacional,NA,24510.20607
1652,57,H3,15024,Habitacional,NA,37246.68809
1653,42,H3,15024,Habitacional,NA,20355.23244
1654,18,E1,15024,Equipamiento,NA,32135.50411
1655,1,H2,15024,Habitacional,NA,708269.462
1656,21,E1,15024,Equipamiento,NA,24635.53038
1659,25,H5,15121,Habitacional,NA,3391866.905
1660,167,I3,15121,Industrial,NA,4313841.345
1724,69,H3,15121,Habitacional,NA,866402.7024
1661,103,C3,15121,Comercial,NA,630085.0565
1818,166,H3,15033,Habitacional,NA,278468.1607
1663,43,H2,15121,Habitacional,NA,1417561.807
1664,152,H2,15121,Habitacional,NA,833813.172
1665,48,H3,15121,Habitacional,NA,76687.41017
1666,154,H3,15121,Habitacional,NA,475043.322
1667,155,H2,15121,Habitacional,NA,795981.1076
1668,47,H3,15121,Habitacional,NA,450852.8493
1725,148,H2,15121,Habitacional,NA,356871.2654
1674,145,L3,15121,Especial,NA,2014470.933
1675,27,H2,15121,Habitacional,NA,2748243.703
1693,36,H3,15121,Habitacional,NA,878628.3116
1676,139,H1,15121,Habitacional,NA,1199579.821
1677,142,E1,15121,Equipamiento,NA,1501825.845
1678,49,H2,15121,Habitacional,NA,1313561.161
1679,151,H2,15121,Habitacional,NA,536457.5183
1680,124,H4,15121,Habitacional,NA,101949.7557
1689,22,H2,15121,Habitacional,NA,2394193.033
1681,137,H3,15121,Habitacional,NA,3286118.665
1682,162,H4,15121,Habitacional,NA,193343.2685
1683,5,H4,15121,Habitacional,NA,288292.0322
1684,28,H3,15121,Habitacional,NA,1497004.069
1690,150,H2,15121,Habitacional,NA,233066.7304
1685,51,H2,15121,Habitacional,NA,2870035.274
1686,153,I2,15121,Industrial,NA,72146.33328
1687,149,H2,15121,Habitacional,NA,566224.6705
1694,166,C3,15121,Comercial,NA,174532.7132
1859,47,H3,15033,Habitacional,NA,163102.9213
1688,6,H2,15121,Habitacional,NA,403337.4388
1691,24,H3,15121,Habitacional,NA,1505412.789
1692,111,H3,15121,Habitacional,NA,2173774.48
1695,133,A1,15121,Agrícola,NA,3699771.078
1696,147,H2,15121,Habitacional,NA,1335719.368
1701,3,H3,15121,Habitacional,NA,47717.46702
1873,113,E1,15033,Equipamiento,NA,37355.52198
1697,1,H4,15121,Habitacional,NA,3709737.062
1698,60,H2,15121,Habitacional,NA,1480861.211
1699,18,I3,15121,Industrial,NA,5253262.638
1713,112,A1,15121,Agrícola,NA,934221.8494
1709,135,E1,15121,Equipamiento,NA,918413.6455
1710,143,H4,15121,Habitacional,NA,2247778.365
1711,34,H2,15121,Habitacional,NA,1304668.684
1714,29,H2,15121,Habitacional,NA,2469922.549
1715,130,H3,15121,Habitacional,NA,507840.5158
1716,11,H2,15121,Habitacional,NA,1266920.605
1717,140,H2,15121,Habitacional,NA,902999.1509
1720,37,H3,15121,Habitacional,NA,1080100.078
1726,65,H3,15121,Habitacional,NA,2425877.217
1727,72,A1,15121,Agrícola,NA,521377.5002
1728,122,A1,15121,Agrícola,NA,1958130.287
1729,15,H4,15121,Habitacional,NA,232606.8564
1730,14,C3,15121,Comercial,NA,359680.8606
1731,56,H2,15121,Habitacional,NA,323429.5188
1732,146,E1,15121,Equipamiento,NA,1091010.492
1733,144,H4,15121,Habitacional,NA,2559421.427
1734,159,I2,15121,Industrial,NA,59982.58936
1735,74,E1,15121,Equipamiento,NA,299564.6381
1736,62,H2,15121,Habitacional,NA,30472.23262
1737,53,H2,15121,Habitacional,NA,77222.93981
1738,132,A1,15121,Agrícola,NA,10492957.27
1874,165,H3,15033,Habitacional,NA,129705.1598
1845,36,H2,15033,Habitacional,NA,1093122.775
1739,40,I3,15121,Industrial,NA,6822700.579
1740,54,H5,15121,Habitacional,NA,85023.11857
1741,157,E1,15121,Equipamiento,NA,94884.03729
1846,56,H2,15033,Habitacional,NA,461223.6683
1847,182,H3,15033,Habitacional,NA,101456.8404
1848,178,E1,15033,Equipamiento,NA,155933.4456
1849,118,H3,15033,Habitacional,NA,4364154.946
1850,50,C2,15033,Comercial,NA,266688.6239
1900,18,C2,15033,Comercial,NA,194585.5284
1795,167,H2,15033,Habitacional,NA,730779.7643
1851,164,H2,15033,Habitacional,NA,2094425.049
1796,138,E1,15033,Equipamiento,NA,55026.22202
1797,139,H4,15033,Habitacional,NA,160282.8258
1798,170,H3,15033,Habitacional,NA,116596.3083
1852,7,H3,15033,Habitacional,NA,411236.7407
1853,6,H2,15033,Habitacional,NA,525720.9306
1854,111,E1,15033,Equipamiento,NA,473787.0966
1799,191,B1,15033,Agostadero,NA,290347.738
1855,5,H4,15033,Habitacional,NA,1441713.56
1856,194,G1,15033,Eriazo,NA,159987.7346
1857,153,E1,15033,Equipamiento,NA,44641.50398
1875,162,H2,15033,Habitacional,NA,2207200.651
3655,18,A2,15059,Agrícola,NA,5800519.34
1876,22,H3,15033,Habitacional,NA,461450.7938
1820,44,H2,15033,Habitacional,NA,4345468.776
1800,32,H4,15033,Habitacional,NA,431309.9293
3656,7,H1,15059,Habitacional,NA,689423.4255
1821,14,H2,15033,Habitacional,NA,2768237.405
1822,29,I3,15033,Industrial,NA,959606.4888
1823,87,H3,15033,Habitacional,NA,227391.609
1896,24,H2,15033,Habitacional,NA,3200669.748
1801,188,H3,15033,Habitacional,NA,180062.3578
1897,76,H3,15033,Habitacional,NA,447882.4196
1885,101,H2,15033,Habitacional,NA,201808.4307
1827,16,H2,15033,Habitacional,NA,1952921.806
1828,105,H2,15033,Habitacional,NA,230114.7544
1829,150,E1,15033,Equipamiento,NA,15193.93716
1802,143,H3,15033,Habitacional,NA,168390.8812
1803,185,H3,15033,Habitacional,NA,60524.33629
1804,52,H3,15033,Habitacional,NA,15038.1235
1830,151,I2,15033,Industrial,NA,46058.52992
1831,55,H3,15033,Habitacional,NA,276577.0344
1832,125,H3,15033,Habitacional,NA,48803.72607
1833,122,E1,15033,Equipamiento,NA,121310.334
1805,177,H3,15033,Habitacional,NA,113871.844
1834,15,H2,15033,Habitacional,NA,1251751.842
1806,39,H2,15033,Habitacional,NA,901378.2073
1807,53,E1,15033,Equipamiento,NA,51426.95604
1835,77,H3,15033,Habitacional,NA,1094731.053
1836,129,I1,15033,Industrial,NA,325550.1816
1824,192,B1,15033,Agostadero,NA,18270632.51
1825,135,H3,15033,Habitacional,NA,37080.7599
1898,86,H2,15033,Habitacional,NA,167935.9225
1826,100,H3,15033,Habitacional,NA,952501.5091
1840,161,E1,15033,Equipamiento,NA,8736029.158
1841,38,H2,15033,Habitacional,NA,1886728.616
1842,109,H3,15033,Habitacional,NA,143921.3344
1843,60,H4,15033,Habitacional,NA,498498.2194
1844,169,H3,15033,Habitacional,NA,35180.1889
1858,98,H2,15033,Habitacional,NA,2998947.255
1860,20,H2,15033,Habitacional,NA,6037517.827
1861,173,H4,15033,Habitacional,NA,172124.5074
1862,181,H3,15033,Habitacional,NA,34090.30864
1863,172,H3,15033,Habitacional,NA,32833.97747
1864,158,E1,15033,Equipamiento,NA,63395.51122
1865,137,E1,15033,Equipamiento,NA,148690.2482
1901,19,H3,15033,Habitacional,NA,394492.9258
1902,114,H2,15033,Habitacional,NA,113110.37
1866,94,H2,15033,Habitacional,NA,3175198.553
1867,187,H3,15033,Habitacional,NA,21007.21017
1868,93,H2,15033,Habitacional,NA,1214176.066
1869,104,I1,15033,Industrial,NA,35819.38682
1870,163,H3,15033,Habitacional,NA,81623.0629
1871,37,H4,15033,Habitacional,NA,375971.2457
1872,46,H2,15033,Habitacional,NA,1515298.902
1877,97,H2,15033,Habitacional,NA,1102771.924
1878,112,H4,15033,Habitacional,NA,964887.4717
1879,41,H3,15033,Habitacional,NA,224076.003
1880,159,H3,15033,Habitacional,NA,272212.4709
1886,142,H2,15033,Habitacional,NA,3884588.259
1887,107,I1,15033,Industrial,NA,43483.49325
1888,106,H3,15033,Habitacional,NA,65517.8675
1889,45,C1,15033,Comercial,NA,239423.8661
1890,89,C2,15033,Comercial,NA,239771.7985
1891,130,H3,15033,Habitacional,NA,171079.1771
1892,9,H4,15033,Habitacional,NA,1142300.978
1893,127,H2,15033,Habitacional,NA,590054.7318
1894,183,C2,15033,Comercial,NA,43895.37858
1895,157,C2,15033,Comercial,NA,20420.2014
1906,26,H2,15033,Habitacional,NA,4633370.736
1907,179,H3,15033,Habitacional,NA,200192.744
1908,141,H3,15033,Habitacional,NA,40072.4125
1909,132,E1,15033,Equipamiento,NA,104504.7897
1910,40,H2,15033,Habitacional,NA,2113269.078
1911,152,I2,15033,Industrial,NA,26323.75297
1912,126,H3,15033,Habitacional,NA,264414.0894
1916,42,I3,15033,Industrial,NA,1595957.737
1917,171,H3,15033,Habitacional,NA,51997.31433
1918,31,H2,15033,Habitacional,NA,361914.5899
1919,134,H3,15033,Habitacional,NA,8702.080394
1920,117,E1,15033,Equipamiento,NA,43488.81718
1921,145,H3,15033,Habitacional,NA,84929.78451
1922,108,H3,15033,Habitacional,NA,42805.70231
1923,75,H2,15033,Habitacional,NA,1972774.543
1927,30,H2,15033,Habitacional,NA,1609448.517
1928,140,E1,15033,Equipamiento,NA,60318.77495
1929,146,E1,15033,Equipamiento,NA,59527.48066
1930,33,H2,15033,Habitacional,NA,2665384.787
1931,133,H3,15033,Habitacional,NA,49817.87768
1932,23,H2,15033,Habitacional,NA,4945532.286
1934,4,H2,15033,Habitacional,NA,9419251.425
1935,110,E1,15033,Equipamiento,NA,108042.3931
1936,79,H4,15033,Habitacional,NA,4962178.032
1937,154,H3,15033,Habitacional,NA,120166.3837
1938,144,H3,15033,Habitacional,NA,77698.8591
1939,175,H3,15033,Habitacional,NA,69363.56503
1940,35,H2,15033,Habitacional,NA,3765183.989
1941,180,H3,15033,Habitacional,NA,30704.23722
1942,12,I3,15033,Industrial,NA,6997881.888
1943,148,H3,15033,Habitacional,NA,50316.45459
1944,11,H2,15033,Habitacional,NA,2684871.288
1950,5,H2,15034,Habitacional,207,865633.9974
2206,64,A4,15037,Agrícola,NA,222192.7375
1951,2,H1,15034,Habitacional,207,3009627.922
1953,3,H1,15034,Habitacional,207,1278819.791
1952,11,F1,15034,Forestal,207,6234125.142
1954,1,H2,15034,Habitacional,207,785214.3511
1955,9,A4,15034,Agrícola,207,908388.6432
1956,10,F1,15034,Forestal,207,1443455.929
2207,21,I2,15037,Industrial,NA,83549.79263
1957,6,H1,15034,Habitacional,207,1448485.967
1958,7,A4,15034,Agrícola,207,20704363.19
2028,101,I2,15035,Industrial,NA,97724.89252
2029,11,H3,15035,Habitacional,NA,309090.3902
2017,3,E1,15035,Equipamiento,NA,24583.38243
2260,22,I2,15039,Industrial,NA,168773.9382
2261,16,H3,15039,Habitacional,NA,71583.60113
2018,64,H3,15035,Habitacional,NA,2925955.672
2019,5,I1,15035,Industrial,NA,762098.8334
2296,19,H2,15039,Habitacional,NA,368376.0775
2129,6,C3,15037,Comercial,NA,291286.5504
2024,62,L2,15035,Especial,NA,745490.0387
2025,14,I3,15035,Industrial,NA,1511033.11
2015,19,H1,15035,Habitacional,NA,1832678.155
2016,63,H3,15035,Habitacional,NA,1312713.831
2020,27,H3,15035,Habitacional,NA,2382154.315
2021,9,H1,15035,Habitacional,NA,2048907.072
2022,7,I3,15035,Industrial,NA,135834.3018
2023,35,H1,15035,Habitacional,NA,666456.7177
2031,68,H3,15035,Habitacional,NA,367742.0956
2026,38,H1,15035,Habitacional,NA,1271075.179
2027,25,H3,15035,Habitacional,NA,102500.0252
2030,36,H1,15035,Habitacional,NA,1596104.5
2032,4,H2,15035,Habitacional,NA,1850066.793
2033,37,H1,15035,Habitacional,NA,926914.0825
2034,39,A1,15035,Agrícola,NA,33537638.95
2036,60,L2,15035,Especial,NA,458318.9027
2037,54,F1,15035,Forestal,NA,14601091.13
2236,40,H3,15039,Habitacional,NA,150456.0043
2039,45,A1,15035,Agrícola,NA,13078483.97
2035,53,L3,15035,Especial,NA,10541401.39
2038,66,H3,15035,Habitacional,NA,4215637.03
2042,41,H1,15035,Habitacional,NA,9288389.384
2044,18,H2,15035,Habitacional,NA,2518680.721
2045,67,H3,15035,Habitacional,NA,325422.7828
2046,20,H2,15035,Habitacional,NA,1043112.716
2047,1,H2,15035,Habitacional,NA,1551827.507
2049,12,H2,15035,Habitacional,NA,320432.5219
2052,8,H2,15035,Habitacional,NA,1098781.583
2053,28,I2,15035,Industrial,NA,687177.8911
2054,44,A1,15035,Agrícola,NA,7821172.567
2055,4,H1,15036,Habitacional,NA,108852.4818
2059,122,A1,15036,Agrícola,NA,956622.3417
2057,22,A4,15036,Agrícola,NA,959163.7705
2056,107,H1,15036,Habitacional,NA,549706.2465
2063,13,A4,15036,Agrícola,NA,571413.5796
2058,119,H1,15036,Habitacional,NA,167913.7934
2060,50,A4,15036,Agrícola,NA,1702420.869
2061,29,G1,15036,Eriazo,NA,23489055.82
2064,99,H1,15036,Habitacional,NA,110544.3181
2067,104,H1,15036,Habitacional,NA,274492.1664
2068,36,A2,15036,Agrícola,NA,3427493.048
2069,15,A2,15036,Agrícola,NA,3848240.532
2065,21,A4,15036,Agrícola,NA,10524922.59
2066,8,H2,15036,Habitacional,NA,59048.96643
2062,27,G1,15036,Eriazo,NA,4374465.383
2070,113,H1,15036,Habitacional,NA,1008348.203
2071,1,H2,15036,Habitacional,NA,921525.4835
2072,12,A4,15036,Agrícola,NA,3890367.785
2074,105,H1,15036,Habitacional,NA,1345841.791
2077,118,A1,15036,Agrícola,NA,878484.3784
3764,23,A4,15061,Agrícola,NA,1666295.074
2075,31,G1,15036,Eriazo,NA,8408219.988
2237,36,I2,15039,Industrial,NA,143558.8876
3657,22,A2,15059,Agrícola,NA,6365673.403
2076,23,A4,15036,Agrícola,NA,1022560.614
2130,46,I2,15037,Industrial,NA,119293.5392
2131,50,H1,15037,Habitacional,NA,56040.75098
2078,5,A1,15036,Agrícola,NA,408961.092
2079,6,A4,15036,Agrícola,NA,4038870.527
2080,30,A4,15036,Agrícola,NA,16735956.56
2082,121,H1,15036,Habitacional,NA,836113.4558
2132,49,H1,15037,Habitacional,NA,952857.5775
3658,30,A3,15059,Agrícola,NA,817575.3593
2081,116,H1,15036,Habitacional,NA,500301.1543
2143,14,H6,15037,Habitacional,NA,1218199.289
3659,6,H1,15059,Habitacional,NA,345656.2872
2083,101,H2,15036,Habitacional,NA,712297.414
2094,19,A1,15036,Agrícola,NA,972144.9239
2095,10,A4,15036,Agrícola,NA,5996977.556
2084,115,H1,15036,Habitacional,NA,1079243.896
2085,38,G1,15036,Eriazo,NA,1459064.4
2096,97,A1,15036,Agrícola,NA,660522.4108
3676,52,H2,15058,Habitacional,NA,309332.5912
2086,25,G1,15036,Eriazo,NA,1129290.098
2087,18,A4,15036,Agrícola,NA,11615227.64
2144,80,H6,15037,Habitacional,NA,1741532.663
3677,46,I2,15058,Industrial,NA,240521.7977
2088,26,A4,15036,Agrícola,NA,6809829.849
2089,24,G1,15036,Eriazo,NA,7281213.61
3678,53,H2,15058,Habitacional,NA,926170.3975
2090,7,H1,15036,Habitacional,NA,376529.1344
2097,100,H2,15036,Habitacional,NA,634242.3615
2091,43,G1,15036,Eriazo,NA,1833582.217
2101,53,A4,15036,Agrícola,NA,1162337.838
2154,38,B1,15037,Agostadero,NA,664565.1486
3684,72,H2,15058,Habitacional,NA,1153116.573
2092,3,H2,15036,Habitacional,NA,798560.1911
2093,111,A1,15036,Agrícola,NA,365391.461
2098,37,G1,15036,Eriazo,NA,800983.38
2105,51,G1,15036,Eriazo,NA,1536504.856
2106,16,A4,15036,Agrícola,NA,8023082.294
2107,35,A4,15036,Agrícola,NA,9323630.868
2099,114,H1,15036,Habitacional,NA,927915.7455
2112,117,H1,15036,Habitacional,NA,236897.0606
2100,14,A4,15036,Agrícola,NA,9267973.712
3679,51,E1,15058,Equipamiento,NA,328511.6034
2102,9,A2,15036,Agrícola,NA,2823669.33
2103,34,G1,15036,Eriazo,NA,21308918.68
3680,32,E1,15058,Equipamiento,NA,527861.5437
2104,32,A4,15036,Agrícola,NA,1548184.496
2238,102,H3,15039,Habitacional,NA,2293837.52
2239,76,E1,15039,Equipamiento,NA,671578.6812
3681,33,H2,15058,Habitacional,NA,2370872.308
2108,110,H1,15036,Habitacional,NA,452009.3832
2113,120,A1,15036,Agrícola,NA,1056876.568
2240,28,H3,15039,Habitacional,NA,24922.46429
2241,23,H3,15039,Habitacional,NA,31377.39275
3682,86,E1,15058,Equipamiento,NA,4128925.099
2109,2,A1,15036,Agrícola,NA,1567640.794
2199,78,E1,15037,Equipamiento,NA,54986.90771
3683,90,C3,15058,Comercial,NA,1410232.964
2110,28,A4,15036,Agrícola,NA,9666114.834
2242,13,I2,15039,Industrial,NA,426688.3413
2243,2,E1,15039,Equipamiento,NA,204933.4228
2111,102,H1,15036,Habitacional,NA,1993450.18
2114,80,H1,15036,Habitacional,NA,927485.5466
2135,48,H1,15037,Habitacional,NA,941996.9367
2115,42,A1,15036,Agrícola,NA,727578.4246
2116,17,A4,15036,Agrícola,NA,8732632.826
2117,11,A2,15036,Agrícola,NA,2612689.813
2119,20,A2,15036,Agrícola,NA,2492749.505
2120,98,H1,15036,Habitacional,NA,167144.0739
3694,61,H3,15058,Habitacional,NA,294313.2436
2118,33,A4,15036,Agrícola,NA,1596656.853
3685,75,E1,15058,Equipamiento,NA,549348.4403
2121,108,H2,15036,Habitacional,NA,947394.6689
2124,103,H1,15036,Habitacional,NA,267193.6678
2133,24,H2,15037,Habitacional,NA,1969222.028
2122,109,H1,15036,Habitacional,NA,2993832.374
2123,39,G1,15036,Eriazo,NA,15211686.3
3686,2,H2,15058,Habitacional,NA,6882474.715
2125,126,H1,15036,Habitacional,NA,3461519.322
3687,9,H2,15058,Habitacional,NA,1995618.288
2126,125,H1,15036,Habitacional,NA,321244.7941
2127,36,E1,15037,Equipamiento,NA,165049.588
2128,8,C3,15037,Comercial,NA,275156.4803
2262,50,A2,15039,Agrícola,NA,1080955.549
2134,31,F1,15037,Forestal,NA,9252085.683
3688,81,H1,15058,Habitacional,NA,81060.19566
3689,1,H2,15058,Habitacional,NA,4273965.915
3690,16,H2,15058,Habitacional,NA,2499174.075
2136,2,H2,15037,Habitacional,NA,1951114.146
2138,32,A4,15037,Agrícola,NA,3137938.189
2254,54,I1,15039,Industrial,NA,393394.9003
2266,129,H1,15039,Habitacional,NA,269112.4173
2137,29,F1,15037,Forestal,NA,5886177.034
2139,34,G1,15037,Eriazo,NA,1675866.128
2140,86,E1,15037,Equipamiento,NA,195301.8134
2141,58,C2,15037,Comercial,NA,77322.51777
2142,53,C2,15037,Comercial,NA,145346.3768
2208,22,H2,15037,Habitacional,NA,517289.8675
2145,60,H2,15037,Habitacional,NA,623559.5815
2146,75,E1,15037,Equipamiento,NA,180857.4551
2147,71,E1,15037,Equipamiento,NA,20334.36191
2148,20,H1,15037,Habitacional,NA,46104.58039
2149,72,E1,15037,Equipamiento,NA,22925.6662
2150,47,H1,15037,Habitacional,NA,4490459.815
2249,109,H1,15039,Habitacional,NA,382545.2071
2190,39,F1,15037,Forestal,NA,3213032.397
2191,82,E1,15037,Equipamiento,NA,318047.5607
2151,40,A4,15037,Agrícola,NA,3561524.903
2152,45,H2,15037,Habitacional,NA,1561060.759
2256,52,H1,15039,Habitacional,NA,354086.8569
